age(kyr) mean(permil) sigma(permil)
1480.000000 3.481667 0.371941
1481.000000 3.476619 0.373706
1482.000000 3.473230 0.375462
1483.000000 3.471392 0.377175
1484.000000 3.471290 0.378786
1485.000000 3.473069 0.380036
1486.000000 3.477254 0.380689
1487.000000 3.484199 0.380465
1488.000000 3.493929 0.379061
1489.000000 3.506468 0.376233
1490.000000 3.522818 0.371786
1491.000000 3.545392 0.365634
1492.000000 3.575778 0.357803
1493.000000 3.616916 0.348304
1494.000000 3.672109 0.337220
1495.000000 3.741025 0.324150
1496.000000 3.817956 0.308936
1497.000000 3.896355 0.291300
1498.000000 3.969005 0.271806
1499.000000 4.030991 0.251894
1500.000000 4.079470 0.233518
1501.000000 4.110969 0.217601
1502.000000 4.123642 0.204365
1503.000000 4.122707 0.193488
1504.000000 4.112870 0.184992
1505.000000 4.083152 0.178693
1506.000000 4.023610 0.173488
1507.000000 3.949912 0.168241
1508.000000 3.875723 0.161184
1509.000000 3.798881 0.153034
1510.000000 3.715063 0.143213
1511.000000 3.649995 0.131587
1512.000000 3.607375 0.122024
1513.000000 3.583044 0.115078
1514.000000 3.573981 0.110802
1515.000000 3.562108 0.109894
1516.000000 3.535198 0.112842
1517.000000 3.498949 0.118949
1518.000000 3.466746 0.125370
1519.000000 3.454817 0.131641
1520.000000 3.453622 0.136726
1521.000000 3.451859 0.141092
1522.000000 3.461019 0.145085
1523.000000 3.483923 0.147966
1524.000000 3.511550 0.150663
1525.000000 3.547121 0.153576
1526.000000 3.586483 0.156077
1527.000000 3.627910 0.157482
1528.000000 3.675855 0.158245
1529.000000 3.725594 0.158594
1530.000000 3.779802 0.158740
1531.000000 3.836790 0.160440
1532.000000 3.897678 0.164605
1533.000000 3.986226 0.169172
1534.000000 4.110350 0.172443
1535.000000 4.232208 0.172259
1536.000000 4.314387 0.168032
1537.000000 4.358553 0.161693
1538.000000 4.374765 0.153824
1539.000000 4.376728 0.146481
1540.000000 4.338451 0.141613
1541.000000 4.248628 0.138879
1542.000000 4.144442 0.137451
1543.000000 4.054786 0.138407
1544.000000 3.973980 0.141346
1545.000000 3.905017 0.145754
1546.000000 3.836725 0.151511
1547.000000 3.774436 0.157206
1548.000000 3.729079 0.162214
1549.000000 3.696172 0.167107
1550.000000 3.673938 0.171268
1551.000000 3.662722 0.174372
1552.000000 3.659872 0.175621
1553.000000 3.666018 0.174371
1554.000000 3.669173 0.170869
1555.000000 3.663842 0.166392
1556.000000 3.641580 0.161196
1557.000000 3.602194 0.153809
1558.000000 3.556025 0.144213
1559.000000 3.514240 0.133456
1560.000000 3.483252 0.123159
1561.000000 3.465319 0.115646
1562.000000 3.454429 0.111455
1563.000000 3.444092 0.110377
1564.000000 3.439211 0.113069
1565.000000 3.443990 0.118162
1566.000000 3.465505 0.125377
1567.000000 3.519188 0.132527
1568.000000 3.607288 0.136796
1569.000000 3.699133 0.136717
1570.000000 3.771936 0.135092
1571.000000 3.844305 0.132257
1572.000000 3.925892 0.127137
1573.000000 3.993276 0.123029
1574.000000 4.045255 0.120144
1575.000000 4.083227 0.119230
1576.000000 4.102609 0.118675
1577.000000 4.099666 0.118776
1578.000000 4.067096 0.119907
1579.000000 4.015216 0.119557
1580.000000 3.962522 0.117160
1581.000000 3.929219 0.114512
1582.000000 3.905618 0.112239
1583.000000 3.863458 0.110976
1584.000000 3.803102 0.110852
1585.000000 3.734551 0.111099
1586.000000 3.668610 0.111093
1587.000000 3.620271 0.112399
1588.000000 3.585189 0.115761
1589.000000 3.570258 0.119303
1590.000000 3.592381 0.123014
1591.000000 3.657340 0.126743
1592.000000 3.709941 0.126213
1593.000000 3.712031 0.122958
1594.000000 3.682650 0.118477
1595.000000 3.629774 0.113783
1596.000000 3.576877 0.108831
1597.000000 3.536291 0.102940
1598.000000 3.509984 0.098991
1599.000000 3.483780 0.096635
1600.000000 3.447527 0.095634
1601.000000 3.418023 0.094869
1602.000000 3.406155 0.093074
1603.000000 3.396478 0.092584
1604.000000 3.404481 0.093455
1605.000000 3.442530 0.093516
1606.000000 3.489786 0.094340
1607.000000 3.532563 0.096598
1608.000000 3.605284 0.097060
1609.000000 3.673286 0.096178
1610.000000 3.728661 0.095993
1611.000000 3.763726 0.096032
1612.000000 3.766768 0.096702
1613.000000 3.751789 0.098722
1614.000000 3.734295 0.099595
1615.000000 3.708233 0.100497
1616.000000 3.682294 0.102666
1617.000000 3.652954 0.104436
1618.000000 3.619696 0.107177
1619.000000 3.599496 0.110960
1620.000000 3.575611 0.117171
1621.000000 3.560636 0.126040
1622.000000 3.566305 0.135497
1623.000000 3.590857 0.145072
1624.000000 3.624562 0.152233
1625.000000 3.657833 0.156904
1626.000000 3.676314 0.159072
1627.000000 3.677635 0.159828
1628.000000 3.658154 0.159730
1629.000000 3.622846 0.158284
1630.000000 3.580404 0.155423
1631.000000 3.530770 0.151677
1632.000000 3.481285 0.148259
1633.000000 3.442416 0.145543
1634.000000 3.414410 0.144098
1635.000000 3.404791 0.144050
1636.000000 3.411170 0.145378
1637.000000 3.432240 0.148214
1638.000000 3.463415 0.152759
1639.000000 3.505035 0.157795
1640.000000 3.553184 0.162934
1641.000000 3.607008 0.168286
1642.000000 3.672313 0.172316
1643.000000 3.744798 0.174666
1644.000000 3.815083 0.174896
1645.000000 3.873803 0.173116
1646.000000 3.920576 0.170758
1647.000000 3.956118 0.168135
1648.000000 3.986982 0.165645
1649.000000 4.014044 0.163277
1650.000000 4.038181 0.161112
1651.000000 4.061227 0.158843
1652.000000 4.081710 0.155954
1653.000000 4.093485 0.153358
1654.000000 4.102336 0.151019
1655.000000 4.109251 0.149393
1656.000000 4.112239 0.148066
1657.000000 4.113446 0.148019
1658.000000 4.108459 0.149300
1659.000000 4.094193 0.152057
1660.000000 4.068487 0.156089
1661.000000 4.029236 0.159970
1662.000000 3.977468 0.164371
1663.000000 3.913586 0.167560
1664.000000 3.849389 0.167713
1665.000000 3.795194 0.166187
1666.000000 3.751884 0.164112
1667.000000 3.720514 0.161401
1668.000000 3.699471 0.158449
1669.000000 3.681531 0.155867
1670.000000 3.664333 0.153840
1671.000000 3.644078 0.152512
1672.000000 3.622887 0.150641
1673.000000 3.596160 0.148823
1674.000000 3.565203 0.147524
1675.000000 3.536499 0.146087
1676.000000 3.514975 0.144783
1677.000000 3.501179 0.143644
1678.000000 3.495466 0.142826
1679.000000 3.493330 0.142528
1680.000000 3.492060 0.142948
1681.000000 3.491417 0.143272
1682.000000 3.492816 0.143857
1683.000000 3.489831 0.145247
1684.000000 3.488454 0.147116
1685.000000 3.491322 0.149601
1686.000000 3.495581 0.152981
1687.000000 3.502698 0.157016
1688.000000 3.513166 0.161381
1689.000000 3.525575 0.166376
1690.000000 3.537691 0.171581
1691.000000 3.553630 0.176564
1692.000000 3.572852 0.181855
1693.000000 3.596801 0.187578
1694.000000 3.625464 0.193412
1695.000000 3.656024 0.198396
1696.000000 3.691584 0.203693
1697.000000 3.731251 0.209212
1698.000000 3.773279 0.214181
1699.000000 3.813558 0.218495
1700.000000 3.851363 0.221598
1701.000000 3.885731 0.223788
1702.000000 3.911807 0.224677
1703.000000 3.929313 0.224640
1704.000000 3.939638 0.224293
1705.000000 3.940252 0.224110
1706.000000 3.931971 0.224390
1707.000000 3.913966 0.225187
1708.000000 3.888192 0.225905
1709.000000 3.853800 0.226414
1710.000000 3.810651 0.226613
1711.000000 3.761793 0.226236
1712.000000 3.708669 0.225450
1713.000000 3.652611 0.223701
1714.000000 3.601417 0.220938
1715.000000 3.555763 0.217632
1716.000000 3.516489 0.214163
1717.000000 3.491809 0.211250
1718.000000 3.481129 0.209083
1719.000000 3.480894 0.207565
1720.000000 3.491933 0.206361
1721.000000 3.513612 0.205044
