age(kyr) mean(permil) sigma(permil)
1480.000000 3.484073 0.380167
1481.000000 3.479784 0.381117
1482.000000 3.477717 0.382186
1483.000000 3.477461 0.383115
1484.000000 3.478696 0.383776
1485.000000 3.481521 0.383919
1486.000000 3.486585 0.383258
1487.000000 3.494401 0.381544
1488.000000 3.504578 0.378640
1489.000000 3.518725 0.374326
1490.000000 3.537982 0.368503
1491.000000 3.564476 0.361089
1492.000000 3.600435 0.351804
1493.000000 3.648039 0.340685
1494.000000 3.708817 0.328098
1495.000000 3.779125 0.313810
1496.000000 3.853690 0.297706
1497.000000 3.927731 0.279820
1498.000000 3.997285 0.260837
1499.000000 4.057703 0.242614
1500.000000 4.102742 0.226314
1501.000000 4.127095 0.212340
1502.000000 4.133146 0.200659
1503.000000 4.125397 0.191421
1504.000000 4.100604 0.184441
1505.000000 4.051374 0.179200
1506.000000 3.984380 0.174828
1507.000000 3.911826 0.169613
1508.000000 3.839569 0.163089
1509.000000 3.756082 0.155953
1510.000000 3.677233 0.146033
1511.000000 3.625275 0.135750
1512.000000 3.591931 0.126843
1513.000000 3.573414 0.120290
1514.000000 3.565258 0.116911
1515.000000 3.561779 0.116456
1516.000000 3.546076 0.118309
1517.000000 3.514485 0.122508
1518.000000 3.475220 0.127986
1519.000000 3.454143 0.133141
1520.000000 3.449928 0.137697
1521.000000 3.458858 0.140824
1522.000000 3.478326 0.144081
1523.000000 3.513025 0.146890
1524.000000 3.558763 0.148468
1525.000000 3.610110 0.148385
1526.000000 3.663328 0.148380
1527.000000 3.720844 0.149082
1528.000000 3.786096 0.150551
1529.000000 3.852314 0.154514
1530.000000 3.928399 0.161012
1531.000000 4.038005 0.168390
1532.000000 4.169581 0.173481
1533.000000 4.278840 0.173375
1534.000000 4.343752 0.169109
1535.000000 4.369698 0.163399
1536.000000 4.376708 0.157321
1537.000000 4.364503 0.151730
1538.000000 4.316194 0.147113
1539.000000 4.239980 0.144088
1540.000000 4.154015 0.142181
1541.000000 4.070017 0.142508
1542.000000 3.992913 0.143864
1543.000000 3.928082 0.147082
1544.000000 3.867092 0.151822
1545.000000 3.807727 0.156723
1546.000000 3.755256 0.160923
1547.000000 3.717111 0.165767
1548.000000 3.690286 0.171470
1549.000000 3.672585 0.176706
1550.000000 3.661833 0.180148
1551.000000 3.652844 0.181379
1552.000000 3.650087 0.180365
1553.000000 3.654170 0.176925
1554.000000 3.660899 0.171897
1555.000000 3.658646 0.165794
1556.000000 3.631038 0.157784
1557.000000 3.587016 0.147727
1558.000000 3.538463 0.137625
1559.000000 3.493592 0.127318
1560.000000 3.468667 0.118586
1561.000000 3.456537 0.112678
1562.000000 3.443734 0.109772
1563.000000 3.439012 0.110726
1564.000000 3.436130 0.114380
1565.000000 3.439862 0.119955
1566.000000 3.458823 0.126411
1567.000000 3.505784 0.132978
1568.000000 3.580353 0.138128
1569.000000 3.665958 0.138248
1570.000000 3.737556 0.134673
1571.000000 3.805238 0.131199
1572.000000 3.890090 0.125862
1573.000000 3.971393 0.120946
1574.000000 4.036068 0.117279
1575.000000 4.080717 0.115410
1576.000000 4.115234 0.114407
1577.000000 4.118229 0.113049
1578.000000 4.080589 0.112231
1579.000000 4.018883 0.110912
1580.000000 3.967598 0.109085
1581.000000 3.936885 0.107099
1582.000000 3.913618 0.106119
1583.000000 3.881326 0.106107
1584.000000 3.831254 0.105543
1585.000000 3.768084 0.105908
1586.000000 3.696757 0.106388
1587.000000 3.645295 0.107649
1588.000000 3.614235 0.110802
1589.000000 3.590149 0.114543
1590.000000 3.578259 0.119890
1591.000000 3.578896 0.124599
1592.000000 3.616824 0.127976
1593.000000 3.680274 0.127756
1594.000000 3.706722 0.123714
1595.000000 3.675745 0.115852
1596.000000 3.604409 0.107601
1597.000000 3.536074 0.099716
1598.000000 3.500249 0.094399
1599.000000 3.467743 0.091116
1600.000000 3.437458 0.090675
1601.000000 3.405269 0.091381
1602.000000 3.385486 0.092179
1603.000000 3.396336 0.093849
1604.000000 3.429010 0.094564
1605.000000 3.454747 0.095526
