depth(m)	initial_age(kiloyear)
0.01	4.51
0.1	4.97
0.21	5.54
0.3	6.01
0.41	6.59
0.5	7.06
0.61	7.65
0.71	8.18
0.81	8.72
0.91	9.26
1.0	9.76
1.1	10.31
1.21	10.91
1.31	11.47
1.41	12.03
1.49	12.48
1.61	13.16
1.81	14.31
1.91	14.89
2.01	15.47
2.11	16.05
2.21	16.64
2.31	17.23
2.41	17.83
2.51	18.42
2.61	19.03
2.71	19.63
2.81	20.24
2.91	20.85
2.99	21.34
3.11	22.08
3.21	22.7
3.31	23.32
3.41	23.95
3.61	25.21
3.71	25.85
3.81	26.49
3.91	27.13
4.0	27.71
4.11	28.43
4.21	29.08
4.31	29.73
4.41	30.39
4.49	30.92
4.6	31.64
4.71	32.38
4.81	33.05
4.91	33.72
5.0	34.32
5.11	35.07
5.2	35.68
5.31	36.43
5.41	37.12
5.5	37.74
5.61	38.5
5.77	39.61
5.87	40.31
5.99	41.15
6.09	41.85
6.2	42.63
6.3	43.34
6.4	44.05
6.49	44.7
6.59	45.41
6.7	46.21
6.8	46.93
7.0	48.38
7.09	49.04
7.21	49.92
7.5	52.05
7.6	52.8
7.8	54.29
7.89	54.96
8.0	55.79
8.1	56.54
8.21	57.37
8.3	58.06
8.4	58.82
8.5	59.58
8.7	61.11
8.8	61.88
8.9	62.65
9.0	63.43
9.1	64.2
9.2	64.98
9.29	65.68
9.49	67.25
9.6	68.11
9.7	68.9
9.8	69.69
9.89	70.4
10.1	72.07
10.19	72.79
10.3	73.67
10.41	74.55
10.5	75.27
10.59	76.0
10.8	77.69
10.89	78.42
10.99	79.23
11.1	80.13
11.18	80.78
11.3	81.76
11.39	82.5
11.49	83.32
11.59	84.14
11.69	84.97
11.79	85.79
11.9	86.7
12.01	87.62
12.11	88.45
12.19	89.11
12.28	89.86
12.39	90.78
12.49	91.62
12.59	92.46
12.69	93.3
12.79	94.14
12.89	94.98
12.99	95.82
13.09	96.67
13.18	97.43
13.29	98.36
13.4	99.3
13.49	100.06
13.59	100.91
13.68	101.68
13.78	102.54
13.88	103.39
13.99	104.33
14.09	105.19
14.19	106.05
14.29	106.91
14.39	107.77
14.52	108.9
14.62	109.76
14.72	110.63
15.02	113.23
15.22	114.97
15.32	115.84
15.39	116.45
15.52	117.59
15.53	117.67
15.61	118.37
15.72	119.34
15.83	120.3
16.3	124.43
16.4	125.31
16.5	126.19
16.6	127.08
16.71	128.05
16.8	128.84
17.21	132.48
17.3	133.27
17.41	134.25
17.6	135.94
18.3	142.18
18.4	143.07
18.51	144.06
18.61	144.95
18.71	145.84
18.8	146.65
18.9	147.55
19.0	148.44
19.1	149.34
19.3	151.13
19.7	154.72
19.8	155.61
19.9	156.51
20.01	157.5
20.2	159.21
20.3	160.1
20.4	161.0
20.5	161.9
