depth(m)	initial_age(kiloyear)
0.02	2.16
0.08	2.99
0.1	3.26
0.16	4.09
0.2	4.64
0.28	5.74
0.3	6.01
0.32	6.29
0.48	8.48
0.5	8.76
0.56	9.58
0.64	10.68
0.72	11.78
0.8	12.88
0.88	13.98
0.94	14.81
1.02	15.91
1.16	17.83
1.26	19.2
1.34	20.3
1.42	21.4
1.5	22.5
1.58	23.6
1.66	24.7
1.78	26.35
1.84	27.17
1.92	28.27
2.0	29.37
2.08	30.47
2.1	30.54
2.12	30.61
2.16	30.75
2.18	31.16
2.24	32.69
2.32	35.71
2.4	38.65
2.48	41.58
2.54	43.77
2.64	47.44
2.72	50.37
2.76	51.83
2.8	53.3
2.88	56.23
2.94	58.43
2.96	59.16
3.0	60.62
3.04	62.09
3.1	64.29
3.12	64.83
3.18	66.18
3.2	66.6
3.26	67.86
3.28	68.28
3.36	69.97
3.42	71.23
3.5	72.92
3.58	74.6
3.66	76.28
3.8	79.23
3.88	80.92
4.16	86.81
4.2	87.65
4.22	88.07
4.24	88.49
4.26	88.92
4.28	89.34
4.3	89.76
4.38	91.44
4.46	93.13
4.54	94.81
4.62	96.49
4.7	98.18
4.78	99.86
