age(kyr) mean(permil) sigma(permil)
0.000000 3.319942 0.065726
1.000000 3.313628 0.056633
2.000000 3.327568 0.059257
3.000000 3.360868 0.058696
4.000000 3.384246 0.059786
5.000000 3.420548 0.064336
6.000000 3.459145 0.068447
7.000000 3.494571 0.077652
8.000000 3.541378 0.091392
9.000000 3.613498 0.103969
10.000000 3.710853 0.116877
11.000000 3.838738 0.122497
12.000000 3.975498 0.117915
13.000000 4.104132 0.115838
14.000000 4.238741 0.117153
15.000000 4.381425 0.119123
16.000000 4.528794 0.121187
17.000000 4.671486 0.119313
18.000000 4.792338 0.111595
19.000000 4.882391 0.098408
20.000000 4.928783 0.080537
21.000000 4.931176 0.069443
22.000000 4.901035 0.065915
23.000000 4.861961 0.065203
24.000000 4.823777 0.068137
25.000000 4.782850 0.073100
26.000000 4.749901 0.073545
27.000000 4.727133 0.071402
28.000000 4.705132 0.071576
29.000000 4.673939 0.071537
30.000000 4.635720 0.067817
31.000000 4.607172 0.064338
32.000000 4.582932 0.065003
33.000000 4.553501 0.071201
34.000000 4.524161 0.074868
35.000000 4.507276 0.073551
36.000000 4.501360 0.072716
37.000000 4.501989 0.071733
38.000000 4.502536 0.071589
39.000000 4.497837 0.073265
40.000000 4.487524 0.076579
41.000000 4.472632 0.080585
42.000000 4.459633 0.081851
43.000000 4.448608 0.082397
44.000000 4.433905 0.082529
45.000000 4.424319 0.080013
46.000000 4.417150 0.076470
47.000000 4.412435 0.075013
48.000000 4.405192 0.072705
49.000000 4.397775 0.073760
50.000000 4.392657 0.072882
51.000000 4.386446 0.071998
52.000000 4.382082 0.072265
53.000000 4.381766 0.072133
54.000000 4.388243 0.073516
55.000000 4.397158 0.077379
56.000000 4.412402 0.083187
57.000000 4.437000 0.086974
58.000000 4.463806 0.089123
59.000000 4.487510 0.090025
60.000000 4.505831 0.090038
61.000000 4.516970 0.090107
62.000000 4.519207 0.090436
63.000000 4.514761 0.091649
64.000000 4.504315 0.091713
65.000000 4.496788 0.090134
66.000000 4.492973 0.089315
67.000000 4.479692 0.088002
68.000000 4.460809 0.088357
69.000000 4.441044 0.090965
70.000000 4.411091 0.095852
71.000000 4.369224 0.099856
72.000000 4.317307 0.099109
73.000000 4.264582 0.096587
74.000000 4.218615 0.098792
75.000000 4.168985 0.103104
76.000000 4.121205 0.100381
77.000000 4.089776 0.089223
78.000000 4.079307 0.080578
79.000000 4.071914 0.079512
80.000000 4.040301 0.086337
81.000000 3.976685 0.090106
82.000000 3.914388 0.084179
83.000000 3.893219 0.081673
84.000000 3.914499 0.090069
85.000000 3.967171 0.104384
86.000000 4.028427 0.112730
87.000000 4.079973 0.107378
88.000000 4.106736 0.093780
89.000000 4.114399 0.080030
90.000000 4.107216 0.072946
91.000000 4.086013 0.070932
92.000000 4.055529 0.072116
93.000000 4.013406 0.076942
94.000000 3.958293 0.079376
95.000000 3.904761 0.077024
96.000000 3.870458 0.071652
97.000000 3.861378 0.070008
98.000000 3.867902 0.069849
99.000000 3.871248 0.070065
100.000000 3.878265 0.070572
101.000000 3.889890 0.072729
102.000000 3.903354 0.073853
103.000000 3.917912 0.074219
104.000000 3.934390 0.075156
105.000000 3.958772 0.080653
106.000000 3.989448 0.089952
107.000000 4.026294 0.093769
108.000000 4.064155 0.085356
109.000000 4.091052 0.074527
110.000000 4.092310 0.070106
111.000000 4.074255 0.071767
112.000000 4.039422 0.079626
113.000000 3.991053 0.090658
114.000000 3.922884 0.099269
115.000000 3.842709 0.105269
116.000000 3.754707 0.108187
117.000000 3.664645 0.110087
118.000000 3.575487 0.114053
119.000000 3.490800 0.120002
120.000000 3.421764 0.125468
121.000000 3.378867 0.132299
122.000000 3.365634 0.142159
123.000000 3.382418 0.156135
124.000000 3.428815 0.173174
125.000000 3.501309 0.189125
126.000000 3.589783 0.198276
127.000000 3.683826 0.199150
128.000000 3.777525 0.196270
129.000000 3.867606 0.194607
130.000000 3.961172 0.196856
131.000000 4.062992 0.199208
132.000000 4.171837 0.199437
133.000000 4.283268 0.197332
134.000000 4.394197 0.192185
135.000000 4.500067 0.184153
136.000000 4.595573 0.169424
137.000000 4.677213 0.151160
138.000000 4.740616 0.133199
139.000000 4.786163 0.117502
140.000000 4.816554 0.106510
141.000000 4.833895 0.098584
142.000000 4.830689 0.094211
143.000000 4.812350 0.090756
144.000000 4.793826 0.086299
145.000000 4.779172 0.080706
146.000000 4.768200 0.077483
147.000000 4.757823 0.077430
148.000000 4.745202 0.079272
149.000000 4.730990 0.082473
150.000000 4.709922 0.085798
151.000000 4.692365 0.088767
152.000000 4.679978 0.088597
153.000000 4.672955 0.088303
154.000000 4.671628 0.087542
155.000000 4.673209 0.086671
156.000000 4.675124 0.084536
157.000000 4.677499 0.080474
158.000000 4.676343 0.077545
159.000000 4.672180 0.075646
160.000000 4.666489 0.076877
161.000000 4.656093 0.083202
162.000000 4.636371 0.092943
163.000000 4.606634 0.099909
164.000000 4.574372 0.102177
165.000000 4.543863 0.098738
166.000000 4.518932 0.089794
167.000000 4.501387 0.080457
168.000000 4.488746 0.078410
169.000000 4.477444 0.081514
170.000000 4.456871 0.086180
171.000000 4.431334 0.088083
172.000000 4.411578 0.086688
173.000000 4.406760 0.081304
174.000000 4.409230 0.077857
175.000000 4.418458 0.074558
176.000000 4.436158 0.072069
177.000000 4.456706 0.069620
178.000000 4.469691 0.067892
179.000000 4.471739 0.069040
180.000000 4.470467 0.073065
181.000000 4.472517 0.079248
182.000000 4.480239 0.087133
183.000000 4.487541 0.092486
184.000000 4.490050 0.092949
185.000000 4.484507 0.090865
186.000000 4.465410 0.091827
187.000000 4.431666 0.101189
188.000000 4.382768 0.121701
189.000000 4.315762 0.148068
190.000000 4.232301 0.172237
191.000000 4.139207 0.186771
192.000000 4.049026 0.183005
193.000000 3.972471 0.161134
194.000000 3.919761 0.129993
195.000000 3.889355 0.102692
196.000000 3.862303 0.088873
197.000000 3.819441 0.091475
198.000000 3.758295 0.106047
199.000000 3.680324 0.119805
200.000000 3.616101 0.124889
201.000000 3.592534 0.127850
202.000000 3.590892 0.135981
203.000000 3.594016 0.147120
204.000000 3.597512 0.158615
205.000000 3.600978 0.169406
206.000000 3.604415 0.179389
207.000000 3.607824 0.188674
208.000000 3.611203 0.197371
209.000000 3.614554 0.205562
210.000000 3.617876 0.213353
