depth(m)	initial_age(kiloyear)
3.731	303.0
3.828	311.0
3.924	319.0
4.021	327.0
4.117	335.0
4.214	340.4
4.31	343.1
4.407	345.8
4.586	351.2
4.681	353.9
4.776	356.6
4.871	359.3
4.966	362.0
5.061	368.4
5.156	374.7
5.251	381.1
5.346	387.5
5.418	392.3
5.513	398.6
5.609	405.0
5.706	411.0
5.802	417.0
5.898	423.0
5.995	427.2
6.091	431.5
6.187	435.7
6.283	439.9
6.38	444.1
6.476	448.4
6.57	452.6
6.641	455.8
6.76	461.0
6.854	464.7
6.949	468.5
7.043	472.3
7.138	476.1
7.233	480.9
7.327	486.8
7.422	492.6
7.514	498.4
7.602	504.3
7.69	510.0
7.778	516.0
7.866	521.8
7.932	526.2
