age(kyr) mean(permil) sigma(permil)
1480.000000 4.065227 0.222863
1481.000000 4.076186 0.220634
1482.000000 4.087346 0.218273
1483.000000 4.098760 0.215808
1484.000000 4.110584 0.213194
1485.000000 4.122615 0.210346
1486.000000 4.135066 0.207344
1487.000000 4.148084 0.204158
1488.000000 4.161244 0.200742
1489.000000 4.174967 0.197054
1490.000000 4.189232 0.193199
1491.000000 4.204220 0.189198
1492.000000 4.219590 0.185082
1493.000000 4.235049 0.180616
1494.000000 4.250252 0.175485
1495.000000 4.264363 0.169943
1496.000000 4.276273 0.164266
1497.000000 4.284045 0.158890
1498.000000 4.285349 0.154335
1499.000000 4.275239 0.150861
1500.000000 4.255537 0.147988
1501.000000 4.228880 0.146284
1502.000000 4.196778 0.144610
1503.000000 4.160248 0.141889
1504.000000 4.121556 0.139329
1505.000000 4.081936 0.137760
1506.000000 4.043573 0.136982
1507.000000 4.011335 0.136730
1508.000000 3.984991 0.137713
1509.000000 3.963602 0.139352
1510.000000 3.945315 0.142015
1511.000000 3.921657 0.145484
1512.000000 3.883768 0.149080
1513.000000 3.832768 0.150973
1514.000000 3.773919 0.149620
1515.000000 3.714864 0.145429
1516.000000 3.661353 0.138977
1517.000000 3.617291 0.132800
1518.000000 3.580476 0.127413
1519.000000 3.558491 0.125750
1520.000000 3.554607 0.128520
1521.000000 3.566813 0.136031
1522.000000 3.594503 0.145992
1523.000000 3.634904 0.155806
1524.000000 3.686306 0.162748
1525.000000 3.748402 0.165540
1526.000000 3.811474 0.164965
1527.000000 3.862800 0.162274
1528.000000 3.905717 0.160081
1529.000000 3.955234 0.159594
1530.000000 4.016395 0.159723
1531.000000 4.090593 0.157414
1532.000000 4.163593 0.150492
1533.000000 4.223006 0.140388
1534.000000 4.258429 0.130796
1535.000000 4.276052 0.125414
1536.000000 4.281040 0.125207
1537.000000 4.280942 0.126891
1538.000000 4.267196 0.126095
1539.000000 4.245959 0.123789
1540.000000 4.215057 0.123733
1541.000000 4.170465 0.127081
1542.000000 4.109588 0.131349
1543.000000 4.038124 0.131840
1544.000000 3.966283 0.128301
1545.000000 3.910301 0.124169
1546.000000 3.867771 0.122467
1547.000000 3.826503 0.126486
1548.000000 3.782146 0.136666
1549.000000 3.737640 0.150071
1550.000000 3.699097 0.165348
1551.000000 3.673088 0.179837
1552.000000 3.663782 0.192088
1553.000000 3.669295 0.201281
1554.000000 3.685742 0.206443
1555.000000 3.706128 0.207776
1556.000000 3.723620 0.205248
1557.000000 3.733690 0.199816
1558.000000 3.727253 0.193298
1559.000000 3.703917 0.187557
1560.000000 3.664247 0.182840
1561.000000 3.611503 0.178747
1562.000000 3.560900 0.175240
1563.000000 3.526157 0.171021
1564.000000 3.517124 0.167450
1565.000000 3.532563 0.165532
1566.000000 3.572794 0.165522
1567.000000 3.628828 0.167673
1568.000000 3.695486 0.172384
1569.000000 3.773496 0.177885
1570.000000 3.858023 0.179475
1571.000000 3.934420 0.175526
1572.000000 3.998989 0.167414
1573.000000 4.051176 0.157835
1574.000000 4.087729 0.151364
1575.000000 4.097623 0.147627
1576.000000 4.071600 0.143497
1577.000000 4.036119 0.135143
1578.000000 4.002017 0.124969
1579.000000 3.967310 0.116520
1580.000000 3.928625 0.111576
1581.000000 3.892569 0.110181
1582.000000 3.862562 0.114031
1583.000000 3.826918 0.123012
1584.000000 3.784002 0.134301
1585.000000 3.736812 0.145168
1586.000000 3.693998 0.153868
1587.000000 3.666758 0.161344
1588.000000 3.655827 0.168052
1589.000000 3.660107 0.174736
1590.000000 3.676518 0.180165
1591.000000 3.694034 0.183135
1592.000000 3.704341 0.182470
1593.000000 3.701301 0.178461
1594.000000 3.683583 0.172037
1595.000000 3.653429 0.163886
1596.000000 3.615807 0.155466
1597.000000 3.575977 0.148945
1598.000000 3.535198 0.146023
1599.000000 3.493121 0.146337
1600.000000 3.447349 0.149022
1601.000000 3.405838 0.153728
1602.000000 3.372295 0.161474
1603.000000 3.353909 0.171139
1604.000000 3.351023 0.184243
1605.000000 3.362046 0.199635
1606.000000 3.382011 0.215045
1607.000000 3.410227 0.228512
1608.000000 3.446398 0.238999
1609.000000 3.490592 0.245360
1610.000000 3.540301 0.246499
1611.000000 3.590576 0.241406
1612.000000 3.635628 0.231221
1613.000000 3.672982 0.217642
1614.000000 3.698048 0.202612
1615.000000 3.716103 0.187859
1616.000000 3.723023 0.174524
1617.000000 3.720019 0.163379
1618.000000 3.708252 0.154232
1619.000000 3.690723 0.146520
1620.000000 3.671141 0.140184
1621.000000 3.650615 0.136088
1622.000000 3.629275 0.133531
1623.000000 3.617999 0.133223
1624.000000 3.615925 0.135777
1625.000000 3.620892 0.141230
1626.000000 3.627354 0.147855
1627.000000 3.629077 0.156108
1628.000000 3.619147 0.165504
1629.000000 3.599815 0.174062
1630.000000 3.576247 0.180919
1631.000000 3.553091 0.186723
1632.000000 3.533807 0.191521
1633.000000 3.520832 0.196607
1634.000000 3.518231 0.202744
1635.000000 3.525541 0.210636
1636.000000 3.541683 0.220355
1637.000000 3.564589 0.231547
1638.000000 3.596642 0.242283
1639.000000 3.637642 0.251653
1640.000000 3.682765 0.258967
1641.000000 3.728359 0.264186
1642.000000 3.770568 0.267114
1643.000000 3.810848 0.267199
1644.000000 3.850760 0.264280
1645.000000 3.887237 0.258269
1646.000000 3.922290 0.249287
1647.000000 3.958576 0.237762
1648.000000 3.998580 0.224375
1649.000000 4.039164 0.209546
1650.000000 4.074114 0.194199
1651.000000 4.102716 0.179772
1652.000000 4.123898 0.166749
1653.000000 4.135770 0.155566
1654.000000 4.136259 0.145879
1655.000000 4.130161 0.138372
1656.000000 4.122128 0.132285
1657.000000 4.113199 0.126956
1658.000000 4.104606 0.122693
1659.000000 4.095799 0.118406
1660.000000 4.088519 0.114719
1661.000000 4.084648 0.112155
1662.000000 4.081489 0.111027
1663.000000 4.077695 0.110448
1664.000000 4.071725 0.110714
1665.000000 4.053260 0.112911
1666.000000 4.022736 0.118164
1667.000000 3.980338 0.126569
1668.000000 3.931610 0.135835
1669.000000 3.883762 0.143758
1670.000000 3.839319 0.149200
1671.000000 3.800085 0.152614
1672.000000 3.760104 0.153652
1673.000000 3.716687 0.151628
1674.000000 3.673784 0.147924
1675.000000 3.632879 0.142710
1676.000000 3.599305 0.137234
1677.000000 3.572313 0.133107
1678.000000 3.550165 0.130287
1679.000000 3.534874 0.130159
1680.000000 3.528821 0.131560
1681.000000 3.531610 0.133097
1682.000000 3.541986 0.136489
1683.000000 3.562010 0.141121
1684.000000 3.589309 0.145357
1685.000000 3.623570 0.148037
1686.000000 3.659158 0.148715
1687.000000 3.690400 0.148257
1688.000000 3.711226 0.146717
1689.000000 3.722285 0.145568
1690.000000 3.727225 0.145404
1691.000000 3.731393 0.147055
1692.000000 3.735994 0.150990
1693.000000 3.743677 0.157484
1694.000000 3.757913 0.165653
1695.000000 3.782485 0.174144
1696.000000 3.821004 0.182629
1697.000000 3.872927 0.188681
1698.000000 3.934431 0.189869
1699.000000 3.996825 0.186045
1700.000000 4.047573 0.179032
1701.000000 4.079943 0.170222
1702.000000 4.097890 0.160481
1703.000000 4.104925 0.151173
1704.000000 4.100873 0.143001
1705.000000 4.083518 0.136234
1706.000000 4.054118 0.131072
1707.000000 4.018208 0.127726
1708.000000 3.980420 0.126127
1709.000000 3.942452 0.127343
1710.000000 3.905395 0.131186
1711.000000 3.868511 0.136018
1712.000000 3.826808 0.141442
1713.000000 3.781764 0.146794
1714.000000 3.733933 0.151067
1715.000000 3.681627 0.154094
1716.000000 3.633411 0.155697
1717.000000 3.599096 0.156431
1718.000000 3.582746 0.157083
1719.000000 3.585542 0.158205
1720.000000 3.607879 0.159452
1721.000000 3.639878 0.160726
1722.000000 3.677242 0.161280
1723.000000 3.713698 0.160681
1724.000000 3.742418 0.159474
1725.000000 3.759621 0.158317
1726.000000 3.764628 0.158369
1727.000000 3.760413 0.159378
1728.000000 3.752997 0.161228
1729.000000 3.744625 0.164101
1730.000000 3.731162 0.168096
1731.000000 3.710552 0.172920
1732.000000 3.684975 0.178003
1733.000000 3.656269 0.182731
1734.000000 3.628863 0.186678
1735.000000 3.611066 0.190234
1736.000000 3.603047 0.193370
1737.000000 3.603718 0.196360
1738.000000 3.613693 0.199691
1739.000000 3.631790 0.203839
1740.000000 3.657151 0.208733
1741.000000 3.689504 0.213268
1742.000000 3.727539 0.217003
1743.000000 3.766952 0.219975
1744.000000 3.805011 0.221970
1745.000000 3.841164 0.222512
1746.000000 3.871226 0.221260
1747.000000 3.890456 0.218000
1748.000000 3.896420 0.213016
1749.000000 3.889534 0.207252
1750.000000 3.871487 0.201111
1751.000000 3.844368 0.195222
1752.000000 3.809750 0.189699
1753.000000 3.770205 0.184980
1754.000000 3.731145 0.181244
1755.000000 3.695110 0.178392
1756.000000 3.660682 0.176357
1757.000000 3.627157 0.174739
1758.000000 3.591215 0.172343
1759.000000 3.555524 0.168416
1760.000000 3.522382 0.162968
1761.000000 3.497622 0.157037
1762.000000 3.480747 0.151812
1763.000000 3.470583 0.149219
1764.000000 3.464442 0.149372
1765.000000 3.462427 0.151426
1766.000000 3.460743 0.153903
1767.000000 3.454482 0.156482
1768.000000 3.451471 0.158216
1769.000000 3.456450 0.158909
1770.000000 3.462517 0.158731
1771.000000 3.476243 0.157340
1772.000000 3.494715 0.155835
1773.000000 3.519504 0.154960
1774.000000 3.544948 0.154265
1775.000000 3.570610 0.153712
1776.000000 3.590492 0.152832
1777.000000 3.604686 0.151232
1778.000000 3.610736 0.150225
1779.000000 3.610080 0.149587
1780.000000 3.613329 0.149221
1781.000000 3.626068 0.148517
1782.000000 3.647864 0.148483
1783.000000 3.678816 0.148622
1784.000000 3.712209 0.148404
1785.000000 3.746477 0.147956
1786.000000 3.782131 0.147218
1787.000000 3.818018 0.146475
1788.000000 3.854957 0.146138
1789.000000 3.888163 0.145294
1790.000000 3.923229 0.142659
1791.000000 3.965188 0.137627
1792.000000 4.006471 0.131188
1793.000000 4.021179 0.123669
1794.000000 4.004420 0.117233
1795.000000 3.978801 0.112481
1796.000000 3.952652 0.109957
1797.000000 3.920149 0.111031
1798.000000 3.877064 0.115729
1799.000000 3.818964 0.122316
1800.000000 3.748608 0.127559
1801.000000 3.671558 0.131123
1802.000000 3.601134 0.133154
1803.000000 3.551771 0.133630
1804.000000 3.529285 0.134161
1805.000000 3.522718 0.135916
1806.000000 3.520994 0.138825
1807.000000 3.518083 0.143109
1808.000000 3.515836 0.149132
1809.000000 3.518399 0.157039
1810.000000 3.526533 0.166401
1811.000000 3.538452 0.177079
1812.000000 3.555481 0.188454
1813.000000 3.578983 0.199622
1814.000000 3.604195 0.209748
1815.000000 3.628603 0.218215
1816.000000 3.650082 0.224570
1817.000000 3.665437 0.228825
1818.000000 3.672667 0.231060
1819.000000 3.669489 0.231089
1820.000000 3.657044 0.229337
1821.000000 3.635458 0.225797
1822.000000 3.609507 0.221152
1823.000000 3.582901 0.216307
1824.000000 3.556919 0.211856
1825.000000 3.533974 0.208151
1826.000000 3.520678 0.204659
1827.000000 3.520746 0.201459
1828.000000 3.535181 0.198894
1829.000000 3.558052 0.196938
1830.000000 3.588357 0.195627
1831.000000 3.624358 0.195005
1832.000000 3.664007 0.194611
1833.000000 3.702586 0.193881
1834.000000 3.736404 0.192797
1835.000000 3.764023 0.190458
1836.000000 3.782105 0.187113
1837.000000 3.788632 0.183206
1838.000000 3.784988 0.178762
1839.000000 3.775554 0.173700
1840.000000 3.761823 0.168856
1841.000000 3.746518 0.164639
1842.000000 3.727317 0.161062
1843.000000 3.702750 0.158337
1844.000000 3.674402 0.155394
1845.000000 3.644455 0.152835
1846.000000 3.612518 0.150508
1847.000000 3.579920 0.148608
1848.000000 3.544037 0.148237
1849.000000 3.508844 0.147490
1850.000000 3.480465 0.146974
1851.000000 3.467048 0.146903
1852.000000 3.471527 0.148601
1853.000000 3.488325 0.152220
1854.000000 3.516655 0.157614
1855.000000 3.553280 0.163841
1856.000000 3.595018 0.170620
1857.000000 3.641602 0.177445
1858.000000 3.683729 0.184110
1859.000000 3.721167 0.190730
1860.000000 3.758025 0.197367
1861.000000 3.797317 0.203823
1862.000000 3.838252 0.209785
1863.000000 3.876862 0.214345
1864.000000 3.909648 0.217449
1865.000000 3.931731 0.218801
1866.000000 3.942601 0.218369
1867.000000 3.941553 0.216017
1868.000000 3.928722 0.211986
1869.000000 3.904610 0.206254
1870.000000 3.874979 0.198917
1871.000000 3.843698 0.190939
1872.000000 3.817165 0.183842
1873.000000 3.792420 0.177772
1874.000000 3.769000 0.173469
1875.000000 3.743789 0.170739
1876.000000 3.717403 0.169254
1877.000000 3.686488 0.168856
1878.000000 3.652094 0.168223
1879.000000 3.615184 0.166097
1880.000000 3.583086 0.162604
1881.000000 3.560155 0.157407
1882.000000 3.547388 0.150520
1883.000000 3.542667 0.142526
1884.000000 3.535871 0.133907
1885.000000 3.523244 0.125784
1886.000000 3.503005 0.119720
1887.000000 3.478765 0.115326
1888.000000 3.460359 0.113248
1889.000000 3.450197 0.114278
1890.000000 3.452073 0.118111
1891.000000 3.462295 0.124215
1892.000000 3.474513 0.131853
