depth(m)	initial_age(kiloyear)
0.02	0.43
0.08	1.23
0.14	2.03
0.22	3.1
0.3	4.17
0.38	5.24
0.54	7.37
0.62	8.44
0.7	9.51
0.78	10.57
0.92	12.44
1.0	13.51
1.19	16.05
1.27	17.11
1.37	18.45
1.45	19.52
1.59	21.38
1.67	22.45
1.75	23.52
1.83	24.59
1.91	25.65
1.99	26.72
2.07	27.79
2.15	28.86
2.23	29.92
2.35	31.53
2.45	33.65
2.52	35.98
2.6	38.65
2.64	39.98
2.72	42.65
2.8	45.32
2.96	50.65
3.04	53.32
3.12	55.98
3.2	58.65
3.28	61.32
3.36	63.98
3.44	66.65
3.46	67.32
3.54	69.98
3.62	72.65
3.7	75.32
3.78	77.98
3.86	80.65
3.94	83.32
4.01	85.65
4.09	88.32
4.17	90.98
4.25	93.65
4.35	96.98
4.43	99.65
