age(kyr) mean(permil) sigma(permil)
680.000000 3.754501 0.243815
681.000000 3.755230 0.239239
682.000000 3.755235 0.234483
683.000000 3.753745 0.229679
684.000000 3.751169 0.224573
685.000000 3.746754 0.219793
686.000000 3.741001 0.214715
687.000000 3.732423 0.210143
688.000000 3.722641 0.205508
689.000000 3.709965 0.200479
690.000000 3.696323 0.193417
691.000000 3.679062 0.186345
692.000000 3.656672 0.179424
693.000000 3.631502 0.171663
694.000000 3.606010 0.161861
695.000000 3.584313 0.151628
696.000000 3.572228 0.143247
697.000000 3.565140 0.138506
698.000000 3.548912 0.137258
699.000000 3.512358 0.139270
700.000000 3.476667 0.137411
701.000000 3.503435 0.136836
702.000000 3.595974 0.136927
703.000000 3.671547 0.134026
704.000000 3.694278 0.133390
705.000000 3.672429 0.133909
706.000000 3.659786 0.133278
707.000000 3.685985 0.133020
708.000000 3.726577 0.132646
709.000000 3.748494 0.132933
710.000000 3.734251 0.133639
711.000000 3.731098 0.133616
712.000000 3.783910 0.134949
713.000000 3.859340 0.135547
714.000000 3.966696 0.136497
715.000000 4.107270 0.137651
716.000000 4.250910 0.137856
717.000000 4.353630 0.137211
718.000000 4.427048 0.137673
719.000000 4.463719 0.137805
720.000000 4.435065 0.139303
721.000000 4.356780 0.141144
722.000000 4.276014 0.142182
723.000000 4.199120 0.143916
724.000000 4.106907 0.145510
725.000000 4.013465 0.147112
726.000000 3.968265 0.148520
727.000000 3.934801 0.150232
728.000000 3.918649 0.152225
729.000000 3.923961 0.154530
730.000000 3.887309 0.156262
731.000000 3.847036 0.158328
732.000000 3.834049 0.160235
733.000000 3.867122 0.161839
734.000000 3.917939 0.163257
735.000000 3.945871 0.164055
736.000000 3.963087 0.165584
737.000000 3.979563 0.165751
738.000000 3.978186 0.165433
739.000000 3.959801 0.165226
740.000000 3.942046 0.165004
741.000000 3.953455 0.162661
742.000000 3.989971 0.159321
743.000000 4.054676 0.156960
744.000000 4.178384 0.156085
745.000000 4.351429 0.152252
746.000000 4.451204 0.146873
747.000000 4.470724 0.143278
748.000000 4.436349 0.141007
749.000000 4.383356 0.138449
750.000000 4.355869 0.136242
751.000000 4.342128 0.134475
752.000000 4.323245 0.133439
753.000000 4.303569 0.132860
754.000000 4.277369 0.132282
755.000000 4.233985 0.132631
756.000000 4.168997 0.133906
757.000000 4.094080 0.134701
758.000000 4.025833 0.135830
759.000000 3.978907 0.137452
760.000000 3.928504 0.138647
761.000000 3.875257 0.139957
762.000000 3.845825 0.140855
763.000000 3.834219 0.141358
764.000000 3.822703 0.141794
765.000000 3.813126 0.141975
766.000000 3.811139 0.141003
767.000000 3.814276 0.139667
768.000000 3.800564 0.138866
769.000000 3.762975 0.138148
770.000000 3.684555 0.137587
771.000000 3.605230 0.134550
772.000000 3.568316 0.132409
773.000000 3.555040 0.131369
774.000000 3.539506 0.130210
775.000000 3.514677 0.129249
776.000000 3.469746 0.128789
777.000000 3.416191 0.127905
778.000000 3.390879 0.127740
779.000000 3.378540 0.128158
780.000000 3.354879 0.129218
781.000000 3.335248 0.129634
782.000000 3.330284 0.131030
783.000000 3.330917 0.131952
784.000000 3.307413 0.133380
785.000000 3.275256 0.134298
786.000000 3.286059 0.135755
787.000000 3.363442 0.137486
788.000000 3.483405 0.138969
789.000000 3.637999 0.139223
790.000000 3.816031 0.138057
791.000000 3.960176 0.135970
792.000000 4.130397 0.136166
793.000000 4.362234 0.133928
794.000000 4.527413 0.129203
795.000000 4.550091 0.125394
796.000000 4.536186 0.122880
797.000000 4.518123 0.120375
798.000000 4.495991 0.118078
799.000000 4.450351 0.116625
800.000000 4.402431 0.114365
