Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
680	3.521076	0.25814
681	3.516224	0.251652
682	3.511528	0.245
683	3.50697	0.238035
684	3.502423	0.230772
685	3.498557	0.223463
686	3.495181	0.216061
687	3.49152	0.208453
688	3.488487	0.200935
689	3.487914	0.193325
690	3.489538	0.186396
691	3.493567	0.179256
692	3.499986	0.172009
693	3.508838	0.165753
694	3.521687	0.160244
695	3.541313	0.154629
696	3.570156	0.148778
697	3.60014	0.144059
698	3.626775	0.140851
699	3.658099	0.138157
700	3.704433	0.137406
701	3.748126	0.13538
702	3.773896	0.13348
703	3.768116	0.133274
704	3.727979	0.134516
705	3.699381	0.133703
706	3.720539	0.134165
707	3.763665	0.135179
708	3.782744	0.135402
709	3.782705	0.136316
710	3.783913	0.136983
711	3.809978	0.137526
712	3.852149	0.137412
713	3.918842	0.138293
714	4.028465	0.140329
715	4.155579	0.142769
716	4.310872	0.142888
717	4.441363	0.14104
718	4.508881	0.141196
719	4.529929	0.140573
720	4.490995	0.142163
721	4.407939	0.143885
722	4.327405	0.143712
723	4.258245	0.144832
724	4.194204	0.146103
725	4.124834	0.147462
726	4.054959	0.148568
727	3.994713	0.150865
728	3.953475	0.152051
729	3.922676	0.152226
730	3.897284	0.153124
731	3.893927	0.153761
732	3.922813	0.155399
733	3.954845	0.15559
734	3.985667	0.15577
735	4.025054	0.15587
736	4.062075	0.155299
737	4.078529	0.154602
738	4.073148	0.154736
739	4.063058	0.154376
740	4.062674	0.152949
741	4.070935	0.151598
742	4.103056	0.150587
743	4.179262	0.150514
744	4.326318	0.149933
745	4.461107	0.143334
746	4.510515	0.139066
747	4.497633	0.136398
748	4.449585	0.134657
749	4.405193	0.13263
750	4.371332	0.131027
751	4.35221	0.129898
752	4.344124	0.129638
753	4.329322	0.130142
754	4.285649	0.131478
755	4.22294	0.133111
756	4.157787	0.135233
757	4.088382	0.137501
758	4.026952	0.139802
759	4.006717	0.141827
760	3.991906	0.143509
761	3.931879	0.145132
762	3.870092	0.146148
763	3.843558	0.146705
764	3.868644	0.148156
765	3.902659	0.146966
766	3.902785	0.14621
767	3.877985	0.145139
768	3.848601	0.143985
769	3.797416	0.142172
770	3.72411	0.139768
771	3.663067	0.136626
772	3.631584	0.134728
773	3.601724	0.132973
774	3.569438	0.13158
775	3.535701	0.1311
776	3.502478	0.130512
777	3.466235	0.130023
778	3.441385	0.130353
779	3.444089	0.131557
780	3.446309	0.133889
781	3.433682	0.135979
782	3.412676	0.139111
783	3.400145	0.142362
784	3.397506	0.145489
785	3.400419	0.149148
786	3.425918	0.152507
787	3.492215	0.155809
788	3.592301	0.15953
789	3.731338	0.160413
790	3.879383	0.159809
791	4.002732	0.158032
792	4.137771	0.157368
793	4.330537	0.156065
794	4.494201	0.149899
795	4.556165	0.143887
796	4.558097	0.139436
797	4.548337	0.134982
798	4.522857	0.131343
799	4.473365	0.127438
800	4.431689	0.124168
801	4.409183	0.121416
802	4.389096	0.119747
803	4.352389	0.118844
804	4.306658	0.118519
805	4.27328	0.119389
806	4.230837	0.121042
807	4.181843	0.123061
808	4.147822	0.125461
809	4.122087	0.128886
810	4.081297	0.131776
811	4.024874	0.134393
812	3.977596	0.136734
813	3.938185	0.139379
814	3.883929	0.142091
815	3.82675	0.14441
816	3.77568	0.145256
817	3.737317	0.146243
818	3.709305	0.147889
819	3.66344	0.149624
820	3.621112	0.150571
821	3.606677	0.152015
822	3.618889	0.153023
823	3.650451	0.154484
824	3.732133	0.155811
825	3.854013	0.156194
826	3.928742	0.153654
827	3.923225	0.152278
828	3.890812	0.15152
829	3.855634	0.151101
830	3.805083	0.151514
831	3.746359	0.1518
832	3.699677	0.151874
833	3.685464	0.152056
834	3.701742	0.152312
835	3.731809	0.153384
836	3.757382	0.151809
837	3.770231	0.147903
838	3.757958	0.146288
839	3.723108	0.143721
840	3.700704	0.140597
841	3.687453	0.13842
842	3.658317	0.137302
843	3.613242	0.136194
844	3.565667	0.135494
845	3.540516	0.135301
846	3.514777	0.136298
847	3.467787	0.13788
848	3.411374	0.138834
849	3.389648	0.140534
850	3.450305	0.143744
851	3.550725	0.145664
852	3.603899	0.145387
853	3.581895	0.146621
854	3.532238	0.147832
855	3.483549	0.148949
856	3.439411	0.150135
857	3.404443	0.152945
858	3.361101	0.156001
859	3.322411	0.159173
860	3.306526	0.162895
861	3.307585	0.167515
862	3.317206	0.172203
863	3.34001	0.177104
864	3.404619	0.181104
865	3.530689	0.18437
866	3.704075	0.185853
867	3.895128	0.185682
868	4.058175	0.181546
869	4.188826	0.178772
870	4.317987	0.175725
871	4.43199	0.171456
872	4.515997	0.167463
873	4.583362	0.163541
874	4.627967	0.159711
875	4.632094	0.157127
876	4.592731	0.154998
877	4.552752	0.152843
878	4.52202	0.151308
879	4.486886	0.149718
880	4.457422	0.149196
881	4.423938	0.148891
882	4.39385	0.149161
883	4.372711	0.149647
884	4.347307	0.149582
885	4.317821	0.150018
886	4.299654	0.150542
887	4.286919	0.150966
888	4.275053	0.15174
889	4.262733	0.151471
890	4.261544	0.150327
891	4.273945	0.149084
892	4.273356	0.147425
893	4.255625	0.14591
894	4.221627	0.144652
895	4.175677	0.143143
896	4.13791	0.14112
897	4.095963	0.140171
898	4.039917	0.139121
899	3.989476	0.137465
900	3.952972	0.136612
901	3.922819	0.135809
902	3.900103	0.135621
903	3.889178	0.135191
904	3.883733	0.135987
905	3.883293	0.136747
906	3.888606	0.137323
907	3.896208	0.138617
908	3.900026	0.139948
909	3.893695	0.141742
910	3.885447	0.143524
911	3.871177	0.14463
912	3.865303	0.146362
913	3.884391	0.147822
914	3.924338	0.149118
915	3.963792	0.150968
