Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
159.6	4.151933	0.22
159.7	4.15099	0.22
159.8	4.150323	0.22
159.9	4.149962	0.22
160	4.149927	0.22
160.1	4.150287	0.22
160.2	4.150712	0.22
160.3	4.151199	0.22
160.4	4.151809	0.22
160.5	4.152231	0.22
160.6	4.152691	0.22
160.7	4.153214	0.22
160.8	4.153799	0.22
160.9	4.154334	0.22
161	4.154805	0.22
161.1	4.155289	0.22
161.2	4.155739	0.22
161.3	4.156272	0.22
161.4	4.156914	0.22
161.5	4.157504	0.22
161.6	4.158031	0.22
161.7	4.158701	0.22
161.8	4.15958	0.22
161.9	4.160641	0.22
162	4.161581	0.22
162.1	4.162437	0.22
162.2	4.163165	0.22
162.3	4.163479	0.22
162.4	4.163772	0.22
162.5	4.164404	0.22
162.6	4.164997	0.22
162.7	4.165565	0.22
162.8	4.166438	0.22
162.9	4.167217	0.22
163	4.168015	0.22
163.1	4.168823	0.22
163.2	4.169813	0.22
163.3	4.171041	0.22
163.4	4.172243	0.22
163.5	4.173469	0.22
163.6	4.174617	0.22
163.7	4.175836	0.22
163.8	4.176689	0.22
163.9	4.177247	0.22
164	4.177586	0.22
164.1	4.177854	0.22
164.2	4.177905	0.22
164.3	4.177886	0.22
164.4	4.178246	0.22
164.5	4.178414	0.22
164.6	4.178741	0.22
164.7	4.179065	0.22
164.8	4.179523	0.22
164.9	4.180168	0.22
165	4.181092	0.22
165.1	4.182033	0.22
165.2	4.183019	0.22
165.3	4.18387	0.22
165.4	4.18448	0.22
165.5	4.185052	0.22
165.6	4.185372	0.22
165.7	4.185526	0.22
165.8	4.185359	0.22
165.9	4.18496	0.22
166	4.183858	0.22
166.1	4.182541	0.22
166.2	4.181201	0.22
166.3	4.179693	0.22
166.4	4.177779	0.22
166.5	4.175965	0.22
166.6	4.174021	0.22
166.7	4.171823	0.22
166.8	4.169118	0.22
166.9	4.16597	0.22
167	4.16256	0.22
167.1	4.158998	0.22
167.2	4.155231	0.22
167.3	4.151701	0.22
167.4	4.148069	0.22
167.5	4.144067	0.22
167.6	4.13988	0.22
167.7	4.135772	0.22
167.8	4.131543	0.22
167.9	4.127133	0.22
168	4.12274	0.22
168.1	4.11806	0.22
168.2	4.113426	0.22
168.3	4.10861	0.22
168.4	4.103499	0.22
168.5	4.097877	0.22
168.6	4.092194	0.22
168.7	4.086336	0.22
168.8	4.0802	0.22
168.9	4.073887	0.22
169	4.067864	0.22
169.1	4.061994	0.22
169.2	4.056027	0.22
169.3	4.049778	0.22
169.4	4.04377	0.22
169.5	4.037669	0.22
169.6	4.031413	0.22
169.7	4.02502	0.22
169.8	4.018489	0.22
169.9	4.011876	0.22
170	4.00548	0.22
170.1	3.999358	0.22
170.2	3.993296	0.22
170.3	3.987535	0.22
170.4	3.982356	0.22
170.5	3.977159	0.22
170.6	3.971774	0.22
170.7	3.966623	0.22
170.8	3.962151	0.22
170.9	3.958207	0.22
171	3.954446	0.22
171.1	3.951276	0.22
171.2	3.94827	0.22
171.3	3.945519	0.22
171.4	3.942801	0.22
171.5	3.940224	0.22
171.6	3.937884	0.22
171.7	3.935465	0.22
171.8	3.93311	0.22
171.9	3.930826	0.22
172	3.928754	0.22
172.1	3.92707	0.22
172.2	3.925754	0.22
172.3	3.924648	0.22
172.4	3.923811	0.22
172.5	3.923626	0.22
172.6	3.923406	0.22
172.7	3.923372	0.22
172.8	3.923842	0.22
172.9	3.924794	0.22
173	3.926077	0.22
173.1	3.927468	0.22
173.2	3.929065	0.22
173.3	3.930825	0.22
173.4	3.932689	0.22
173.5	3.934819	0.22
173.6	3.936969	0.22
173.7	3.939206	0.22
173.8	3.941718	0.22
173.9	3.94402	0.22
174	3.946414	0.22
174.1	3.948714	0.22
174.2	3.950907	0.22
174.3	3.953053	0.22
174.4	3.955352	0.22
174.5	3.957879	0.22
174.6	3.960575	0.22
174.7	3.963414	0.22
174.8	3.966211	0.22
174.9	3.969341	0.22
175	3.972452	0.22
175.1	3.975828	0.22
175.2	3.979076	0.22
175.3	3.981904	0.22
175.4	3.984384	0.22
175.5	3.986642	0.22
175.6	3.988415	0.22
175.7	3.990198	0.22
175.8	3.992	0.22
175.9	3.993523	0.22
176	3.994406	0.22
176.1	3.994726	0.22
176.2	3.994981	0.22
176.3	3.995288	0.22
176.4	3.995055	0.22
176.5	3.99475	0.22
176.6	3.994704	0.22
176.7	3.994384	0.22
176.8	3.99368	0.22
176.9	3.992819	0.22
177	3.992274	0.22
177.1	3.99221	0.22
177.2	3.992005	0.22
177.3	3.991337	0.22
177.4	3.990971	0.22
177.5	3.990436	0.22
177.6	3.989856	0.22
177.7	3.989049	0.22
177.8	3.988201	0.22
177.9	3.98719	0.22
178	3.985518	0.22
178.1	3.98328	0.22
178.2	3.98142	0.22
178.3	3.980095	0.22
178.4	3.979283	0.22
178.5	3.978745	0.22
178.6	3.978255	0.22
178.7	3.97785	0.22
178.8	3.977786	0.22
178.9	3.977848	0.22
179	3.978472	0.22
179.1	3.979358	0.22
179.2	3.980258	0.22
179.3	3.981231	0.22
179.4	3.982394	0.22
179.5	3.98375	0.22
179.6	3.985677	0.22
179.7	3.987851	0.22
179.8	3.990448	0.22
179.9	3.993318	0.22
180	3.996436	0.22
180.1	3.999995	0.22
180.2	4.003665	0.22
180.3	4.007357	0.22
180.4	4.011204	0.22
180.5	4.015006	0.22
180.6	4.018575	0.22
180.7	4.022262	0.22
180.8	4.026262	0.22
180.9	4.030261	0.22
181	4.034599	0.22
181.1	4.038638	0.22
181.2	4.042796	0.22
181.3	4.04685	0.22
181.4	4.050462	0.22
181.5	4.053697	0.22
181.6	4.056906	0.22
181.7	4.060041	0.22
181.8	4.062835	0.22
181.9	4.065279	0.22
182	4.067681	0.22
182.1	4.06999	0.22
182.2	4.072246	0.22
182.3	4.074363	0.22
182.4	4.076681	0.22
182.5	4.078795	0.22
182.6	4.080827	0.22
182.7	4.082397	0.22
182.8	4.083595	0.22
182.9	4.084613	0.22
183	4.085545	0.22
183.1	4.08645	0.22
183.2	4.087263	0.22
183.3	4.088003	0.22
183.4	4.088794	0.22
183.5	4.089659	0.22
183.6	4.090361	0.22
183.7	4.091213	0.22
183.8	4.091804	0.22
183.9	4.092401	0.22
184	4.092781	0.22
184.1	4.092871	0.22
184.2	4.09279	0.22
184.3	4.092771	0.22
184.4	4.09257	0.22
184.5	4.092016	0.22
184.6	4.091352	0.22
184.7	4.090445	0.22
184.8	4.089001	0.22
184.9	4.086894	0.22
185	4.083982	0.22
185.1	4.080802	0.22
185.2	4.077491	0.22
185.3	4.073788	0.22
185.4	4.069588	0.22
185.5	4.064728	0.22
185.6	4.059284	0.22
185.7	4.053396	0.22
185.8	4.046925	0.22
185.9	4.039727	0.22
186	4.031975	0.22
186.1	4.023894	0.22
186.2	4.015441	0.22
186.3	4.00648	0.22
186.4	3.997148	0.22
186.5	3.98759	0.22
186.6	3.977779	0.22
186.7	3.967765	0.22
186.8	3.957465	0.22
186.9	3.947189	0.22
187	3.936644	0.22
187.1	3.925815	0.22
187.2	3.91493	0.22
187.3	3.90382	0.22
187.4	3.892638	0.22
187.5	3.881261	0.22
187.6	3.869968	0.22
187.7	3.858786	0.22
187.8	3.847455	0.22
187.9	3.835732	0.22
188	3.823943	0.22
188.1	3.812039	0.22
188.2	3.799979	0.22
188.3	3.787551	0.22
188.4	3.774422	0.22
188.5	3.761487	0.22
188.6	3.748314	0.22
188.7	3.735019	0.22
188.8	3.721631	0.22
188.9	3.708513	0.22
189	3.695026	0.22
189.1	3.681318	0.22
189.2	3.667734	0.22
189.3	3.654874	0.22
189.4	3.642822	0.22
189.5	3.631269	0.22
189.6	3.620474	0.22
189.7	3.609703	0.22
189.8	3.598957	0.22
189.9	3.588128	0.22
190	3.57718	0.22
190.1	3.566318	0.22
190.2	3.555532	0.22
190.3	3.54467	0.22
190.4	3.53407	0.22
190.5	3.52408	0.22
190.6	3.514576	0.22
190.7	3.505614	0.22
190.8	3.497807	0.22
190.9	3.490762	0.22
191	3.484139	0.22
191.1	3.477465	0.22
191.2	3.470929	0.22
191.3	3.464249	0.22
191.4	3.457335	0.22
191.5	3.450552	0.22
191.6	3.443868	0.22
191.7	3.436929	0.22
191.8	3.430096	0.22
191.9	3.423419	0.22
192	3.416561	0.22
192.1	3.410159	0.22
192.2	3.404137	0.22
192.3	3.398713	0.22
192.4	3.393691	0.22
192.5	3.38918	0.22
192.6	3.38455	0.22
192.7	3.379999	0.22
192.8	3.375494	0.22
192.9	3.371502	0.22
193	3.368332	0.22
193.1	3.365929	0.22
193.2	3.36402	0.22
193.3	3.363176	0.22
193.4	3.363286	0.22
193.5	3.364456	0.22
193.6	3.36624	0.22
193.7	3.368484	0.22
193.8	3.371164	0.22
193.9	3.374089	0.22
194	3.377476	0.22
194.1	3.380884	0.22
194.2	3.384283	0.22
194.3	3.387187	0.22
194.4	3.389233	0.22
194.5	3.390016	0.22
194.6	3.389524	0.22
194.7	3.388244	0.22
194.8	3.385624	0.22
194.9	3.381712	0.22
195	3.375399	0.22
195.1	3.367736	0.22
195.2	3.359206	0.22
195.3	3.349151	0.22
195.4	3.337757	0.22
195.5	3.325206	0.22
195.6	3.312053	0.22
195.7	3.298307	0.22
195.8	3.283612	0.22
195.9	3.268147	0.22
196	3.252198	0.22
196.1	3.236133	0.22
196.2	3.219383	0.22
196.3	3.202198	0.22
196.4	3.184693	0.22
196.5	3.167195	0.22
196.6	3.149778	0.22
196.7	3.132875	0.22
196.8	3.116909	0.22
196.9	3.101771	0.22
197	3.087926	0.22
197.1	3.075003	0.22
197.2	3.062675	0.22
197.3	3.051226	0.22
197.4	3.04109	0.22
197.5	3.032303	0.22
197.6	3.02416	0.22
197.7	3.01677	0.22
197.8	3.010296	0.22
197.9	3.004558	0.22
198	2.999083	0.22
198.1	2.99381	0.22
198.2	2.988611	0.22
198.3	2.983445	0.22
198.4	2.977564	0.22
198.5	2.970805	0.22
198.6	2.963649	0.22
198.7	2.955909	0.22
198.8	2.947601	0.22
198.9	2.939456	0.22
199	2.932188	0.22
199.1	2.925497	0.22
199.2	2.919465	0.22
199.3	2.914595	0.22
199.4	2.91115	0.22
199.5	2.909482	0.22
199.6	2.908681	0.22
199.7	2.908966	0.22
199.8	2.910867	0.22
199.9	2.914569	0.22
200	2.920231	0.22
200.1	2.926826	0.22
200.2	2.934234	0.22
200.3	2.943025	0.22
200.4	2.952797	0.22
200.5	2.96319	0.22
200.6	2.974403	0.22
200.7	2.985827	0.22
200.8	2.99809	0.22
200.9	3.010734	0.22
201	3.023561	0.22
201.1	3.036913	0.22
201.2	3.05046	0.22
201.3	3.063957	0.22
201.4	3.076679	0.22
201.5	3.088702	0.22
201.6	3.100038	0.22
201.7	3.111122	0.22
201.8	3.121462	0.22
201.9	3.131815	0.22
202	3.142069	0.22
202.1	3.151911	0.22
202.2	3.16118	0.22
202.3	3.169427	0.22
202.4	3.176984	0.22
202.5	3.183708	0.22
202.6	3.189843	0.22
202.7	3.195489	0.22
202.8	3.200794	0.22
202.9	3.205482	0.22
203	3.210041	0.22
203.1	3.215144	0.22
203.2	3.220501	0.22
203.3	3.226277	0.22
203.4	3.232072	0.22
203.5	3.237188	0.22
203.6	3.242001	0.22
203.7	3.246449	0.22
203.8	3.250056	0.22
203.9	3.252535	0.22
204	3.253387	0.22
204.1	3.252775	0.22
204.2	3.251478	0.22
204.3	3.249072	0.22
204.4	3.246257	0.22
204.5	3.243676	0.22
204.6	3.240969	0.22
204.7	3.238128	0.22
204.8	3.234863	0.22
204.9	3.231397	0.22
205	3.227365	0.22
205.1	3.222923	0.22
205.2	3.218182	0.22
205.3	3.212979	0.22
205.4	3.207339	0.22
205.5	3.201529	0.22
205.6	3.195571	0.22
205.7	3.18953	0.22
205.8	3.183502	0.22
205.9	3.177268	0.22
206	3.170911	0.22
206.1	3.164591	0.22
206.2	3.158249	0.22
206.3	3.152228	0.22
206.4	3.146559	0.22
206.5	3.141568	0.22
206.6	3.137157	0.22
206.7	3.132891	0.22
206.8	3.12887	0.22
206.9	3.125014	0.22
207	3.121062	0.22
207.1	3.117099	0.22
207.2	3.113475	0.22
207.3	3.110237	0.22
207.4	3.107107	0.22
207.5	3.104157	0.22
207.6	3.101508	0.22
207.7	3.098991	0.22
207.8	3.096395	0.22
207.9	3.094244	0.22
208	3.092369	0.22
208.1	3.090762	0.22
208.2	3.089268	0.22
208.3	3.08784	0.22
208.4	3.086383	0.22
208.5	3.084635	0.22
208.6	3.08233	0.22
208.7	3.080004	0.22
208.8	3.077374	0.22
208.9	3.074442	0.22
209	3.071182	0.22
209.1	3.067803	0.22
209.2	3.064221	0.22
209.3	3.060694	0.22
209.4	3.057157	0.22
209.5	3.054083	0.22
209.6	3.051153	0.22
209.7	3.048324	0.22
209.8	3.045644	0.22
209.9	3.042905	0.22
210	3.039718	0.22
210.1	3.036442	0.22
210.2	3.032902	0.22
210.3	3.028675	0.22
210.4	3.024172	0.22
210.5	3.019717	0.22
210.6	3.015291	0.22
210.7	3.011006	0.22
210.8	3.007144	0.22
210.9	3.003499	0.22
211	2.99998	0.22
211.1	2.996452	0.22
211.2	2.992854	0.22
211.3	2.98914	0.22
211.4	2.985242	0.22
211.5	2.981126	0.22
211.6	2.976936	0.22
211.7	2.97264	0.22
211.8	2.968158	0.22
211.9	2.963614	0.22
212	2.959153	0.22
212.1	2.954701	0.22
212.2	2.950585	0.22
212.3	2.947094	0.22
212.4	2.944053	0.22
212.5	2.941582	0.22
212.6	2.939335	0.22
212.7	2.937174	0.22
212.8	2.935374	0.22
212.9	2.934066	0.22
213	2.933052	0.22
213.1	2.932083	0.22
213.2	2.930993	0.22
213.3	2.929987	0.22
213.4	2.928992	0.22
213.5	2.927971	0.22
213.6	2.92714	0.22
213.7	2.926483	0.22
213.8	2.926053	0.22
213.9	2.925802	0.22
214	2.925818	0.22
214.1	2.926115	0.22
214.2	2.92673	0.22
214.3	2.928054	0.22
214.4	2.929957	0.22
214.5	2.932715	0.22
214.6	2.936045	0.22
214.7	2.939479	0.22
214.8	2.94333	0.22
214.9	2.947718	0.22
215	2.952598	0.22
215.1	2.957697	0.22
215.2	2.962857	0.22
215.3	2.967925	0.22
215.4	2.972993	0.22
215.5	2.977947	0.22
215.6	2.982816	0.22
215.7	2.987779	0.22
215.8	2.992742	0.22
215.9	2.997712	0.22
216	3.002741	0.22
216.1	3.008051	0.22
216.2	3.013915	0.22
216.3	3.020649	0.22
216.4	3.028005	0.22
216.5	3.036315	0.22
216.6	3.045212	0.22
216.7	3.054302	0.22
216.8	3.063404	0.22
216.9	3.072494	0.22
217	3.081561	0.22
217.1	3.090345	0.22
217.2	3.098996	0.22
217.3	3.107492	0.22
217.4	3.115953	0.22
217.5	3.124513	0.22
217.6	3.133394	0.22
217.7	3.142787	0.22
217.8	3.153171	0.22
217.9	3.16432	0.22
218	3.17635	0.22
218.1	3.18895	0.22
218.2	3.202	0.22
218.3	3.215989	0.22
218.4	3.230938	0.22
218.5	3.247114	0.22
218.6	3.264426	0.22
218.7	3.282663	0.22
218.8	3.302464	0.22
218.9	3.32387	0.22
219	3.346834	0.22
219.1	3.370683	0.22
219.2	3.395312	0.22
219.3	3.421257	0.22
219.4	3.448804	0.22
219.5	3.477898	0.22
219.6	3.507952	0.22
219.7	3.538354	0.22
219.8	3.569089	0.22
219.9	3.600082	0.22
220	3.630862	0.22
220.1	3.660997	0.22
220.2	3.690354	0.22
220.3	3.718306	0.22
220.4	3.744823	0.22
220.5	3.769965	0.22
220.6	3.794029	0.22
220.7	3.817157	0.22
220.8	3.838754	0.22
220.9	3.858587	0.22
221	3.876331	0.22
221.1	3.892916	0.22
221.2	3.908278	0.22
221.3	3.921228	0.22
221.4	3.932028	0.22
221.5	3.940486	0.22
221.6	3.947538	0.22
221.7	3.953742	0.22
221.8	3.958769	0.22
221.9	3.962573	0.22
222	3.964936	0.22
222.1	3.966308	0.22
222.2	3.967269	0.22
222.3	3.967395	0.22
222.4	3.966723	0.22
222.5	3.965237	0.22
222.6	3.963135	0.22
222.7	3.96069	0.22
222.8	3.957684	0.22
222.9	3.95425	0.22
223	3.950374	0.22
223.1	3.946348	0.22
223.2	3.942142	0.22
223.3	3.937725	0.22
223.4	3.933185	0.22
223.5	3.928598	0.22
223.6	3.924039	0.22
223.7	3.919421	0.22
223.8	3.914733	0.22
223.9	3.910018	0.22
224	3.905338	0.22
224.1	3.900695	0.22
224.2	3.896161	0.22
224.3	3.89204	0.22
224.4	3.888188	0.22
224.5	3.88459	0.22
224.6	3.881172	0.22
224.7	3.877942	0.22
224.8	3.874907	0.22
224.9	3.871819	0.22
225	3.868813	0.22
225.1	3.865727	0.22
225.2	3.862723	0.22
225.3	3.859636	0.22
225.4	3.85671	0.22
225.5	3.853866	0.22
225.6	3.851318	0.22
225.7	3.848833	0.22
225.8	3.846532	0.22
225.9	3.844546	0.22
226	3.842824	0.22
226.1	3.841319	0.22
226.2	3.840044	0.22
226.3	3.839295	0.22
226.4	3.838843	0.22
226.5	3.8391	0.22
226.6	3.839838	0.22
226.7	3.84086	0.22
226.8	3.842262	0.22
226.9	3.843833	0.22
227	3.845481	0.22
227.1	3.847032	0.22
227.2	3.84844	0.22
227.3	3.849649	0.22
227.4	3.850966	0.22
227.5	3.852185	0.22
227.6	3.853256	0.22
227.7	3.854153	0.22
227.8	3.854762	0.22
227.9	3.855399	0.22
228	3.855906	0.22
228.1	3.856152	0.22
228.2	3.85641	0.22
228.3	3.856691	0.22
228.4	3.856618	0.22
228.5	3.856384	0.22
228.6	3.855715	0.22
228.7	3.854649	0.22
228.8	3.853121	0.22
228.9	3.851094	0.22
229	3.848318	0.22
229.1	3.845334	0.22
229.2	3.841868	0.22
229.3	3.837686	0.22
229.4	3.832963	0.22
229.5	3.827686	0.22
229.6	3.822146	0.22
229.7	3.816414	0.22
229.8	3.809947	0.22
229.9	3.802688	0.22
230	3.794692	0.22
230.1	3.786212	0.22
230.2	3.777425	0.22
230.3	3.767965	0.22
230.4	3.757657	0.22
230.5	3.746304	0.22
230.6	3.734575	0.22
230.7	3.722619	0.22
230.8	3.710311	0.22
230.9	3.697761	0.22
231	3.684839	0.22
231.1	3.671695	0.22
231.2	3.65854	0.22
231.3	3.645234	0.22
231.4	3.631678	0.22
231.5	3.618052	0.22
231.6	3.60424	0.22
231.7	3.590289	0.22
231.8	3.576428	0.22
231.9	3.562703	0.22
232	3.54902	0.22
232.1	3.535332	0.22
232.2	3.52162	0.22
232.3	3.508101	0.22
232.4	3.494967	0.22
232.5	3.482302	0.22
232.6	3.469984	0.22
232.7	3.457927	0.22
