Depth	d18O
39.43	3.525
39.45	3.373
39.49	3.31
39.53	3.414
39.57	3.495
39.61	3.55
39.65	3.491
39.69	3.487
39.73	3.494
39.77	3.329
39.81	3.595
39.85	3.354
39.89	3.458
39.93	3.515
39.97	3.564
40.01	3.51
40.05	3.593
40.09	3.485
40.13	3.453
40.17	3.535
40.21	3.52
40.25	3.576
40.29	3.58
40.33	3.684
40.37	3.627
40.41	3.772
40.45	3.654
40.53	3.678
40.57	3.72
40.61	3.511
40.65	3.734
40.69	3.73
40.73	3.635
40.77	3.706
40.81	3.681
40.85	3.752
40.89	3.625
40.93	3.627
40.95	3.568
40.99	3.622
41.03	3.709
41.07	3.601
41.11	3.696
41.15	3.601
41.19	3.564
41.23	3.6
41.27	3.61
41.31	3.675
41.35	3.634
41.39	3.505
41.43	3.647
41.47	3.324
41.51	3.451
41.55	3.49
41.59	3.495
41.63	3.503
41.67	3.466
41.71	3.452
41.75	3.517
41.79	3.285
41.83	3.501
41.87	3.487
41.91	3.513
41.95	3.734
41.99	3.449
42.03	3.484
42.07	3.448
42.11	3.414
42.15	3.482
42.19	3.601
42.23	3.598
42.27	3.58
42.31	3.611
42.35	3.677
42.39	3.62
42.43	3.66
42.45	3.57
42.49	3.632
42.53	3.614
42.57	3.704
42.61	3.69
42.65	3.501
42.69	3.52
42.73	3.67
42.77	3.43
42.81	3.548
42.85	3.626
42.89	3.662
42.93	3.722
42.97	3.894
43.01	3.918
43.05	4.243
43.09	4.228
43.13	4.339
43.17	4.432
43.21	4.345
43.25	4.396
43.29	4.304
43.37	4.257
43.41	3.976
43.45	4.211
43.49	4.234
43.53	4.236
43.57	4.521
43.61	4.52
43.65	4.317
43.69	4.361
43.73	4.292
43.77	4.447
43.81	4.33
43.85	4.316
43.89	4.327
43.93	4.312
43.97	4.345
44.01	4.327
44.05	4.354
44.09	4.262
44.13	4.276
44.17	4.233
44.21	4.197
44.25	4.278
44.29	4.185
44.33	4.226
44.37	4.142
44.41	4.172
44.45	4.019
44.49	4.034
44.53	4.036
44.55	3.966
44.59	3.848
44.63	3.898
44.67	3.797
44.71	3.821
44.75	3.759
44.79	3.8
44.83	3.909
44.87	3.76
44.91	3.917
44.95	3.709
44.99	3.858
45.03	3.657
45.07	3.725
45.11	3.795
45.15	3.588
45.19	3.441
45.23	3.159
45.27	3.299
45.31	3.746
45.35	3.749
45.39	3.743
45.43	3.592
45.47	3.61
45.51	3.559
