Time(kyr)	d18O(permille)	Stderror(permille)
32905.384	2.22	0.22
32905.993	2.153	0.22
32908.079	2.28	0.22
32908.687	2.268	0.22
32909.731	2.53	0.22
32911.035	2.256	0.22
32912.599	2.412	0.22
32914.077	2.51	0.22
32916.076	2.39	0.22
32918.423	2.5	0.22
32921.727	2.261	0.22
32922.77	2.51	0.22
32925.639	2.568	0.22
32927.116	2.35	0.22
32929.985	2.348	0.22
32931.463	2.35	0.22
32934.331	2.477	0.22
32935.809	2.42	0.22
32939.113	2.322	0.22
32940.156	2.32	0.22
32943.459	2.257	0.22
32944.502	2.23	0.22
32947.371	2.063	0.22
32947.979	2.27	0.22
32951.456	2.246	0.22
32956.238	2.291	0.22
32957.541	2.3	0.22
32961.888	2.32	0.22
32965.191	2.238	0.22
32966.234	2.38	0.22
32969.277	2.436	0.22
32970.581	2.28	0.22
32974.058	2.568	0.22
32974.927	2.32	0.22
32979.274	2.2	0.22
32983.012	2.263	0.22
32983.62	2.09	0.22
32986.228	2.04	0.22
32989.531	2.015	0.22
32990.574	2.08	0.22
32993.443	2.336	0.22
32994.921	2.21	0.22
32999.267	2.05	0.22
33002.31	2.299	0.22
33003.614	2.27	0.22
33006.917	2.07	0.22
33007.96	2.2	0.22
33010.568	2.19	0.22
33012.307	2.13	0.22
33015.784	2.464	0.22
33016.653	2.15	0.22
33019.522	2.516	0.22
33021	2.48	0.22
33024.303	2.475	0.22
33025.346	2.3	0.22
33028.215	2.459	0.22
33029.692	2.42	0.22
33032.561	2.265	0.22
33034.039	2.24	0.22
33036.908	2.498	0.22
33041.689	2.392	0.22
33042.732	2.19	0.22
33046.035	1.869	0.22
33047.078	2.22	0.22
33050.121	2.264	0.22
33051.425	2.08	0.22
33055.771	2.15	0.22
33059.074	2.372	0.22
33060.118	2.33	0.22
33062.986	2.58	0.22
33064.464	2.28	0.22
33069.038	2.17	0.22
33072.844	2.282	0.22
33074.804	2.16	0.22
33079.187	2.081	0.22
33080.571	2.04	0.22
33084.377	2.191	0.22
33086.338	2.07	0.22
33090.374	2.454	0.22
33092.105	2.12	0.22
33096.487	2.076	0.22
33097.871	2.15	0.22
33102.254	2.369	0.22
33103.638	2.19	0.22
33107.444	2.242	0.22
33109.405	2.29	0.22
33113.441	2.088	0.22
33115.171	2.21	0.22
33118.977	2.111	0.22
33120.938	2.28	0.22
33126.705	2.45	0.22
33132.471	2.32	0.22
33136.854	2.15	0.22
33138.238	2.18	0.22
33141.121	1.919	0.22
33144.005	2.32	0.22
33148.042	2.308	0.22
33149.772	2.19	0.22
33153.578	2.223	0.22
33155.538	2.41	0.22
33160.152	2.367	0.22
33161.305	2.24	0.22
33164.534	2.659	0.22
33167.072	2.4	0.22
33171.454	2.381	0.22
33172.838	2.47	0.22
33176.644	2.539	0.22
33178.605	2.39	0.22
33183.795	2.513	0.22
33184.372	2.445	0.22
33188.408	2.238	0.22
33190.138	2.18	0.22
33194.521	2.159	0.22
33195.905	2.33	0.22
33199.711	1.719	0.22
33201.672	2.21	0.22
33206.055	2.176	0.22
33207.439	2.18	0.22
33211.245	2.288	0.22
33213.205	2.43	0.22
33217.011	2.414	0.22
33218.972	2.38	0.22
33222.778	2.261	0.22
33223.355	2.309	0.22
33224.739	2.43	0.22
33229.121	2.281	0.22
33230.505	2.27	0.22
33236.272	2.39	0.22
33240.655	2.205	0.22
33242.039	2.22	0.22
33245.845	2.33	0.22
33247.806	2.37	0.22
33252.188	2.127	0.22
33253.572	2.39	0.22
33257.378	2.451	0.22
33259.339	2.48	0.22
33262.568	2.084	0.22
33265.106	2.41	0.22
33269.29	2.31	0.22
33271.452	2.5	0.22
33276.284	2.419	0.22
33277.809	2.58	0.22
33282.006	2.494	0.22
33284.167	2.47	0.22
33289.311	2.809	0.22
33290.012	2.53	0.22
33293.316	2.503	0.22
33295.018	2.4	0.22
33298.323	2.461	0.22
33300.025	2.33	0.22
33303.33	2.296	0.22
33305.032	2.26	0.22
33310.039	2.51	0.22
33313.543	2.396	0.22
33315.045	2.53	0.22
33318.35	2.383	0.22
33320.052	2.41	0.22
33323.557	2.36	0.22
33325.059	2.5	0.22
33327.062	2.41	0.22
33330.066	2.42	0.22
33333.871	2.308	0.22
33335.072	2.26	0.22
33338.377	2.338	0.22
33340.079	2.29	0.22
33343.384	2.2	0.22
33345.086	2.31	0.22
33348.591	2.452	0.22
33350.093	2.48	0.22
33353.597	2.66	0.22
33355.099	2.49	0.22
33358.604	2.539	0.22
33360.106	2.45	0.22
33363.11	2.429	0.22
33368.417	2.43	0.22
33370.12	2.33	0.22
33373.424	2.403	0.22
33375.126	2.3	0.22
33378.431	2.557	0.22
33380.133	2.53	0.22
33382.767	2.697	0.22
33384.435	2.45	0.22
33385.951	2.51	0.22
33388.225	2.46	0.22
33389.742	2.57	0.22
33392.016	2.52	0.22
33393.532	2.41	0.22
33395.807	2.35	0.22
33397.323	2.44	0.22
33399.597	2.25	0.22
33399.825	2.303	0.22
33401.113	2.42	0.22
33403.994	2.183	0.22
33404.904	2.54	0.22
33407.179	2.585	0.22
33408.695	2.47	0.22
33411.197	2.45	0.22
33412.485	2.4	0.22
33414.987	2.219	0.22
33416.276	2.16	0.22
33418.55	2.095	0.22
33420.067	2.29	0.22
33422.19	2.203	0.22
33423.857	2.51	0.22
33426.738	2.363	0.22
33427.648	2.305	0.22
33430.529	2.555	0.22
33431.439	2.4	0.22
33433.713	2.427	0.22
33435.229	2.57	0.22
33437.731	2.42	0.22
33439.02	2.4	0.22
33441.522	2.405	0.22
33442.811	2.36	0.22
33445.313	2.393	0.22
33446.601	2.34	0.22
33448.118	2.44	0.22
33449.482	2.347	0.22
33450.392	2.28	0.22
33453.045	2.219	0.22
33454.183	2.19	0.22
33456.684	2.322	0.22
33457.973	2.31	0.22
33460.475	2.31	0.22
33461.764	2.24	0.22
33464.266	1.991	0.22
33465.555	2.49	0.22
33468.056	2.449	0.22
33469.345	2.53	0.22
33471.999	2.152	0.22
33473.136	2.39	0.22
33475.638	2.438	0.22
33476.927	2.36	0.22
33479.807	2.559	0.22
33480.717	2.38	0.22
33483.598	2.325	0.22
33484.508	2.4	0.22
33487.161	2.369	0.22
33488.299	2.41	0.22
33491.179	1.884	0.22
33492.089	2.65	0.22
33494.97	2.4	0.22
33495.88	2.45	0.22
33498.382	2.191	0.22
33499.671	2.68	0.22
33502.172	2.284	0.22
33503.461	2.575	0.22
33506.342	2.426	0.22
33507.252	2.4	0.22
33510.133	2.51	0.22
33511.042	2.69	0.22
33513.317	2.674	0.22
33514.833	2.6	0.22
33517.335	2.471	0.22
33518.624	2.54	0.22
33521.126	2.31	0.22
33522.414	2.53	0.22
33524.916	2.178	0.22
33526.205	2.35	0.22
33528.707	2.347	0.22
33529.996	2.46	0.22
33532.27	2.372	0.22
33533.786	2.49	0.22
33536.288	2.389	0.22
33537.577	2.62	0.22
33540.079	2.459	0.22
33541.368	2.605	0.22
33544.021	2.623	0.22
33545.158	2.68	0.22
33547.66	2.677	0.22
33548.949	2.55	0.22
33551.451	2.465	0.22
33552.74	2.56	0.22
33555.621	2.319	0.22
33556.53	2.78	0.22
33559.184	2.487	0.22
33560.321	2.66	0.22
33562.823	2.734	0.22
33564.112	2.49	0.22
33566.613	2.445	0.22
33567.902	2.73	0.22
33570.404	2.405	0.22
33571.693	2.54	0.22
33574.195	2.42	0.22
33575.484	2.51	0.22
33577.985	2.3	0.22
33579.274	2.445	0.22
33581.776	2.058	0.22
33583.065	2.47	0.22
33585.567	2.349	0.22
33586.856	2.7	0.22
33589.357	2.471	0.22
33590.646	2.65	0.22
33593.527	2.455	0.22
33594.437	2.47	0.22
33596.939	2.314	0.22
33598.228	2.52	0.22
33601.108	2.294	0.22
33602.018	2.55	0.22
33604.293	2.4	0.22
33605.809	2.5	0.22
33608.083	2.446	0.22
33609.6	2.59	0.22
33612.101	2.059	0.22
33615.513	2.386	0.22
33617.181	2.37	0.22
33619.683	2.323	0.22
33620.971	2.53	0.22
33623.473	2.423	0.22
33624.762	2.41	0.22
33627.264	2.606	0.22
33628.553	2.58	0.22
33631.055	2.574	0.22
33632.343	2.67	0.22
33634.466	2.77	0.22
33636.134	2.52	0.22
33638.636	2.329	0.22
33639.925	2.69	0.22
33642.457	2.727	0.22
33643.785	2.67	0.22
33646.362	2.685	0.22
33647.69	2.45	0.22
33650.268	2.361	0.22
33651.596	2.53	0.22
33654.174	2.436	0.22
33655.502	2.59	0.22
33658.08	2.033	0.22
33659.408	2.64	0.22
33662.377	2.615	0.22
33663.314	2.62	0.22
33665.892	2.637	0.22
33667.22	2.5	0.22
33669.798	2.682	0.22
33671.126	2.47	0.22
33673.704	2.504	0.22
33675.032	2.44	0.22
33677.61	2.587	0.22
33678.938	2.58	0.22
33681.516	2.305	0.22
33685.422	2.589	0.22
33686.75	2.61	0.22
33688.937	2.604	0.22
33690.656	2.44	0.22
33693.233	2.349	0.22
33694.561	2.54	0.22
33698.467	2.43	0.22
33701.045	2.069	0.22
33704.992	2.035	0.22
33706.389	2.12	0.22
33709.101	1.98	0.22
33710.499	2.1	0.22
33714.608	2.27	0.22
33718.717	2.2	0.22
33721.183	2.06	0.22
33722.827	2.05	0.22
33725.539	1.873	0.22
33726.936	2.03	0.22
33729.402	2.201	0.22
33731.046	2.08	0.22
33733.758	1.877	0.22
33735.155	2.09	0.22
33737.867	1.994	0.22
33739.264	2	0.22
33741.977	2.074	0.22
33743.374	2.03	0.22
33745.84	1.916	0.22
33747.483	1.82	0.22
33750.606	2.04	0.22
33751.593	1.84	0.22
33754.058	1.732	0.22
33755.702	1.79	0.22
33758.414	1.66	0.22
33759.812	1.95	0.22
33763.921	1.98	0.22
33766.387	1.873	0.22
33768.03	1.9	0.22
33771.154	1.807	0.22
33772.14	1.74	0.22
33774.852	1.742	0.22
33776.249	1.86	0.22
33778.962	1.616	0.22
33780.359	1.79	0.22
33783.071	1.831	0.22
33784.468	1.87	0.22
33787.18	2.084	0.22
33788.578	1.85	0.22
33791.29	1.893	0.22
33792.687	1.62	0.22
33795.399	1.795	0.22
33796.796	1.77	0.22
33799.92	1.772	0.22
33800.906	1.65	0.22
33803.618	1.613	0.22
33805.015	1.75	0.22
33808.86	1.891	0.22
33813.856	2.01	0.22
33823.108	1.87	0.22
33826.069	1.83	0.22
33832.361	1.75	0.22
33834.026	1.92	0.22
33841.613	2.13	0.22
33842.168	1.81	0.22
33850.865	1.99	0.22
33860.118	1.9	0.22
33867.149	2.024	0.22
33869.37	1.84	0.22
33875.477	1.624	0.22
33878.622	2.08	0.22
33884.174	1.97	0.22
33884.729	1.814	0.22
33887.875	1.74	0.22
33893.981	1.723	0.22
33897.127	1.71	0.22
33903.234	1.865	0.22
33905.084	1.553	0.22
33906.379	1.94	0.22
33915.632	1.89	0.22
33923.589	1.603	0.22
33926.734	1.85	0.22
33930.25	1.84	0.22
33930.99	1.797	0.22
33934.136	2.02	0.22
33941.168	1.77	0.22
33943.389	1.89	0.22
33945.239	1.87	0.22
33949.495	1.684	0.22
33952.641	1.66	0.22
33954.491	1.71	0.22
33959.673	1.922	0.22
33963.744	2.02	0.22
33968.925	1.74	0.22
33971.146	1.84	0.22
33976.327	1.789	0.22
33980.398	1.75	0.22
33986.504	1.674	0.22
33989.65	1.86	0.22
33991.501	1.57	0.22
33995.757	1.617	0.22
33998.902	1.77	0.22
34000.753	1.66	0.22
34007.312	1.894	0.22
34010.145	1.68	0.22
34017.936	1.767	0.22
34024.31	1.44	0.22
34025.772	1.664	0.22
34038.448	1.884	0.22
34051.124	1.598	0.22
34063.8	1.873	0.22
34076.476	1.686	0.22
34089.151	1.664	0.22
34101.456	1.609	0.22
34112.273	1.664	0.22
34123.091	1.631	0.22
34133.91	1.741	0.22
34144.727	1.609	0.22
34155.546	1.378	0.22
34166.363	1.675	0.22
34177.182	1.708	0.22
34188	1.84	0.22
34195.984	1.741	0.22
34199.975	1.576	0.22
34203.967	1.389	0.22
34207.96	1.916	0.22
34211.951	1.653	0.22
34215.943	1.565	0.22
34219.935	1.609	0.22
34223.927	1.587	0.22
34227.919	1.455	0.22
34231.91	1.477	0.22
34235.902	1.323	0.22
34239.894	1.576	0.22
34243.886	1.653	0.22
34247.878	1.257	0.22
34251.869	1.664	0.22
34255.862	1.499	0.22
34259.853	1.543	0.22
34263.845	1.873	0.22
34267.837	1.466	0.22
34271.829	1.356	0.22
34275.821	1.532	0.22
34279.812	1.477	0.22
34283.804	1.708	0.22
34287.797	1.642	0.22
34291.788	1.51	0.22
34295.78	1.532	0.22
34299.772	1.653	0.22
34303.764	1.51	0.22
34307.522	1.35	0.22
34315.753	1.43	0.22
34320.432	1.2	0.22
34325.285	1.27	0.22
34333.085	1.32	0.22
34336.898	1.07	0.22
34342.097	1.28	0.22
34344.697	1.4	0.22
34349.03	1.47	0.22
34355.096	1.35	0.22
34358.563	1.18	0.22
34363.762	1.56	0.22
34367.749	1.405	0.22
34372.428	1.47	0.22
34375.895	1.31	0.22
34384.561	1.37	0.22
34388.027	1.44	0.22
34393.747	1.34	0.22
34397.213	1.26	0.22
34402.413	1.23	0.22
34405.359	0.78	0.22
34411.079	1.43	0.22
34419.225	1.16	0.22
34421.824	1.48	0.22
34428.41	1.15	0.22
34429.624	1.57	0.22
34431.877	1.15	0.22
34437.667	1.21	0.22
34441.976	1.63	0.22
34448.44	1.21	0.22
34454.257	1.3	0.22
34459.213	1.64	0.22
34468.909	1.67	0.22
34501.66	1.5	0.22
34505.969	1.4	0.22
34508.124	1.5	0.22
34513.51	1.51	0.22
34522.494	1.53	0.22
34527.016	1.65	0.22
34533.044	1.49	0.22
34534.552	1.36	0.22
34538.018	1.46	0.22
34545.856	1.54	0.22
34549.624	1.53	0.22
34553.844	1.46	0.22
34556.406	1.28	0.22
34560.626	1.29	0.22
34562.887	1.42	0.22
34570.725		0.22
34572.232	1.31	0.22
34581.895	1.33	0.22
34598.105	1.27	0.22
34606.652	1.49	0.22
34612.842	1.47	0.22
34627.578	1.28	0.22
34639.368	1.33	0.22
34642.315	1.32	0.22
34649.683	1.37	0.22
34670.315	1.32	0.22
34686.525	1.39	0.22
34698.314	1.42	0.22
34701.262	1.36	0.22
34713.302	1.27	0.22
34729.038	1.37	0.22
34731.459	1.55	0.22
34733.476	1.38	0.22
34738.116	1.22	0.22
34748.203	1.31	0.22
34758.291	1.52	0.22
34768.378	1.34	0.22
34790.992	1.51	0.22
34797.116	1.58	0.22
34805.467	1.41	0.22
34811.035	1.42	0.22
34820.221	1.4	0.22
34825.789	1.68	0.22
34827.737	1.52	0.22
34834.14	1.66	0.22
34838.872	1.38	0.22
34840.264	1.25	0.22
34848.059	1.09	0.22
34853.348	1.55	0.22
34861.977	1.31	0.22
34866.71	1.34	0.22
34875.735	1.45	0.22
34881.803	1.26	0.22
34886.972	1.27	0.22
34915.513	1.26	0.22
34920.682	1.59	0.22
34926.75	1.56	0.22
34931.918	1.55	0.22
34937.986	1.66	0.22
34943.155	1.7	0.22
34949.223	1.46	0.22
34954.392	1.25	0.22
34960.46	1.42	0.22
34962.033	1.58	0.22
34965.628	1.41	0.22
34971.696	1.49	0.22
34973.944	1.5	0.22
34982.319	1.48	0.22
34986.874	1.42	0.22
34992.222	1.39	0.22
35002.124	1.37	0.22
35007.669	1.43	0.22
35012.026	1.41	0.22
35015.591	1.37	0.22
35021.929	1.55	0.22
35026.484	1.52	0.22
35065.103	1.31	0.22
35071.441	1.17	0.22
35073.421	1.62	0.22
35077.382	1.52	0.22
35081.343	1.43	0.22
35096.791	1.63	0.22
35101.958	1.36	0.22
35109.619	1.44	0.22
35117.946	1.52	0.22
35124.607	1.55	0.22
35135.265	1.29	0.22
35141.261	1.52	0.22
35146.59	1.57	0.22
35168.572	1.47	0.22
35176.233	1.57	0.22
35183.561	1.61	0.22
35192.887	1.32	0.22
35201.879	1.5	0.22
35259.501	1.56	0.22
35282.595	1.19	0.22
35287.296	1.51	0.22
35318.318	1.59	0.22
35337.496	1.525	0.22
35358.177	1.61	0.22
35403.865	1.52	0.22
35431.503	1.47	0.22
35489.788	1.55	0.22
35605.154	1.506	0.22
35614.077	1.613	0.22
35623	1.482	0.22
35631.923	1.419	0.22
35643.077	1.44	0.22
35649.769	1.528	0.22
35658.692	1.56	0.22
35667.615	1.384	0.22
35676.538	1.394	0.22
35685.462	1.443	0.22
35696.615	1.802	0.22
35703.308	1.459	0.22
35712.231	1.246	0.22
35792.538	1.007	0.22
35819.308	1.352	0.22
35873.085	1.394	0.22
35900.213	1.404	0.22
35909.255	1.524	0.22
35918.298	1.24	0.22
35927.34	1.453	0.22
35954.468	1.42	0.22
35963.511	1.684	0.22
36017.766	1.77	0.22
36035.851	1.654	0.22
36081.064	1.439	0.22
36090.106	1.607	0.22
36108.191	1.313	0.22
36153.404	1.342	0.22
36180.532	1.448	0.22
36189.574	1.36	0.22
36198.617	1.596	0.22
36216.702	1.522	0.22
36225.745	1.491	0.22
36234.787	1.481	0.22
36243.83	1.305	0.22
36252.872	1.3	0.22
36261.915	1.453	0.22
36270.957	1.375	0.22
36280	1.356	0.22
36287.451	1.341	0.22
36294.902	1.474	0.22
36302.353	1.174	0.22
36309.804	1.512	0.22
36324.706	1.366	0.22
36332.157	1.333	0.22
36339.608	1.539	0.22
36347.059	1.159	0.22
36354.51	1.411	0.22
36361.961	1.579	0.22
36369.412	1.632	0.22
36376.863	1.452	0.22
36384.314	1.435	0.22
36391.765	1.581	0.22
36399.216	1.613	0.22
36406.667	1.549	0.22
36414.118	1.52	0.22
36421.569	1.612	0.22
36429.02	1.688	0.22
36436.471	1.656	0.22
36443.922	1.868	0.22
36451.373	1.304	0.22
36458.824	1.6	0.22
36466.275	1.535	0.22
36473.725	1.535	0.22
36481.176	1.618	0.22
36488.627	1.453	0.22
36510.98	1.357	0.22
36518.431	1.562	0.22
36540.784	1.593	0.22
36555.686	1.41	0.22
36563.137	1.618	0.22
36570.588	1.768	0.22
36578.039	1.666	0.22
36585.49	1.15	0.22
36592.941	1.502	0.22
36600.392	1.04	0.22
36607.843	1.354	0.22
36615.294	1.497	0.22
36622.745	1.511	0.22
36630.196	1.291	0.22
36637.647	1.275	0.22
36645.098	1.63	0.22
36652.549	1.389	0.22
36660	1.275	0.22
36666.557	1.201	0.22
36673.115	0.983	0.22
36679.672	1.292	0.22
36686.23	1.383	0.22
36692.787	0.891	0.22
36699.344	1.148	0.22
36705.902	1.098	0.22
36712.459	1.052	0.22
36719.016	0.642	0.22
36725.574	1.099	0.22
36732.131	1.147	0.22
36738.689	1.159	0.22
36751.803	1.145	0.22
36758.361	0.921	0.22
36764.918	0.957	0.22
36770.656	1.137	0.22
36778.033	1.17	0.22
36784.59	1.35	0.22
36791.148	1.355	0.22
36797.705	1.058	0.22
36804.262	1.305	0.22
36810.82	0.945	0.22
36817.377	0.961	0.22
36823.934	1.072	0.22
36830.492	0.836	0.22
36837.049	0.94	0.22
36843.607	1.049	0.22
36850.164	1.063	0.22
36856.721	1.25	0.22
36863.279	1.228	0.22
36869.836	0.888	0.22
36876.393	1.087	0.22
36882.951	1.09	0.22
36902.623	0.975	0.22
36909.18	0.989	0.22
36915.738	0.984	0.22
36922.295	0.983	0.22
36928.852	0.997	0.22
36935.41	1.111	0.22
36948.525	1.134	0.22
36955.082	1.085	0.22
36961.639	1.163	0.22
36968.197	1.052	0.22
36974.754	1.038	0.22
36981.311	0.879	0.22
36987.869	1.169	0.22
37000.984	1.299	0.22
37020.656	0.927	0.22
37033.77	1.182	0.22
37064.805	1.003	0.22
37069.61	1.075	0.22
37079.221	0.52	0.22
37084.026	1.171	0.22
37088.831	1.245	0.22
37093.636	1.298	0.22
37098.442	1.242	0.22
37103.247	1.201	0.22
37108.052	1.167	0.22
37112.857	1.187	0.22
37117.662	1.25	0.22
37122.468	1.182	0.22
37127.273	1.101	0.22
37132.078	1.14	0.22
37136.883	1.085	0.22
37141.688	1.277	0.22
37146.494	1.009	0.22
37156.104	1.211	0.22
37160.909	1.265	0.22
37165.714	1.019	0.22
37170.519	0.904	0.22
37175.325	0.956	0.22
37180.13	0.98	0.22
37184.935	1.496	0.22
37189.74	1.263	0.22
37194.545	1.189	0.22
37199.351	1.12	0.22
37204.156	1.461	0.22
37208.36	1.214	0.22
37213.766	0.942	0.22
37218.571	1.403	0.22
37223.377	1.408	0.22
37228.182	1.528	0.22
37237.792	1.367	0.22
37242.597	1.203	0.22
37247.403	1.262	0.22
37252.208	1.187	0.22
37257.013	1.39	0.22
37261.818	1.379	0.22
37266.623	1.471	0.22
37271.429	1.359	0.22
37276.234	1.418	0.22
37281.039	1.229	0.22
37285.844	1.299	0.22
37290.649	1.244	0.22
37295.455	1.086	0.22
37300.26	1.174	0.22
37305.065	1.126	0.22
37309.87	1.087	0.22
37314.675	1.422	0.22
37319.481	1.415	0.22
37324.286	1.424	0.22
37329.091	1.414	0.22
37333.896	1.311	0.22
37338.701	1.314	0.22
37343.506	1.218	0.22
37348.312	1.182	0.22
37353.117	1.466	0.22
37357.922	1.356	0.22
37362.727	1.425	0.22
37367.532	1.265	0.22
37372.338	1.331	0.22
37377.143	1.375	0.22
37381.948	1.31	0.22
37386.753	1.422	0.22
37391.558	1.508	0.22
37396.364	1.384	0.22
37401.169	1.358	0.22
37405.974	1.403	0.22
37410.779	1.112	0.22
37415.584	1.233	0.22
37420.39	1.292	0.22
37425.195	1.351	0.22
37430	1.294	0.22
37436.426	1.421	0.22
37442.853	1.229	0.22
37449.279	1.27	0.22
37455.706	1.293	0.22
37462.132	1.286	0.22
37468.559	1.433	0.22
37474.985	1.364	0.22
37481.412	1.319	0.22
37487.838	1.32	0.22
37494.265	1.461	0.22
37500.691	1.235	0.22
37507.118	1.433	0.22
37519.971	1.203	0.22
37526.397	1.327	0.22
37532.824	1.296	0.22
37539.25	1.284	0.22
37545.676	1.352	0.22
37552.103	1.43	0.22
37558.529	1.425	0.22
37564.956	1.376	0.22
37571.382	1.415	0.22
37577.809	1.519	0.22
37584.235	1.415	0.22
37590.662	1.467	0.22
37597.088	1.315	0.22
37609.941	1.472	0.22
37616.368	1.474	0.22
37622.794	1.58	0.22
37629.221	1.432	0.22
37635.647	1.556	0.22
37642.074	1.334	0.22
37648.5	1.445	0.22
37654.926	1.345	0.22
37661.353	1.325	0.22
37667.779	1.255	0.22
37674.206	1.227	0.22
37680.632	1.467	0.22
37687.059	1.569	0.22
37693.485	1.649	0.22
37699.912	1.49	0.22
37706.338	1.406	0.22
37712.765	1.411	0.22
37719.191	1.478	0.22
37725.618	1.544	0.22
37732.044	1.514	0.22
37738.471	1.39	0.22
37744.897	1.417	0.22
37751.324	1.485	0.22
37757.75	1.488	0.22
37764.176	1.576	0.22
37770.603	1.598	0.22
37777.029	1.583	0.22
37783.456	1.516	0.22
37789.882	1.563	0.22
37796.309	1.54	0.22
37802.735	1.739	0.22
37809.162	1.507	0.22
37815.588	1.492	0.22
37822.015	1.598	0.22
37828.441	1.429	0.22
37834.868	1.555	0.22
37841.294	1.593	0.22
37847.721	1.699	0.22
37854.147	1.733	0.22
37860.574	1.558	0.22
37867	1.598	0.22
37870.491	1.565	0.22
37873.982	1.747	0.22
37877.474	1.729	0.22
37880.965	1.534	0.22
37884.456	1.66	0.22
37887.947	1.639	0.22
37891.439	1.464	0.22
37894.93	1.57	0.22
37898.421	1.751	0.22
37901.912	1.607	0.22
37905.404	1.442	0.22
37908.895	1.618	0.22
37912.386	1.477	0.22
37915.877	1.438	0.22
37919.368	1.445	0.22
37922.86	1.609	0.22
37925.042	1.457	0.22
37929.842	1.521	0.22
37933.333	1.714	0.22
37936.825	1.663	0.22
37940.316	1.684	0.22
37943.807	1.567	0.22
37947.298	1.66	0.22
37950.789	1.522	0.22
37954.281	1.59	0.22
37957.772	1.689	0.22
37961.263	1.46	0.22
37964.754	1.511	0.22
37968.246	1.425	0.22
37971.737	1.596	0.22
37975.228	1.655	0.22
37978.719	1.483	0.22
37982.211	1.422	0.22
37985.702	1.594	0.22
37989.193	1.539	0.22
37992.684	1.651	0.22
37996.175	1.588	0.22
37999.667	1.504	0.22
38003.158	1.598	0.22
38006.649	1.773	0.22
38010.14	1.732	0.22
38013.632	1.72	0.22
38017.123	1.584	0.22
38020.614	1.518	0.22
38024.105	1.604	0.22
38027.596	1.614	0.22
38031.088	1.54	0.22
38034.579	1.555	0.22
38038.07	1.553	0.22
38041.561	1.516	0.22
38045.053	1.643	0.22
38048.544	1.49	0.22
38052.035	1.68	0.22
38055.526	1.47	0.22
38059.018	1.658	0.22
38062.509	1.506	0.22
38066	1.505	0.22
38069.491	1.694	0.22
38072.982	1.804	0.22
38076.474	1.704	0.22
38079.965	1.609	0.22
38083.456	1.561	0.22
38086.947	1.486	0.22
38090.439	1.605	0.22
38093.93	1.716	0.22
38097.421	1.468	0.22
38101.785	1.441	0.22
38104.404	1.406	0.22
38107.895	1.461	0.22
38111.386	1.124	0.22
38114.877	1.532	0.22
38118.368	1.397	0.22
38121.86	1.409	0.22
38125.351	1.465	0.22
38128.842	1.267	0.22
38132.333	1.587	0.22
38135.825	1.411	0.22
38139.316	1.563	0.22
38142.807	1.585	0.22
38146.298	1.473	0.22
38149.789	1.479	0.22
38153.281	1.563	0.22
38156.772	1.477	0.22
38160.263	1.433	0.22
38163.754	1.446	0.22
38167.246	1.476	0.22
38170.737	1.462	0.22
38174.228	1.549	0.22
38177.719	1.207	0.22
38181.211	1.444	0.22
38184.702	1.445	0.22
38186.884	1.37	0.22
38191.684	1.507	0.22
38195.175	1.509	0.22
38198.667	1.316	0.22
38202.158	1.52	0.22
38205.649	1.465	0.22
38209.14	1.329	0.22
38212.632	1.397	0.22
38216.123	1.376	0.22
38219.614	1.353	0.22
38223.105	1.468	0.22
38226.596	1.412	0.22
38230.088	1.498	0.22
38234.888	1.172	0.22
38237.07	1.468	0.22
38240.561	1.443	0.22
38244.053	1.267	0.22
38247.544	1.398	0.22
38252.344	1.442	0.22
38254.526	1.281	0.22
38258.018	1.468	0.22
38261.509	1.335	0.22
38265	1.44	0.22
38274.676	1.369	0.22
38279.074	1.497	0.22
38286.111	1.352	0.22
38293.148	1.414	0.22
38300.185	1.373	0.22
38309.861	1.452	0.22
38314.259	1.411	0.22
38321.296	1.392	0.22
38328.333	1.278	0.22
38335.37	1.334	0.22
38345.046	1.222	0.22
38349.444	1.316	0.22
38356.481	1.428	0.22
38363.519	1.354	0.22
38370.556	1.345	0.22
38380.231	1.372	0.22
38384.63	1.311	0.22
38391.667	1.147	0.22
38398.704	1.377	0.22
38405.741	1.42	0.22
38415.417	1.282	0.22
38419.815	1.183	0.22
38426.852	1.372	0.22
38433.889	1.2	0.22
38440.926	1.407	0.22
38447.963	1.236	0.22
38455	1.309	0.22
38462.037	1.322	0.22
38469.074	1.254	0.22
38476.111	1.333	0.22
38483.148	1.413	0.22
38490.185	1.372	0.22
38497.222	1.315	0.22
38504.259	1.222	0.22
38511.296	1.466	0.22
38518.333	1.443	0.22
38525.37	1.457	0.22
38532.407	1.452	0.22
38539.444	1.347	0.22
38546.481	1.436	0.22
38553.519	1.123	0.22
38560.524	1.39	0.22
38567.519	1.328	0.22
38574.514	1.406	0.22
38581.508	1.359	0.22
38588.503	1.41	0.22
38595.498	1.285	0.22
38602.491	1.289	0.22
38609.486	1.47	0.22
38616.481	1.176	0.22
38623.475	1.349	0.22
38630.47	1.141	0.22
38637.465	1.291	0.22
38644.462	1.205	0.22
38650.147	1.265	0.22
38653.417	1.441	0.22
38655.745	1.304	0.22
38659.029	1.391	0.22
38661.355	1.228	0.22
38664.64	1.625	0.22
38666.963	1.487	0.22
38671.655	1.432	0.22
38672.572	1.15	0.22
38675.863	1.376	0.22
38678.181	1.272	0.22
38681.475	1.47	0.22
38687.086	1.498	0.22
