Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
1043	4.619204893	0.26
1044	4.672721713	0.26
1045	4.581121387	0.26
1046	4.632503943	0.26
1047	4.636447161	0.26
1048	4.595352941	0.26
1049	4.555748709	0.26
1050	4.607383821	0.26
1051	4.617413827	0.26
1052	4.562995671	0.26
1053	4.630343511	0.26
1054	4.503548621	0.26
1055	4.44287013	0.26
1056	4.521130802	0.26
1057	4.369212766	0.26
1058	4.286234043	0.26
1059	4.203255319	0.26
1060	4.120276596	0.26
1061	4.037297872	0.26
1062	3.931367909	0.26
1063	4.216241234	0.26
1064	3.86290625	0.26
1065	3.964910859	0.26
1066	3.902183755	0.26
1067	3.84778865	0.26
1068	3.776975689	0.26
1069	3.601065314	0.26
1070	3.400629067	0.26
1071	3.70082658	0.26
1072	3.614786236	0.26
1073	3.531366006	0.26
1074	3.548863636	0.26
1075	3.610862549	0.26
1076	3.772242627	0.26
1077	3.953409091	0.26
1078	3.870371353	0.26
1079	3.790795756	0.26
1080	3.845958686	0.26
1081	3.893628178	0.26
1082	4.072709898	0.26
1083	4.04245283	0.26
1084	4.155660377	0.26
1085	4.195254237	0.26
1086	4.125922652	0.26
1087	4.173476686	0.26
1088	4.259488456	0.26
1089	4.140796537	0.26
1090	4.355162431	0.26
1091	4.293304965	0.26
1092	4.21529078	0.26
1093	4.263164983	0.26
1094	4.180336874	0.26
1095	4.279825221	0.26
1096	4.295420849	0.26
1097	4.364918919	0.26
1098	4.489555556	0.26
1099	4.629473251	0.26
1100	4.672269253	0.26
1101	4.537054674	0.26
1102	4.453125964	0.26
1103	4.396570694	0.26
1104	4.001980198	0.26
1105	4.299009901	0.26
1106	4.382954545	0.26
1107	4.351051864	0.26
1108	4.050724842	0.26
1109	4.178537931	0.26
1110	4.338776337	0.26
1111	3.917211316	0.26
1112	3.940229885	0.26
1113	4.336920583	0.26
1114	4.227372176	0.26
1115	4.119518987	0.26
1116	3.866503937	0.26
1117	4.156975881	0.26
1118	4.261707681	0.26
1119	4.105151181	0.26
1120	4.341554788	0.26
1121	4.376105627	0.26
1122	4.428377049	0.26
1123	4.503190635	0.26
1124	4.790816054	0.26
1125	4.924977221	0.26
1126	4.654756335	0.26
1127	4.572171799	0.26
1128	4.626984848	0.26
1129	4.597659574	0.26
1130	4.509076119	0.26
1131	4.254325183	0.26
1132	4.699684543	0.26
1133	4.476919489	0.26
1134	4.580195447	0.26
1135	4.604164103	0.26
1136	4.539315948	0.26
1137	4.443144709	0.26
1138	4.34697347	0.26
1139	4.463725191	0.26
1140	4.247008116	0.26
1141	4.31697733	0.26
1142	4.386946544	0.26
1143	4.456915757	0.26
1144	4.132118407	0.26
1145	4.068847372	0.26
1146	4.094179861	0.26
1147	4.11951235	0.26
1148	4.237300995	0.26
1149	4.173994169	0.26
1150	4.115685131	0.26
1151	4.057376093	0.26
1152	4.131771134	0.26
1153	4.199599138	0.26
