Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
648.5452754	4.61	0.2
651.2245096	4.73	0.2
654.0114678	4.7	0.2
656.9874784	4.49	0.2
659.607147	4.77	0.2
662.3157189	4.4	0.2
664.8499013	4.43	0.2
667.0797789	4.41	0.2
669.3913382	4.54	0.2
671.6991839	4.47	0.2
674.1119058	4.28	0.2
676.5705748	4.49	0.2
679.1784704	4.15	0.2
681.5244244	4.36	0.2
684.0515885	4.15	0.2
686.5719136	4.06	0.2
688.8551839	3.84	0.2
691.001198	3.84	0.2
693.0486502	3.74	0.2
694.9316901	3.58	0.2
696.827564	3.5	0.2
698.7841085	3.49	0.2
701.3821221	3.71	0.2
704.7545678	4.25	0.2
708.1904742	3.96	0.2
713.6623822	4.57	0.2
717.0380908	4.82	0.2
719.5661881	4.9	0.2
722.1009754	4.71	0.2
724.5871516	4.62	0.2
727.0575214	4.35	0.2
729.2168964	4.27	0.2
731.2779491	4.07	0.2
733.6137084	4.05	0.2
736.5589331	4.17	0.2
740.1803755	4.58	0.2
743.2336964	4.72	0.2
745.6062621	4.71	0.2
747.8299077	4.68	0.2
754.3715324	4.73	0.2
757.3298994	4.52	0.2
761.1621725	4.29	0.2
765.0364846	4.18	0.2
768.9911247	4.02	0.2
772.5144621	4.04	0.2
775.3248264	3.91	0.2
777.6353112	3.64	0.2
779.476415	3.67	0.2
781.2795762	3.55	0.2
783.2563005	3.5	0.2
785.6686452	3.71	0.2
789.8959827	4.19	0.2
794.3065277	4.69	0.2
796.7805806	4.74	0.2
798.7944448	4.81	0.2
800.6805823	4.68	0.2
802.3867882	4.64	0.2
804.089278	4.67	0.2
805.7752482	4.6	0.2
807.5585553	4.68	0.2
809.4459591	4.54	0.2
811.5639827	4.39	0.2
813.7269953	4.62	0.2
816.8786903	4.06	0.2
820.4488678	4.29	0.2
825.1053331	4.24	0.2
828.9128241	4.18	0.2
831.6964585	4.05	0.2
834.4938308	3.88	0.2
837.0952925	4.05	0.2
839.6323509	4.22	0.2
842.9759642	3.92	0.2
845.888072	4.06	0.2
850.1451962	3.95	0.2
853.5604017	3.64	0.2
856.0421097	3.59	0.2
858.0271488	3.43	0.2
859.7968265	3.85	0.2
861.5219257	3.593333333	0.2
863.8325235	3.86	0.2
866.9677432	4.31	0.2
870.1943206	4.81	0.2
872.1920551	4.99	0.2
873.7834518	4.96	0.2
875.2575758	4.85	0.2
876.711367	4.845	0.2
878.1944643	4.855	0.2
879.7005664	4.855	0.2
881.4703244	4.87	0.2
883.8037781	4.79	0.2
887.0621598	4.73	0.2
891.3698397	4.65	0.2
896.4246716	4.27	0.2
900.4623243	4.385	0.2
903.8268775	4.31	0.2
907.0027329	4.24	0.2
909.9638581	4.295	0.2
912.7602808	4.345	0.2
915.4589524	4.44	0.2
918.6404348	4.54	0.2
922.7811927	4.58	0.2
927.6436908	4.415	0.2
931.7319964	4.33	0.2
935.4424165	3.77	0.2
938.2530739	3.965	0.2
940.1723197	4.16	0.2
942.1273985	4.125	0.2
944.2378394	4	0.2
946.4272211	3.59	0.2
948.3397659	3.98	0.2
950.4588124	3.62	0.2
952.3991359	3.41	0.2
954.2936224	3.44	0.2
956.3403269	3.34	0.2
959.5169853	4.22	0.2
962.3927587	4.33	0.2
965.8856755	4.38	0.2
969.1063512	4.43	0.2
972.4819048	4.13	0.2
975.3501298	3.89	0.2
977.8664563	3.81	0.2
980.0575518	3.59	0.2
982.5528705	3.99	0.2
985.2538955	4.41	0.2
987.8086312	4.18	0.2
990.2411523	3.91	0.2
992.3201458	3.71	0.2
994.246316	4.05	0.2
996.1040366	3.94	0.2
997.9532114	3.81	0.2
1000.291019	4.09	0.2
1002.874639	4.46	0.2
1007.971785	4.4	0.2
1010.527903	4.335	0.2
1013.015233	4.2	0.2
1015.374505	4.26	0.2
1017.912778	3.5	0.2
1019.946663	3.99	0.2
1021.9085	3.92	0.2
1023.741722	3.86	0.2
1025.648819	3.66	0.2
1027.90212	3.81	0.2
1031.055573	4.22	0.2
1034.981675	4.46	0.2
1039.73959	4.4	0.2
1043.676534	4.37	0.2
1047.384169	4.28	0.2
1050.445111	4.2	0.2
1053.160684	4.27	0.2
1055.71174	4.19	0.2
1058.04905	4.14	0.2
1060.443608	4.18	0.2
1062.904398	4.23	0.2
1065.795166	3.6	0.2
1067.703628	3.72	0.2
1069.490679	3.36	0.2
1071.046224	3.37	0.2
1072.557771	3.58	0.2
1073.99107	3.45	0.2
1075.541327	3.32	0.2
1077.271918	3.46	0.2
1079.896401	4.05	0.2
1082.218496	3.88	0.2
1085.146663	4.16	0.2
1088.303747	3.82	0.2
1094.284329	4.24	0.2
1100.704886	4.12	0.2
1104.602666	4.02	0.2
1107.660171	3.89	0.2
1110.572555	3.91	0.2
1113.949455	4.24	0.2
1117.223352	4.4	0.2
1120.379095	4.59	0.2
1127.698574	4.375	0.2
1129.819107	4.34	0.2
1131.877103	4.25	0.2
1133.877396	4.35	0.2
1135.72905	4.36	0.2
1137.522407	4.15	0.2
1139.355906	4.23	0.2
1141.17155	4.07	0.2
1142.900081	4.14	0.2
1144.61831	4.07	0.2
1146.290526	3.81	0.2
1148.080088	4.55	0.2
1150.086021	4.07	0.2
1152.124528	3.58	0.2
1154.05681	3.91	0.2
1155.864503	4.08	0.2
1157.797636	4.19	0.2
1159.988217	3.56	0.2
1161.863376	3.36	0.2
1163.607249	3.68	0.2
1168.562134	3.93	0.2
1170.062963	3.925	0.2
1171.538139	3.82	0.2
1173.01444	4.22	0.2
1174.424487	4.105	0.2
1175.772917	3.735	0.2
1177.051044	3.605	0.2
1178.440633	4.075	0.2
1179.783021	4.195	0.2
1181.158174	3.83	0.2
1182.492918	3.475	0.2
1183.809892	3.8625	0.2
1185.119527	3.7625	0.2
1186.514503	3.964	0.2
1188.142036	3.98	0.2
1190.229479	4.12	0.2
1195.883889	4.19	0.2
1209.989872	4.08	0.2
1216.347822	4.193333333	0.2
1219.330808	3.89	0.2
1221.43814	4.146666667	0.2
1223.323011	4.006666667	0.2
1225.330621	3.765	0.2
1227.025536	3.735	0.2
1228.806851	4.03	0.2
1232.699657	3.76	0.2
1239.641575	3.79	0.2
1242.07963	3.935	0.2
1243.780902	4.12	0.2
1245.357302	4.05	0.2
1249.334209	4.51	0.2
1251.638901	4.74	0.2
1254.189023	4.59	0.2
1258.302143	4.58	0.2
1267.66901	4.005	0.2
1274.159719	3.895	0.2
1278.736639	3.705	0.2
1288.000373	4.57	0.2
1290.953247	4.16	0.2
1293.190789	4.24	0.2
1295.360698	4.46	0.2
1297.745846	4.475	0.2
1300.188938	4.37	0.2
1302.917614	4.35	0.2
1305.833	4.275	0.2
1308.605964	4.075	0.2
1311.012545	3.81	0.2
1313.029172	4.06	0.2
1315.322075	3.835	0.2
1318.034732	3.855	0.2
1326.93741	4.4	0.2
1334.690553	4.19	0.2
1346.589813	4.045	0.2
1353.659049	3.555	0.2
1368.676912	4.35	0.2
1375.545603	4.44	0.2
1389.180192	3.77	0.2
1392.94791	3.675	0.2
1395.928815	3.73	0.2
1399.237343	3.575	0.2
1412.066403	4.57	0.2
1417.997359	4.31	0.2
1425.334426	3.86	0.2
1428.900299	3.81	0.2
1432.034537	3.835	0.2
1439.593567	3.59	0.2
1447.854601	3.74	0.2
1450.617529	4.62	0.2
1452.035459	3.92	0.2
1453.676381	4.06	0.2
1455.462278	4.325	0.2
1459.151861	4.52	0.2
1461.05404	4.39	0.2
1462.923226	4.305	0.2
1464.764498	4.215	0.2
1466.659725	4.345	0.2
1469.28239	4.04	0.2
1472.404037	3.695	0.2
1475.249091	3.81	0.2
1478.107524	3.62	0.2
1481.165658	3.57	0.2
1484.30984	3.62	0.2
1487.983956	3.54	0.2
1493.648367	4.45	0.2
1496.34208	4.54	0.2
1498.434174	4.6	0.2
1500.37214	4.82	0.2
1502.488237	4.2	0.2
1504.504718	4.29	0.2
1506.437356	4.125	0.2
1508.191694	4.23	0.2
1510.029742	4.14	0.2
1511.829913	4.24	0.2
1513.819998	4.02	0.2
1515.690865	3.94	0.2
1517.671145	3.92	0.2
1519.519795	4.25	0.2
1521.296669	4.22	0.2
1523.050711	4.39	0.2
1524.685958	4.16	0.2
1526.26345	4.2	0.2
1527.859256	4.22	0.2
1529.533136	4.18	0.2
1531.546698	3.9	0.2
1534.300317	3.92	0.2
1538.151176	4.4	0.2
1541.61179	4.33	0.2
1544.33421	4.33	0.2
1546.862813	4.27	0.2
1549.163976	4.27	0.2
1551.736121	4.33	0.2
1555.725867	3.97	0.2
1560.396539	3.89	0.2
1564.755633	3.76	0.2
1568.650367	4.12	0.2
1571.517946	4.41	0.2
1573.631243	4.38	0.2
1575.520571	4.34	0.2
1577.342249	4.39	0.2
1579.166639	4.26	0.2
1580.965673	4.03	0.2
1582.751952	3.89	0.2
1584.454816	3.94	0.2
1586.020251	3.77	0.2
1587.595446	4.08	0.2
1589.173555	4.36	0.2
1590.748893	4.31	0.2
1592.373055	4.45	0.2
1594.09248	4.22	0.2
1595.918588	4.09	0.2
1597.734647	3.93	0.2
1599.589435	3.71	0.2
1601.516128	3.62	0.2
1603.265883	3.83	0.2
1605.026141	3.62	0.2
1606.828196	3.89	0.2
1608.651323	3.43	0.2
1610.573505	3.445	0.2
1613.067406	3.83	0.2
1615.657769	4.565	0.2
1617.928392	4.21	0.2
1620.280035	4.38	0.2
1622.647651	4.35	0.2
1624.932802	4	0.2
1627.309727	3.85	0.2
1629.444405	3.84	0.2
1631.604032	3.745	0.2
1633.633738	3.72	0.2
1635.789993	3.705	0.2
1638.320729	3.58	0.2
1648.402923	4.486666667	0.2
1653.534797	4.59	0.2
1658.692127	4.41	0.2
1664.156739	4.47	0.2
1670.814076	3.97	0.2
1674.344495	4.11	0.2
1679.013105	4.03	0.2
1683.846972	3.78	0.2
1689.374752	3.91	0.2
1695.379606	4.25	0.2
1698.368242	4.72	0.2
1700.312978	4.7	0.2
1702.012516	4.75	0.2
1703.696827	4.59	0.2
1705.363539	4.68	0.2
1707.193575	4.38	0.2
1709.072293	4.32	0.2
1711.308897	4.345	0.2
1714.734606	4.03	0.2
1719.49884	3.95	0.2
1724.726736	4.04	0.2
1730.064393	4.095	0.2
1735.525609	3.855	0.2
1739.843874	4.016666667	0.2
1743.545601	4.18	0.2
1746.167876	4.38	0.2
1748.120202	4.5	0.2
1749.959034	4.24	0.2
1751.709119	4.305	0.2
1753.786067	4.09	0.2
1755.946934	4.07	0.2
1758.548091	4.005	0.2
1761.418876	3.795	0.2
1764.47893	3.86	0.2
1767.500303	3.923333333	0.2
1770.908968	3.9825	0.2
1773.482036	3.96	0.2
1775.557731	3.863333333	0.2
1777.677913	4.046666667	0.2
1779.43087	4.09	0.2
1781.03511	4.04	0.2
1782.765225	3.816666667	0.2
1784.556998	3.895	0.2
1786.64196	4.135	0.2
1788.824759	4.55	0.2
1790.59964	4.57	0.2
1792.325116	4.48	0.2
1793.9657	4.37	0.2
1795.614455	4.5	0.2
1797.412065	4.41	0.2
1799.434252	4.41	0.2
1802.022515	3.97	0.2
1804.728833	3.99	0.2
1807.84029	3.97	0.2
1811.579774	4.15	0.2
1815.052305	4.26	0.2
1818.271928	4.58	0.2
1821.265291	4.53	0.2
1824.11145	4.38	0.2
1826.750497	4.1	0.2
1828.938499	3.8	0.2
1831.092228	4.07	0.2
1833.226101	4.35	0.2
1835.486602	4.15	0.2
1837.661369	4.18	0.2
1839.535756	4.06	0.2
1841.34965	4.02	0.2
1843.334779	4.5	0.2
1845.463204	4.22	0.2
1847.878318	4.18	0.2
1850.322289	3.95	0.2
1852.961069	3.79	0.2
1855.565282	3.88	0.2
1858.174483	4.02	0.2
1860.682576	4.21	0.2
1863.172936	4.09	0.2
1865.299877	4.196666667	0.2
1867.492784	4.32	0.2
1869.658739	4.45	0.2
1872.173399	4.21	0.2
1875.28461	4.05	0.2
1878.321801	3.71	0.2
1881.061456	3.63	0.2
1883.228188	4.11	0.2
1885.788439	3.99	0.2
1888.770262	3.79	0.2
1891.862528	3.81	0.2
1895.324424	3.86	0.2
1900.177535	4.29	0.2
1904.581126	4.42	0.2
1909.116479	4.18	0.2
1912.66365	4.04	0.2
1915.506012	3.82	0.2
1917.569354	4.02	0.2
1919.710835	4.06	0.2
1921.769011	4	0.2
1924.186352	4	0.2
1927.127377	3.83	0.2
1931.302956	3.85	0.2
1937.314411	3.85	0.2
1940.785642	3.94	0.2
1943.316532	4.22	0.2
1945.357328	4.44	0.2
1947.154184	4.425	0.2
1948.942399	4.52	0.2
1950.700573	3.98	0.2
1952.498716	4.26	0.2
1954.287969	4.01	0.2
1956.00662	3.9	0.2
1957.771381	3.79	0.2
1959.369243	3.96	0.2
1960.976069	3.69	0.2
1962.62857	3.95	0.2
1964.172271	4.13	0.2
1965.766342	4.065	0.2
1969.015105	4.125	0.2
1970.739991	4.09	0.2
1972.814313	3.86	0.2
1974.966757	3.85	0.2
1977.629318	3.75	0.2
1981.076249	3.54	0.2
1985.157078	3.62	0.2
1990.057131	3.75	0.2
1995.268146	4.24	0.2
1998.678842	4.38	0.2
2001.633388	4.26	0.2
2004.450231	4.06	0.2
2007.376765	4.17	0.2
2010.825778	4.06	0.2
2014.604934	4.05	0.2
2020.493493	3.63	0.2
2025.396412	3.85	0.2
2030.518557	3.93	0.2
2034.190542	3.71	0.2
2038.0307	4.24	0.2
2040.884204	3.71	0.2
2043.973179	4.04	0.2
2047.36739	3.94	0.2
2050.335905	3.97	0.2
2053.112924	3.79	0.2
2056.196286	3.67	0.2
2059.771821	4.13	0.2
2063.458363	4.17	0.2
2068.378477	4.41	0.2
2073.676468	3.84	0.2
2077.378185	4.05	0.2
2080.339723	4.56	0.2
2083.372588	4.29	0.2
2086.285318	4.44	0.2
2093.155154	3.96	0.2
2096.424184	3.97	0.2
2099.6194	3.83	0.2
2102.599853	3.85	0.2
2105.777959	3.87	0.2
2108.861546	3.87	0.2
2111.931803	4.03	0.2
2114.839956	3.915	0.2
2121.165913	3.64	0.2
2124.046947	3.87	0.2
2127.161145	3.96	0.2
2130.70357	3.68	0.2
2133.926943	3.98	0.2
2138.094214	3.91	0.2
2149.111197	3.94	0.2
2161.595933	4.33	0.2
2167.245776	4.03	0.2
2171.573146	4.09	0.2
2176.001944	3.91	0.2
2182.495854	3.65	0.2
2189.262773	4.03	0.2
2193.258949	4.1	0.2
2196.239749	3.93	0.2
2199.151867	4.03	0.2
2202.158896	4.14	0.2
2205.223394	4.05	0.2
2208.20032	3.78	0.2
2211.002458	3.74	0.2
2213.469379	4.03	0.2
2216.07559	3.84	0.2
2219.015807	3.76	0.2
2222.11167	3.66	0.2
2225.264646	3.51	0.2
2228.33274	3.67	0.2
2231.817802	3.57	0.2
2235.897398	3.925	0.2
2240.244139	4.29	0.2
2244.591184	4.1	0.2
2248.751431	3.84	0.2
2252.34555	3.99	0.2
2256.916786	3.47	0.2
2260.854572	3.57	0.2
2264.404257	3.59	0.2
2267.900721	3.9	0.2
2270.954057	3.78	0.2
2274.016426	4.11	0.2
2276.748305	4.12	0.2
2282.315121	4.31	0.2
2285.452181	4.14	0.2
2288.383413	3.89	0.2
2291.309635	3.945	0.2
2294.505681	3.72	0.2
2297.485304	3.7	0.2
2300.713476	3.66	0.2
2304.130606	3.62	0.2
2307.729279	3.8	0.2
2311.437387	3.94	0.2
2314.771299	3.99	0.2
2318.298069	3.89	0.2
2321.886919	3.9	0.2
2325.387551	4.08	0.2
2329.074593	3.98	0.2
2333.096438	3.65	0.2
2336.926233	3.61	0.2
2340.272329	3.5	0.2
2343.707173	3.61	0.2
2347.268563	3.61	0.2
2351.972628	4.18	0.2
2356.05352	3.99	0.2
2359.945447	3.925	0.2
2363.544281	4.07	0.2
2367.25881	3.973333333	0.2
2371.092055	4.25	0.2
2375.58681	3.7	0.2
2379.508616	3.64	0.2
2383.372294	3.53	0.2
2387.100679	3.78	0.2
2390.372163	3.72	0.2
2393.770118	3.815	0.2
2397.327046	3.95	0.2
2400.761801	4.19	0.2
2404.185354	4.11	0.2
2407.848151	3.63	0.2
2411.077994	3.73	0.2
2414.05155	3.75	0.2
2417.161267	3.68	0.2
2420.458752	3.66	0.2
2423.872526	4.19	0.2
2426.868096	3.42	0.2
2432.67964	4.44	0.2
2438.340845	4.4	0.2
2444.554484	4.21	0.2
2450.755156	4.01	0.2
2455.866113	3.77	0.2
2460.198978	3.685	0.2
2464.097176	3.6	0.2
2467.625341	3.69	0.2
2474.521491	3.865	0.2
2477.78008	4.03	0.2
2484.3607	4.61	0.2
2487.346425	4.34	0.2
2490.399053	4.25	0.2
2493.651854	4.07	0.2
2497.413479	3.87	0.2
2501.831969	3.49	0.2
2506.52321	3.91	0.2
2510.597573	4.03	0.2
2514.709509	4.46	0.2
2517.940882	4.46	0.2
2520.698169	4.45	0.2
2523.27831	4.43	0.2
2525.977133	4.43	0.2
2529.116016	4.25	0.2
2532.433557	4.25	0.2
2536.242626	4.1	0.2
2540.597212	3.76	0.2
2543.623184	3.57	0.2
2545.795007	3.45	0.2
2547.59164	3.54	0.2
2549.275199	3.43	0.2
2550.888963	3.47	0.2
2552.557547	3.81	0.2
2554.057385	3.86	0.2
2555.441454	3.755	0.2
2556.805758	3.74	0.2
2558.20812	3.7	0.2
2559.596081	3.7	0.2
2560.933314	3.73	0.2
2562.297044	3.73	0.2
2563.63501	3.62	0.2
2565.013407	3.78	0.2
2566.324926	3.52	0.2
2567.703663	3.67	0.2
2569.020865	3.85	0.2
2570.39439	3.85	0.2
2571.794759	4.09	0.2
2574.518453	3.99	0.2
2575.925841	4.08	0.2
2577.442938	3.93	0.2
2579.10642	3.72	0.2
2580.835904	3.865	0.2
2582.793849	3.765	0.2
2584.908109	3.495	0.2
2587.392354	3.62	0.2
2589.993851	3.62	0.2
2592.384601	4.09	0.2
2594.071837	3.79	0.2
2595.737228	3.656666667	0.2
2598.036475	4.055	0.2
2600.442681	3.94	0.2
2603.399655	3.505	0.2
2606.252396	4.045	0.2
2608.776081	3.575	0.2
2610.649189	3.95	0.2
2612.313941	3.67	0.2
2613.935723	3.83	0.2
2615.303316	3.83	0.2
2616.772315	3.945	0.2
2618.465361	3.93	0.2
2620.827328	3.65	0.2
2623.481076	3.53	0.2
2625.875869	3.72	0.2
2628.221256	3.685	0.2
2630.532993	3.64	0.2
2632.748261	3.68	0.2
2634.808962	3.82	0.2
2636.704566	4.05	0.2
2638.381495	3.62	0.2
2640.23536	3.71	0.2
2642.682974	3.95	0.2
2645.426343	4.03	0.2
2648.178351	4.035	0.2
2651.297754	3.945	0.2
2654.682932	3.6	0.2
2657.62342	3.56	0.2
2660.531	3.605	0.2
2663.970001	3.45	0.2
2667.29715	3.63	0.2
2669.97502	3.56	0.2
2672.353438	3.62	0.2
2674.43139	3.865	0.2
2676.003072	3.76	0.2
2677.470114	3.9	0.2
2678.927923	3.76	0.2
2680.59233	3.75	0.2
2682.655085	4.095	0.2
