age(kyr) mean(permil) sigma(permil)
1390.000000 3.720721 0.216220
1391.000000 3.717154 0.211900
1392.000000 3.713537 0.207299
1393.000000 3.709871 0.202361
1394.000000 3.706154 0.197012
1395.000000 3.702387 0.191163
1396.000000 3.698568 0.184713
1397.000000 3.694807 0.177581
1398.000000 3.691017 0.169680
1399.000000 3.687723 0.161520
1400.000000 3.686672 0.154515
1401.000000 3.690890 0.150171
1402.000000 3.706721 0.147371
1403.000000 3.740947 0.145456
1404.000000 3.782635 0.144272
1405.000000 3.830677 0.142175
1406.000000 3.886392 0.140850
1407.000000 3.954965 0.139811
1408.000000 4.025559 0.137619
1409.000000 4.088147 0.134326
1410.000000 4.135598 0.131807
1411.000000 4.161699 0.130438
1412.000000 4.165588 0.130288
1413.000000 4.151763 0.129874
1414.000000 4.129901 0.128963
1415.000000 4.105721 0.128042
1416.000000 4.077235 0.127202
1417.000000 4.049561 0.126625
1418.000000 4.024434 0.126142
1419.000000 4.000588 0.125431
1420.000000 3.979696 0.124015
1421.000000 3.954665 0.123081
1422.000000 3.922872 0.123027
1423.000000 3.886953 0.122919
1424.000000 3.848656 0.122771
1425.000000 3.805054 0.122821
1426.000000 3.755487 0.123492
1427.000000 3.702040 0.123905
1428.000000 3.647382 0.124676
1429.000000 3.599054 0.123991
1430.000000 3.559399 0.123567
1431.000000 3.528130 0.124055
1432.000000 3.497580 0.123712
1433.000000 3.466415 0.122684
1434.000000 3.434433 0.122557
1435.000000 3.406460 0.122466
1436.000000 3.380854 0.121978
1437.000000 3.359742 0.121612
1438.000000 3.342872 0.122406
1439.000000 3.329368 0.122895
1440.000000 3.320533 0.123922
1441.000000 3.313733 0.125810
1442.000000 3.309658 0.128534
1443.000000 3.305883 0.131603
1444.000000 3.307022 0.135646
1445.000000 3.314997 0.140707
1446.000000 3.332443 0.146371
1447.000000 3.370063 0.152835
1448.000000 3.434553 0.159207
1449.000000 3.525606 0.164542
1450.000000 3.635542 0.168738
1451.000000 3.753546 0.171736
1452.000000 3.869619 0.173525
1453.000000 3.979265 0.174927
1454.000000 4.079165 0.175568
1455.000000 4.155405 0.174822
1456.000000 4.204335 0.173341
1457.000000 4.230066 0.172814
1458.000000 4.238432 0.172595
1459.000000 4.232448 0.172713
1460.000000 4.213811 0.173406
1461.000000 4.183935 0.174643
1462.000000 4.144633 0.176385
1463.000000 4.098223 0.177998
1464.000000 4.049002 0.179704
1465.000000 3.996285 0.181818
1466.000000 3.937065 0.183873
1467.000000 3.876722 0.185750
1468.000000 3.812926 0.186743
1469.000000 3.748464 0.186851
1470.000000 3.688042 0.185990
1471.000000 3.635169 0.184911
1472.000000 3.589321 0.183724
1473.000000 3.550254 0.181784
1474.000000 3.518924 0.179327
1475.000000 3.491923 0.176359
1476.000000 3.470140 0.173386
1477.000000 3.450364 0.170628
1478.000000 3.435039 0.168170
1479.000000 3.425552 0.165912
1480.000000 3.418759 0.163443
1481.000000 3.414212 0.161372
1482.000000 3.409318 0.159717
1483.000000 3.407169 0.158768
1484.000000 3.407220 0.157832
1485.000000 3.413639 0.157648
1486.000000 3.426386 0.158251
1487.000000 3.451050 0.159783
1488.000000 3.491049 0.161681
1489.000000 3.553615 0.164066
1490.000000 3.642584 0.167427
1491.000000 3.754186 0.169541
1492.000000 3.877291 0.170287
1493.000000 3.990650 0.169956
1494.000000 4.083897 0.168642
1495.000000 4.158834 0.167079
1496.000000 4.220062 0.165510
1497.000000 4.265934 0.164255
1498.000000 4.295235 0.163003
1499.000000 4.306015 0.161536
1500.000000 4.304021 0.160414
1501.000000 4.291928 0.159145
1502.000000 4.273720 0.157534
1503.000000 4.252004 0.156539
1504.000000 4.228105 0.155836
1505.000000 4.200426 0.154438
1506.000000 4.169476 0.153410
1507.000000 4.136280 0.152874
1508.000000 4.098403 0.152164
1509.000000 4.055858 0.151801
1510.000000 4.008706 0.152443
1511.000000 3.961124 0.153183
1512.000000 3.913740 0.152655
1513.000000 3.868090 0.151572
1514.000000 3.827011 0.151207
1515.000000 3.791874 0.151018
1516.000000 3.766135 0.150762
1517.000000 3.746420 0.150750
1518.000000 3.729996 0.151170
1519.000000 3.721611 0.151838
1520.000000 3.718033 0.152452
1521.000000 3.722166 0.153697
1522.000000 3.739952 0.155551
1523.000000 3.772122 0.157500
1524.000000 3.818101 0.159785
1525.000000 3.878844 0.160191
1526.000000 3.941725 0.158394
1527.000000 3.999288 0.156177
1528.000000 4.053537 0.154297
1529.000000 4.112764 0.151886
1530.000000 4.184563 0.149338
1531.000000 4.258589 0.146078
1532.000000 4.321199 0.141072
1533.000000 4.361373 0.134814
1534.000000 4.386125 0.130032
1535.000000 4.397795 0.126352
1536.000000 4.400965 0.123249
1537.000000 4.401344 0.120889
1538.000000 4.391889 0.119113
1539.000000 4.370422 0.118837
1540.000000 4.334522 0.119051
1541.000000 4.281343 0.120581
1542.000000 4.214090 0.122532
1543.000000 4.147975 0.124121
1544.000000 4.092823 0.125941
1545.000000 4.050550 0.129016
1546.000000 4.016803 0.133252
1547.000000 3.989884 0.137939
1548.000000 3.967760 0.143140
1549.000000 3.945435 0.147975
1550.000000 3.919435 0.152629
1551.000000 3.891315 0.156479
1552.000000 3.861185 0.158178
1553.000000 3.835652 0.159874
