depth(m)	initial_age(kiloyear)
0.02	3.33
0.07	5.87
0.12	8.4
0.17	10.93
0.22	13.47
0.27	16.0
0.32	21.75
0.37	27.5
0.42	33.25
0.47	39.0
0.52	44.75
0.57	50.5
0.62	56.25
0.67	62.0
0.72	66.8
0.77	71.6
0.82	76.4
0.87	81.2
0.92	86.0
0.97	88.4
1.07	93.2
1.12	95.6
1.17	98.0
1.22	102.0
1.27	106.0
1.32	121.45
1.37	126.0
1.5	131.2
1.57	134.0
1.67	144.0
1.72	149.0
1.77	154.0
1.82	159.0
1.87	164.0
1.92	169.0
1.97	174.0
2.07	184.0
2.12	190.5
2.17	197.0
2.22	203.5
2.27	210.0
2.32	216.5
2.37	223.0
2.42	229.5
2.47	236.0
2.57	251.84
2.62	260.88
2.67	269.92
2.72	278.96
2.77	288.0
2.82	293.0
2.87	298.0
