Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
1707.50	4.06	0.10
1710.00	3.87	0.17
1712.50	3.75	0.19
1715.00	3.60	0.19
1717.50	3.58	0.32
1720.00	3.63	0.26
1722.50	3.76	0.20
1725.00	3.84	0.17
1727.50	3.76	0.20
1730.00	3.75	0.11
1732.50	3.87	0.31
1735.00	3.64	0.09
1737.50	3.61	0.41
1740.00	3.78	0.30
1742.50	3.90	0.31
1745.00	4.00	0.28
1747.50	4.03	0.23
1750.00	3.90	0.21
1752.50	3.77	0.12
1755.00	3.64	0.20
1757.50	3.81	0.23
1760.00	3.62	0.10
1762.50	3.41	0.27
1765.00	3.39	0.27
1767.50	3.44	0.23
1770.00	3.46	0.10
1772.50	3.51	0.15
1775.00	3.60	0.16
1777.50	3.67	0.20
1780.00	3.62	0.22
1782.50	3.76	0.35
1785.00	3.81	0.16
1787.50	3.80	0.18
1790.00	3.99	0.13
1792.50	4.17	0.15
1795.00	4.10	0.15
1797.50	4.00	0.17
1800.00	3.97	0.15
1802.50	3.84	0.08
1805.00	3.68	0.15
1807.50	3.67	0.16
1810.00	3.47	0.11
1812.50	3.60	0.16
1815.00	3.75	0.30
1817.50	3.74	0.31
1820.00	3.66	0.24
1822.50	3.53	0.15
1825.00	3.52	0.18
1827.50	3.54	0.15
1830.00	3.46	0.41
1832.50	3.75	0.30
1835.00	3.75	0.32
1837.50	3.79	0.32
1840.00	3.75	0.33
1842.50	3.78	0.31
1845.00	3.70	0.23
1847.50	3.65	0.20
1850.00	3.60	0.18
1852.50	3.57	0.17
1855.00	3.60	0.18
1857.50	3.66	0.19
1860.00	3.70	0.15
1862.50	3.97	0.25
1865.00	3.86	0.20
1867.50	3.79	0.21
1870.00	3.87	0.26
1872.50	3.75	0.39
1875.00	3.81	0.30
1877.50	3.73	0.21
1880.00	3.75	0.18
1882.50	3.61	0.10
1885.00	3.51	0.07
1887.50	3.42	0.29
1890.00	3.50	0.17
1892.50	3.48	0.16
1895.00	3.69	0.13
1897.50	3.73	0.15
1900.00	4.07	0.08
1902.50	4.06	0.25
1905.00	4.07	0.21
1907.50	4.04	0.10
1910.00	3.88	0.22
1912.50	3.92	0.13
1915.00	3.82	0.12
1917.50	3.71	0.26
1920.00	3.72	0.07
1922.50	3.65	0.07
1925.00	3.67	0.09
1927.50	3.55	0.08
1930.00	3.47	0.19
1932.50	3.50	0.12
1935.00	3.36	0.16
1937.50	3.47	0.14
1940.00	3.54	0.19
1942.50	3.88	0.17
1945.00	4.00	0.23
1947.50	4.12	0.11
1950.00	4.00	0.23
1952.50	3.92	0.13
1955.00	3.84	0.16
1957.50	3.76	0.16
1960.00	3.76	0.17
1962.50	3.85	0.12
1965.00	3.76	0.13
1967.50	3.58	0.27
1970.00	3.60	0.27
1972.50	3.43	0.10
1975.00	3.47	0.16
1977.50	3.43	0.31
1980.00	3.28	0.19
1982.50	3.40	0.13
1985.00	3.45	0.09
1987.50	3.44	0.13
1990.00	3.37	0.25
1992.50	3.57	0.06
1995.00	3.64	0.15
1997.50	3.85	0.17
2000.00	3.98	0.11
2002.50	3.79	0.24
2005.00	3.90	0.19
2007.50	3.83	0.10
2010.00	3.74	0.14
2012.50	3.75	0.07
2015.00	3.74	0.28
2017.50	3.64	0.17
2020.00	3.56	0.17
2022.50	3.49	0.16
2025.00	3.32	0.34
2027.50	3.42	0.19
2030.00	3.42	0.11
2032.50	3.52	0.13
2035.00	3.62	0.16
2037.50	3.66	0.18
2040.00	3.62	0.24
2042.50	3.64	0.23
2045.00	3.82	0.08
2047.50	3.74	0.19
2050.00	3.66	0.29
2052.50	3.58	0.28
2055.00	3.78	0.24
2057.50	3.65	0.16
2060.00	3.73	0.18
2062.50	3.92	0.20
2065.00	4.09	0.17
2067.50	4.22	0.10
2070.00	4.27	0.07
2072.50	4.19	0.07
2075.00	4.05	0.26
2077.50	3.96	0.19
2080.00	3.96	0.18
2082.50	4.10	0.12
2085.00	4.00	0.15
2087.50	3.95	0.10
2090.00	3.82	0.07
2092.50	3.76	0.12
2095.00	3.61	0.15
2097.50	3.54	0.16
2100.00	3.56	0.22
2102.50	3.60	0.23
2105.00	3.67	0.15
2107.50	3.63	0.12
2110.00	3.56	0.16
2112.50	3.51	0.12
2115.00	3.47	0.22
2117.50	3.78	0.20
2120.00	3.63	0.24
2122.50	3.81	0.07
2125.00	3.62	0.21
2127.50	3.54	0.13
2130.00	3.32	0.19
2132.50	3.37	0.09
2135.00	3.25	0.27
2137.50	3.27	0.37
2140.00	3.36	0.13
2142.50	3.50	0.15
2145.00	3.68	0.29
2147.50	3.99	0.21
2150.00	4.20	0.16
2152.50	4.24	0.13
2155.00	4.23	0.21
2157.50	4.09	0.28
2160.00	4.14	0.08
2162.50	4.05	0.13
2165.00	3.88	0.30
2167.50	3.84	0.10
2170.00	3.78	0.07
2172.50	3.74	0.12
2175.00	3.59	0.12
2177.50	3.44	0.11
2180.00	3.43	0.12
2182.50	3.40	0.06
2185.00	3.51	0.15
2187.50	3.41	0.27
2190.00	3.61	0.12
2192.50	3.70	0.19
2195.00	3.66	0.14
2197.50	3.82	0.09
2200.00	3.86	0.14
2202.50	3.87	0.12
2205.00	3.78	0.13
2207.50	3.67	0.13
2210.00	3.61	0.09
2212.50	3.46	0.12
2215.00	3.59	0.16
2217.50	3.59	0.12
2220.00	3.48	0.18
2222.50	3.42	0.12
2225.00	3.34	0.21
2227.50	3.37	0.20
2230.00	3.44	0.11
2232.50	3.47	0.24
2235.00	3.61	0.26
2237.50	3.74	0.29
2240.00	3.97	0.18
2242.50	3.89	0.24
2245.00	3.84	0.20
2247.50	3.79	0.18
2250.00	3.73	0.13
2252.50	3.65	0.20
2255.00	3.36	0.19
2257.50	3.35	0.15
2260.00	3.14	0.17
2262.50	3.24	0.14
2265.00	3.31	0.13
2267.50	3.39	0.08
2270.00	3.60	0.10
2272.50	3.61	0.35
2275.00	3.98	0.15
2277.50	3.92	0.31
2280.00	3.94	0.12
2282.50	3.92	0.10
2285.00	3.85	0.08
2287.50	3.68	0.11
2290.00	3.55	0.17
2292.50	3.45	0.08
2295.00	3.36	0.12
2297.50	3.33	0.20
2300.00	3.30	0.25
2302.50	3.40	0.09
2305.00	3.55	0.13
2307.50	3.46	0.29
2310.00	3.68	0.17
2312.50	3.64	0.26
2315.00	3.75	0.09
2317.50	3.76	0.12
2320.00	3.81	0.26
2322.50	3.69	0.14
2325.00	3.48	0.12
2327.50	3.70	0.30
2330.00	3.63	0.20
2332.50	3.62	0.15
2335.00	3.53	0.13
2337.50	3.37	0.08
2340.00	3.24	0.19
2342.50	3.28	0.09
2345.00	3.22	0.12
2347.50	3.30	0.18
2350.00	3.52	0.22
2352.50	3.69	0.24
2355.00	3.89	0.16
2357.50	3.93	0.14
2360.00	3.81	0.29
2362.50	3.81	0.17
2365.00	3.70	0.16
2367.50	3.79	0.16
2370.00	3.76	0.25
2372.50	3.59	0.12
2375.00	3.43	0.20
2377.50	3.37	0.16
2380.00	3.31	0.17
2382.50	3.20	0.46
2385.00	3.30	0.21
2387.50	3.32	0.21
2390.00	3.57	0.20
2392.50	3.39	0.37
2395.00	3.48	0.26
2397.50	3.61	0.17
2400.00	3.56	0.23
2402.50	3.68	0.19
2405.00	3.59	0.18
2407.50	3.49	0.16
2410.00	3.30	0.21
2412.50	3.34	0.12
2415.00	3.39	0.09
2417.50	3.27	0.33
2420.00	3.44	0.10
2422.50	3.54	0.15
2425.00	3.69	0.27
2427.50	3.82	0.30
2430.00	4.08	0.16
2432.50	4.28	0.10
2435.00	3.99	0.25
2437.50	4.13	0.10
2440.00	3.80	0.44
2442.50	4.04	0.12
2445.00	4.03	0.19
2447.50	3.88	0.24
2450.00	3.81	0.18
2452.50	3.73	0.13
2455.00	3.56	0.15
2457.50	3.47	0.16
2460.00	3.36	0.18
2462.50	3.37	0.11
2465.00	3.32	0.24
2467.50	3.33	0.09
2470.00	3.29	0.76
2472.50	3.55	0.36
2475.00	3.49	0.14
2477.50	3.67	0.18
2480.00	3.89	0.13
2482.50	4.04	0.23
2485.00	4.01	0.35
2487.50	4.16	0.18
2490.00	3.95	0.17
2492.50	3.65	0.34
2495.00	3.67	0.13
2497.50	3.48	0.11
2500.00	3.34	0.28
2502.50	3.37	0.27
2505.00	3.45	0.10
2507.50	3.52	0.15
2510.00	3.72	0.10
2512.50	3.52	0.26
2515.00	3.94	0.24
2517.50	4.16	0.22
2520.00	4.26	0.14
2522.50	4.18	0.18
2525.00	4.19	0.08
2527.50	4.12	0.16
2530.00	3.98	0.19
2532.50	4.00	0.10
2535.00	3.84	0.25
2537.50	3.72	0.15
2540.00	3.59	0.26
2542.50	3.37	0.11
2545.00	3.31	0.18
2547.50	3.25	0.40
2550.00	3.19	0.07
2552.50	3.19	0.14
2555.00	3.33	0.16
2557.50	3.43	0.42
2560.00	3.56	0.19
2562.50	3.56	0.15
2565.00	3.60	0.07
2567.50	3.45	0.22
2570.00	3.51	0.07
2572.50	3.49	0.13
2575.00	3.39	0.21
2577.50	3.24	0.26
2580.00	3.36	0.29
2582.50	3.24	0.13
2585.00	3.31	0.11
2587.50	3.25	0.22
2590.00	3.28	0.21
2592.50	3.34	0.13
2595.00	3.52	0.21
2597.50	3.65	0.12
2600.00	3.79	0.19
2602.50	3.85	0.20
2605.00	3.79	0.22
2607.50	3.87	0.11
2610.00	3.78	0.10
2612.50	3.67	0.10
2615.00	3.43	0.18
2617.50	3.48	0.13
2620.00	3.40	0.10
2622.50	3.30	0.20
2625.00	3.31	0.08
2627.50	3.20	0.22
2630.00	3.37	0.14
2632.50	3.48	0.08
2635.00	3.51	0.08
2637.50	3.64	0.18
2640.00	3.65	0.19
2642.50	3.73	0.12
2645.00	3.78	0.17
2647.50	3.72	0.34
2650.00	3.49	0.15
2652.50	3.33	0.17
2655.00	3.26	0.11
2657.50	3.11	0.18
2660.00	3.28	0.14
2662.50	3.24	0.24
2665.00	3.25	0.14
2667.50	3.29	0.18
2670.00	3.29	0.19
2672.50	3.10	0.68
2675.00	3.33	0.20
2677.50	3.45	0.17
2680.00	3.44	0.23
2682.50	3.73	0.13
2685.00	3.83	0.10
2687.50	3.85	0.15
2690.00	3.81	0.28
2692.50	3.67	0.19
2695.00	3.65	0.13
2697.50	3.65	0.09
2700.00	3.65	0.13
2702.50	3.39	0.72
2705.00	3.72	0.15
2707.50	3.81	0.14
2710.00	3.81	0.19
2712.50	3.76	0.30
2715.00	3.85	0.21
2717.50	3.82	0.27
2720.00	3.80	0.18
2722.50	3.81	0.17
2725.00	3.73	0.11
2727.50	3.69	0.13
2730.00	3.57	0.18
2732.50	3.45	0.21
2735.00	3.38	0.17
2737.50	3.21	0.18
2740.00	3.19	0.13
2742.50	3.15	0.13
2745.00	3.15	0.11
2747.50	3.14	0.30
2750.00	3.14	0.12
2752.50	3.19	0.16
2755.00	3.22	0.14
2757.50	3.30	0.11
2760.00	3.39	0.16
2762.50	3.46	0.21
2765.00	3.36	0.29
2767.50	3.29	0.28
2770.00	3.32	0.22
2772.50	3.29	0.15
2775.00	3.27	0.15
2777.50	3.22	0.09
2780.00	3.21	0.10
2782.50	3.20	0.15
2785.00	3.19	0.17
2787.50	3.29	0.08
2790.00	3.05	0.77
2792.50	3.27	0.23
2795.00	3.39	0.08
2797.50	3.50	0.17
2800.00	3.62	0.16
2802.50	3.73	0.31
2805.00	3.71	0.28
2807.50	3.79	0.13
2810.00	3.68	0.24
2812.50	3.67	0.15
2815.00	3.58	0.11
2817.50	3.56	0.12
2820.00	3.53	0.24
2822.50	3.30	0.13
2825.00	3.26	0.04
2827.50	3.18	0.17
2830.00	3.22	0.13
2832.50	3.21	0.20
2835.00	3.22	0.24
2837.50	3.36	0.12
2840.00	3.49	0.09
2842.50	3.51	0.14
2845.00	3.48	0.10
2847.50	3.56	0.33
2850.00	3.55	0.14
2852.50	3.55	0.26
2855.00	3.40	0.10
2857.50	3.18	0.21
2860.00	3.30	0.08
2862.50	3.26	0.08
2865.00	3.33	0.18
2867.50	3.36	0.13
2870.00	3.32	0.10
2872.50	3.37	0.33
2875.00	3.35	0.29
2877.50	3.52	0.19
2880.00	3.56	0.20
2882.50	3.41	0.20
2885.00	3.53	0.17
2887.50	3.45	0.24
2890.00	3.47	0.13
2892.50	3.30	0.26
2895.00	3.29	0.23
2897.50	3.05	0.66
2900.00	3.19	0.28
2902.50	3.22	0.13
2905.00	3.27	0.13
2907.50	3.29	0.13
2910.00	3.36	0.11
2912.50	3.36	0.13
2915.00	3.43	0.28
2917.50	3.44	0.24
2920.00	3.50	0.15
2922.50	3.60	0.20
2925.00	3.56	0.21
2927.50	3.51	0.34
2930.00	3.63	0.09
2932.50	3.57	0.14
2935.00	3.41	0.11
2937.50	3.26	0.16
2940.00	3.16	0.16
2942.50	3.14	0.18
2945.00	3.11	0.17
2947.50	3.03	0.18
2950.00	3.01	0.19
2952.50	3.07	0.15
2955.00	3.15	0.21
2957.50	3.24	0.21
2960.00	3.12	0.20
2962.50	3.26	0.09
2965.00	3.24	0.19
2967.50	3.32	0.08
2970.00	3.39	0.10
2972.50	3.40	0.21
2975.00	3.53	0.11
2977.50	3.58	0.19
2980.00	3.56	0.25
2982.50	3.43	0.22
2985.00	3.26	0.31
2987.50	3.23	0.15
2990.00	3.27	0.22
2992.50	3.21	0.16
2995.00	3.22	0.18
2997.50	3.42	0.26
3000.00	3.48	0.24
3005.00	3.49	0.17
3010.00	3.51	0.18
3015.00	3.50	0.15
3020.00	3.41	0.13
3025.00	3.36	0.16
3030.00	3.19	0.33
3035.00	3.11	0.21
3040.00	3.21	0.08
3045.00	3.34	0.09
3050.00	3.39	0.12
3055.00	3.36	0.16
3060.00	3.26	0.22
3065.00	3.23	0.30
3070.00	3.23	0.24
3075.00	3.09	0.14
3080.00	3.03	0.25
3085.00	3.09	0.13
3090.00	3.09	0.15
3095.00	3.18	0.13
3100.00	3.20	0.14
3105.00	3.23	0.09
3110.00	3.14	0.22
3115.00	3.18	0.15
3120.00	3.24	0.15
3125.00	3.34	0.06
3130.00	3.38	0.11
3135.00	3.47	0.19
3140.00	3.51	0.21
3145.00	3.40	0.18
3150.00	3.18	0.16
3155.00	2.95	0.28
3160.00	3.00	0.19
3165.00	3.05	0.22
3170.00	3.18	0.16
3175.00	3.14	0.20
3180.00	3.13	0.21
3185.00	3.14	0.19
3190.00	3.10	0.57
3195.00	3.21	0.15
3200.00	3.07	0.19
3205.00	3.11	0.30
3210.00	3.07	0.13
3215.00	3.10	0.09
3220.00	3.12	0.12
3225.00	3.13	0.27
3230.00	3.09	0.14
3235.00	3.03	0.20
3240.00	3.06	0.24
3245.00	3.06	0.15
3250.00	3.10	0.09
3255.00	3.18	0.09
3260.00	3.23	0.10
3265.00	3.22	0.33
3270.00	3.21	0.29
3275.00	3.21	0.15
3280.00	3.28	0.11
3285.00	3.35	0.14
3290.00	3.53	0.29
3295.00	3.64	0.30
3300.00	3.65	0.17
3305.00	3.59	0.25
3310.00	3.44	0.19
3315.00	3.21	0.19
3320.00	3.01	0.73
3325.00	3.17	0.30
3330.00	3.13	0.22
3335.00	3.19	0.10
3340.00	3.22	0.13
3345.00	3.26	0.18
3350.00	3.26	0.19
3355.00	3.30	0.08
3360.00	3.20	0.09
3365.00	3.12	0.10
3370.00	3.04	0.17
3375.00	3.13	0.21
3380.00	3.29	0.23
3385.00	3.31	0.14
3390.00	3.23	0.14
3395.00	3.19	0.16
3400.00	3.21	0.16
3405.00	3.20	0.09
3410.00	3.14	0.13
3415.00	3.05	0.21
3420.00	3.06	0.10
3425.00	3.21	0.18
3430.00	3.10	0.09
3435.00	2.96	0.15
3440.00	2.93	0.07
3445.00	3.00	0.15
3450.00	3.09	0.08
3455.00	3.05	0.18
3460.00	3.09	0.16
3465.00	3.16	0.15
3470.00	3.07	0.11
3475.00	2.94	0.09
3480.00	2.87	0.21
3485.00	2.93	0.10
3490.00	2.95	0.20
3495.00	3.06	0.14
3500.00	3.09	0.08
3505.00	3.01	0.14
3510.00	2.98	0.12
3515.00	3.01	0.26
3520.00	2.98	0.10
3525.00	3.02	0.10
3530.00	3.02	0.11
3535.00	3.06	0.33
3540.00	3.05	0.24
3545.00	3.12	0.14
3550.00	3.06	0.23
3555.00	3.04	0.16
3560.00	3.04	0.09
3565.00	2.90	0.16
3570.00	2.82	0.38
3575.00	2.87	0.13
3580.00	3.11	0.13
3585.00	3.13	0.40
3590.00	3.13	0.12
3595.00	2.96	0.19
3600.00	2.91	0.15
3605.00	2.88	0.23
3610.00	2.84	0.36
3615.00	2.96	0.14
3620.00	3.13	0.26
3625.00	3.20	0.26
3630.00	3.35	0.24
3635.00	3.24	0.13
3640.00	3.07	0.18
3645.00	2.92	0.13
3650.00	3.00	0.09
3655.00	3.12	0.21
3660.00	3.21	0.22
3665.00	3.30	0.35
3670.00	3.30	0.39
3675.00	3.25	0.13
3680.00	3.04	0.17
3685.00	2.97	0.07
3690.00	2.90	0.10
3695.00	2.92	0.10
3700.00	2.98	0.12
3705.00	3.18	0.08
3710.00	3.20	0.13
3715.00	3.12	0.23
3720.00	2.88	0.12
3725.00	2.99	0.56
3730.00	2.95	0.10
3735.00	2.98	0.13
3740.00	3.07	0.13
3745.00	3.17	0.16
3750.00	3.11	0.20
3755.00	2.99	0.12
3760.00	2.90	0.06
3765.00	2.83	0.58
3770.00	2.92	0.09
3775.00	2.98	0.15
3780.00	2.88	0.14
3785.00	2.97	0.16
3790.00	3.06	0.13
3795.00	3.15	0.25
3800.00	2.98	0.09
3805.00	3.07	0.11
3810.00	2.99	0.09
3815.00	2.97	0.10
3820.00	3.03	0.25
3825.00	3.06	0.20
3830.00	3.13	0.23
3835.00	2.99	0.15
3840.00	2.83	0.12
3845.00	2.93	0.21
3850.00	2.95	0.17
3855.00	2.92	0.15
3860.00	2.88	0.19
3865.00	3.06	0.11
3870.00	3.21	0.19
3875.00	3.25	0.14
3880.00	3.02	0.11
3885.00	2.93	0.11
3890.00	2.83	0.14
3895.00	3.02	0.19
3900.00	2.97	0.13
3905.00	2.91	0.10
3910.00	2.93	0.10
3915.00	2.99	0.16
3920.00	3.15	0.17
3925.00	3.03	0.15
3930.00	2.89	0.08
3935.00	2.84	0.14
3940.00	3.05	0.31
3945.00	2.96	0.11
3950.00	2.97	0.10
3955.00	2.86	0.11
3960.00	2.90	0.09
3965.00	2.94	0.08
3970.00	2.96	0.16
3975.00	3.01	0.09
3980.00	3.03	0.07
3985.00	3.08	0.14
3990.00	3.17	0.10
3995.00	3.27	0.22
4000.00	3.18	0.19
4005.00	3.09	0.17
4010.00	3.07	0.13
4015.00	2.95	0.11
4020.00	3.05	0.26
4025.00	2.94	0.08
4030.00	2.98	0.28
4035.00	3.19	0.39
4040.00	3.26	0.41
4045.00	3.25	0.45
4050.00	3.06	0.20
4055.00	3.13	0.25
4060.00	3.09	0.13
4065.00	3.13	0.17
4070.00	3.05	0.11
4075.00	3.05	0.15
4080.00	3.01	0.18
4085.00	2.99	0.18
4090.00	2.92	0.22
4095.00	2.93	0.10
4100.00	2.90	0.13
4105.00	2.90	0.13
4110.00	2.93	0.06
4115.00	2.98	0.07
4120.00	3.04	0.12
4125.00	3.03	0.11
4130.00	2.92	0.13
4135.00	2.90	0.11
4140.00	2.93	0.10
4145.00	2.91	0.11
4150.00	3.03	0.15
4155.00	3.09	0.15
4160.00	3.02	0.10
4165.00	3.04	0.09
4170.00	3.01	0.16
4175.00	2.96	0.12
4180.00	2.88	0.10
4185.00	2.88	0.09
4190.00	2.90	0.09
4195.00	2.95	0.10
4200.00	2.99	0.12
4205.00	3.02	0.13
4210.00	3.01	0.19
4215.00	2.96	0.16
4220.00	2.93	0.13
4225.00	2.91	0.11
4230.00	2.94	0.09
4235.00	2.98	0.11
4240.00	2.93	0.12
4245.00	2.93	0.15
4250.00	3.08	0.10
4255.00	3.15	0.22
4260.00	3.01	0.10
4265.00	2.98	0.18
4270.00	2.87	0.12
4275.00	2.93	0.21
4280.00	2.93	0.12
4285.00	2.93	0.11
4290.00	2.97	0.10
4295.00	3.01	0.19
4300.00	2.99	0.14
4305.00	2.91	0.14
4310.00	2.87	0.12
4315.00	2.83	0.14
4320.00	2.94	0.15
4325.00	2.96	0.23
4330.00	2.92	0.08
4335.00	2.89	0.10
4340.00	2.86	0.58
4345.00	2.98	0.10
4350.00	3.05	0.12
4355.00	2.99	0.04
4360.00	3.03	0.20
4365.00	3.11	0.37
4370.00	2.98	0.15
4375.00	2.94	0.06
4380.00	3.07	0.18
4385.00	2.96	0.07
4390.00	3.02	0.11
4395.00	2.94	0.06
4400.00	2.93	0.12
4405.00	2.96	0.18
4410.00	3.01	0.09
4415.00	3.10	0.25
4420.00	3.05	0.26
4425.00	2.97	0.11
4430.00	3.00	0.15
4435.00	3.10	0.11
4440.00	3.01	0.13
4445.00	2.97	0.18
4450.00	3.05	0.23
4455.00	2.94	0.19
4460.00	2.90	0.12
4465.00	2.91	0.09
4470.00	2.94	0.09
4475.00	2.97	0.12
4480.00	2.98	0.18
4485.00	2.99	0.36
4490.00	3.12	0.23
4495.00	3.07	0.10
4500.00	3.19	0.18
4505.00	3.18	0.19
4510.00	2.96	0.09
4515.00	3.09	0.19
4520.00	2.92	0.09
4525.00	3.03	0.08
4530.00	3.13	0.11
4535.00	3.11	0.10
4540.00	2.98	0.17
4545.00	2.96	0.05
4550.00	2.99	0.17
4555.00	2.99	0.26
4560.00	3.03	0.18
4565.00	3.07	0.19
4570.00	3.14	0.11
4575.00	3.15	0.11
4580.00	3.09	0.12
4585.00	3.01	0.08
4590.00	3.02	0.08
4595.00	3.04	0.17
4600.00	2.97	0.08
4605.00	3.03	0.13
4610.00	3.13	0.14
4615.00	3.22	0.16
4620.00	3.10	0.12
4625.00	2.99	0.21
4630.00	3.05	0.14
4635.00	2.98	0.56
4640.00	2.99	0.11
4645.00	2.95	0.10
4650.00	3.07	0.19
4655.00	3.11	0.13
4660.00	2.99	0.08
4665.00	3.00	0.19
4670.00	2.98	0.12
4675.00	2.96	0.21
4680.00	3.10	0.17
4685.00	3.19	0.15
4690.00	3.17	0.14
4695.00	3.11	0.14
4700.00	2.95	0.16
4705.00	3.01	0.12
4710.00	3.04	0.09
4715.00	2.97	0.14
4720.00	3.01	0.18
4725.00	3.18	0.15
4730.00	3.17	0.22
4735.00	3.19	0.23
4740.00	3.11	0.22
4745.00	3.02	0.05
4750.00	2.97	0.13
4755.00	2.97	0.09
4760.00	2.93	0.19
4765.00	3.04	0.11
4770.00	3.19	0.08
4775.00	3.22	0.16
4780.00	3.17	0.16
4785.00	3.12	0.28
4790.00	2.97	0.12
4795.00	3.01	0.11
4800.00	2.96	0.12
4805.00	3.01	0.14
4810.00	3.15	0.24
4815.00	3.15	0.13
4820.00	3.05	0.08
4825.00	2.99	0.18
4830.00	3.03	0.20
4835.00	3.07	0.22
4840.00	3.15	0.26
4845.00	3.28	0.19
4850.00	3.23	0.17
4855.00	3.08	0.24
4860.00	3.05	0.15
4865.00	2.95	0.14
4870.00	2.94	0.10
4875.00	2.90	0.22
4880.00	2.98	0.09
4885.00	3.09	0.15
4890.00	3.31	0.22
4895.00	3.35	0.24
4900.00	3.23	0.17
4905.00	3.16	0.16
4910.00	2.98	0.11
4915.00	2.88	0.26
4920.00	3.00	0.13
4925.00	2.98	0.17
4930.00	2.98	0.18
4935.00	3.06	0.13
4940.00	3.13	0.08
4945.00	3.12	0.15
4950.00	2.96	0.08
4955.00	2.92	0.21
4960.00	2.98	0.12
4965.00	2.92	0.18
4970.00	2.93	0.16
4975.00	2.86	0.11
4980.00	2.95	0.16
4985.00	2.95	0.11
4990.00	2.83	0.15
4995.00	2.92	0.10
5000.00	2.96	0.15
