depth(m)	initial_age(kiloyear)
1.98	152.0
2.03	155.0
2.08	158.0
2.13	161.0
2.18	164.0
2.23	167.0
2.28	170.0
2.33	173.0
2.38	177.0
2.43	180.0
2.48	183.0
2.53	186.0
2.58	189.0
2.63	193.0
2.68	196.0
2.73	199.0
2.78	202.0
2.83	205.0
2.88	208.0
2.93	212.0
2.98	215.0
3.03	218.0
3.08	221.0
3.13	225.0
3.18	228.0
3.23	232.0
3.28	235.0
3.33	239.0
3.38	243.0
3.43	246.0
3.48	250.0
3.53	254.0
3.58	257.0
3.63	261.0
3.68	264.0
3.73	268.0
3.78	272.0
3.83	275.0
3.88	279.0
3.93	283.0
3.98	286.0
4.03	290.0
4.08	293.0
4.13	297.0
