age(kyr) mean(permil) sigma(permil)
1480.000000 4.225581 0.306849
1481.000000 4.227896 0.302772
1482.000000 4.229724 0.298662
1483.000000 4.230856 0.294352
1484.000000 4.231321 0.289894
1485.000000 4.230846 0.285295
1486.000000 4.229858 0.280490
1487.000000 4.227948 0.275587
1488.000000 4.225232 0.270594
1489.000000 4.221878 0.265491
1490.000000 4.217079 0.259991
1491.000000 4.210916 0.254099
1492.000000 4.203426 0.248154
1493.000000 4.195126 0.242321
1494.000000 4.185214 0.236657
1495.000000 4.173615 0.231239
1496.000000 4.160864 0.226356
1497.000000 4.146376 0.221426
1498.000000 4.128300 0.216156
1499.000000 4.106801 0.210053
1500.000000 4.082472 0.203210
1501.000000 4.058257 0.195685
1502.000000 4.033654 0.188357
1503.000000 4.003728 0.182340
1504.000000 3.973021 0.177755
1505.000000 3.947548 0.175149
1506.000000 3.925329 0.174766
1507.000000 3.887848 0.175683
1508.000000 3.822554 0.175802
1509.000000 3.744156 0.173744
1510.000000 3.665586 0.169023
1511.000000 3.595945 0.162962
1512.000000 3.549390 0.157551
1513.000000 3.533147 0.154554
1514.000000 3.532486 0.153858
1515.000000 3.533594 0.154063
1516.000000 3.533170 0.155112
1517.000000 3.533700 0.156938
1518.000000 3.536222 0.159404
1519.000000 3.543058 0.162337
1520.000000 3.553288 0.165794
1521.000000 3.565527 0.169622
1522.000000 3.582797 0.173799
1523.000000 3.604806 0.178278
1524.000000 3.632117 0.182880
1525.000000 3.666080 0.187440
1526.000000 3.708495 0.193109
1527.000000 3.760780 0.200469
1528.000000 3.815515 0.210411
1529.000000 3.870399 0.224016
1530.000000 3.926022 0.241376
1531.000000 3.984190 0.260737
1532.000000 4.040118 0.278053
1533.000000 4.084965 0.289120
1534.000000 4.117500 0.292120
1535.000000 4.138740 0.287665
1536.000000 4.149864 0.278629
1537.000000 4.151868 0.268046
1538.000000 4.143658 0.258162
1539.000000 4.126043 0.249481
1540.000000 4.097004 0.242043
1541.000000 4.057095 0.235483
1542.000000 4.008378 0.229669
1543.000000 3.952675 0.224817
1544.000000 3.894975 0.221132
1545.000000 3.840567 0.218075
1546.000000 3.793182 0.215784
1547.000000 3.754343 0.214152
1548.000000 3.723280 0.212659
1549.000000 3.699296 0.211143
1550.000000 3.681675 0.209639
1551.000000 3.665687 0.208029
1552.000000 3.651975 0.206433
1553.000000 3.640465 0.204768
1554.000000 3.627515 0.202260
1555.000000 3.611097 0.198080
1556.000000 3.592117 0.191335
1557.000000 3.570683 0.182559
1558.000000 3.547124 0.172048
1559.000000 3.524560 0.160064
1560.000000 3.509092 0.148846
1561.000000 3.496330 0.140301
1562.000000 3.487571 0.136429
1563.000000 3.484738 0.138073
1564.000000 3.487453 0.145615
1565.000000 3.502054 0.158309
1566.000000 3.533181 0.174211
1567.000000 3.578379 0.191147
1568.000000 3.637685 0.206167
1569.000000 3.709579 0.217110
1570.000000 3.787468 0.223185
1571.000000 3.858420 0.224610
1572.000000 3.918560 0.221677
1573.000000 3.970698 0.215960
