Depth	d18O
42.92	3.52
42.94	3.55
42.96	3.53
42.98	3.56
43.0	3.22
43.02	2.96
43.04	3.43
43.06	3.27
43.08	3.39
43.1	3.37
43.12	3.32
43.14	3.39
43.16	3.4
43.18	3.27
43.22	3.43
43.24	3.33
43.26	3.5
43.32	3.19
43.34	3.5
43.46	3.65
43.48	3.7
43.48	3.62
43.49	3.6
43.5	3.75
43.51	3.32
43.52	3.43
43.53	3.47
43.54	3.64
43.55	3.43
43.56	3.45
43.58	3.64
43.6	3.58
43.62	3.71
43.62	3.26
43.64	3.78
43.64	3.67
43.66	3.77
43.7	3.62
43.75	3.17
43.81	3.22
43.83	3.59
43.85	3.21
43.88	3.4
43.9	3.4
43.94	3.15
43.96	3.12
44.0	3.32
44.03	3.47
44.05	3.45
44.07	3.02
44.09	3.43
44.11	3.29
44.13	3.24
44.17	3.35
44.2	3.18
44.22	3.31
44.24	3.31
44.26	3.29
44.28	3.13
44.3	3.16
44.32	3.12
44.34	3.13
44.35	3.17
44.37	3.15
44.39	3.16
44.41	3.0
44.44	2.96
44.45	3.19
44.45	2.86
44.49	2.74
44.52	2.94
44.54	2.79
44.58	3.22
44.61	3.08
44.65	3.01
44.67	2.81
44.72	3.05
44.74	2.89
44.75	3.08
44.77	2.67
44.79	2.93
45.01	3.02
45.02	2.93
45.05	3.25
45.07	3.04
45.13	3.15
45.15	3.37
45.16	3.39
45.18	3.08
45.2	3.18
45.22	3.22
45.23	3.25
45.24	3.16
45.25	3.03
45.26	2.73
45.26	2.95
45.27	3.2
45.28	3.18
45.29	3.07
45.31	2.99
45.33	3.27
45.34	3.05
45.37	3.17
45.4	3.12
45.44	2.92
45.47	2.9
45.48	2.97
45.49	3.08
45.51	2.84
45.52	2.97
45.56	2.92
45.58	2.95
45.59	2.91
45.66	2.72
45.68	2.74
45.69	2.82
45.73	2.62
45.75	2.57
45.76	2.64
45.76	2.7
45.77	2.77
45.8	2.6
45.81	2.83
45.82	2.72
45.83	2.77
45.88	2.64
45.89	2.72
45.9	2.71
45.93	2.74
45.94	2.82
45.95	2.73
45.96	2.81
45.98	2.76
46.0	2.5
46.01	2.42
46.02	2.68
46.03	2.5
46.07	2.69
46.08	2.69
46.1	2.6
46.1	2.68
46.12	2.65
46.13	2.5
46.14	2.53
46.15	2.71
46.18	2.61
46.21	2.56
46.23	2.67
46.25	2.64
46.29	2.61
46.31	2.63
46.33	2.63
46.35	2.62
46.38	2.64
46.42	2.66
46.43	2.49
46.46	2.8
46.48	2.68
46.5	2.44
46.52	2.49
46.55	2.58
46.57	2.77
46.59	2.57
46.61	2.68
46.63	2.48
46.65	2.47
46.67	2.3
46.69	2.53
46.72	2.54
46.74	2.64
46.76	2.51
46.78	2.75
46.8	2.6
46.84	2.75
46.85	2.52
46.86	2.7
46.89	2.57
46.91	2.68
46.95	2.77
46.97	2.87
46.99	2.75
47.01	2.72
47.03	2.85
47.06	2.87
47.1	3.92
47.12	3.95
47.14	3.75
47.16	3.39
47.18	3.18
47.2	3.58
47.23	3.44
47.25	4.33
47.29	4.45
47.31	3.96
47.33	4.25
47.35	4.23
47.37	4.47
47.39	4.22
47.4	4.36
47.42	4.2
47.44	4.33
47.46	4.41
47.48	4.38
47.5	4.36
47.52	4.23
47.54	4.41
47.56	4.13
47.58	4.1
47.59	4.38
47.61	4.35
47.63	4.08
47.65	4.12
47.67	4.49
47.69	4.34
47.71	4.16
47.73	4.08
47.75	4.26
47.76	4.17
47.78	4.23
47.82	4.32
47.84	4.23
47.86	4.27
47.9	4.25
47.95	4.14
47.97	4.38
47.99	4.39
48.01	4.32
48.03	4.17
48.05	4.17
48.07	4.15
48.09	4.12
48.12	4.03
48.14	3.89
48.16	3.94
48.18	4.04
48.22	3.79
48.27	3.88
48.29	3.82
48.35	4.09
48.37	3.84
48.44	3.99
48.46	3.93
48.48	3.74
48.5	3.82
48.52	3.64
48.56	3.87
48.58	4.0
48.61	3.63
48.67	3.7
48.69	3.8
48.84	3.88
48.93	3.61
48.95	4.0
48.97	4.08
48.99	3.97
49.01	4.31
49.03	4.22
49.06	4.14
49.08	4.2
49.1	4.27
49.12	4.17
49.14	4.16
49.16	4.11
49.17	4.31
49.19	4.22
49.23	4.26
49.25	4.05
49.26	4.05
49.28	4.11
49.3	4.05
49.32	4.07
49.34	4.15
49.37	4.17
49.39	4.24
49.41	4.04
49.45	4.06
49.47	3.98
49.48	4.03
49.52	3.71
49.56	3.87
49.59	3.89
49.65	4.08
49.67	3.92
49.68	4.07
49.7	4.07
49.72	3.89
49.74	3.88
49.75	4.09
49.77	4.1
49.79	3.83
49.8	3.73
49.82	4.16
49.84	3.88
49.85	3.86
49.87	3.85
49.89	3.69
49.9	3.57
49.94	3.6
49.95	3.64
49.97	3.9
49.99	3.93
50.0	4.06
50.0	3.87
50.02	4.12
50.04	4.09
50.06	3.84
50.09	3.54
50.11	3.91
50.13	3.99
50.17	4.01
50.2	3.99
50.22	4.05
50.24	3.95
50.26	3.98
50.28	4.01
50.3	3.93
50.33	3.96
50.35	4.07
50.37	3.76
50.39	3.99
50.41	3.96
50.44	3.93
50.46	3.97
50.48	3.9
50.5	3.98
50.52	3.92
50.55	3.89
50.57	3.92
50.59	3.55
50.61	3.59
50.63	3.88
50.68	3.97
50.7	3.98
50.72	3.87
50.74	3.97
50.8	3.75
50.84	3.79
50.86	3.84
50.9	3.84
50.92	3.86
50.94	3.84
50.96	3.49
51.0	3.87
51.04	3.87
51.14	3.66
51.16	3.77
51.18	3.76
51.2	3.83
51.26	3.77
51.28	3.77
51.3	3.61
51.34	3.7
51.38	3.64
51.42	3.63
51.44	3.79
51.46	3.82
51.48	3.82
51.5	3.79
51.54	3.92
51.56	3.95
51.58	3.93
51.6	3.92
51.62	4.01
51.64	3.88
51.66	3.83
51.68	3.89
51.7	3.88
51.72	3.92
51.74	3.88
51.76	3.62
51.78	3.69
51.8	3.8
51.82	3.86
