depth(m)	initial_age(kiloyear)
82.18	700.15
82.19	700.34
82.21	700.52
82.23	700.7
82.25	700.89
82.27	701.07
82.29	701.25
82.3	701.44
82.32	701.62
82.34	701.81
82.36	702.0
82.38	702.21
82.42	702.63
82.44	702.84
82.47	703.05
82.49	703.26
82.51	703.47
82.53	703.68
82.55	703.9
82.57	704.11
82.59	704.32
82.61	704.53
82.63	704.74
82.65	704.95
82.67	705.16
82.7	705.37
82.72	705.58
82.74	705.79
82.76	706.0
82.78	706.21
82.8	706.42
82.84	706.84
82.86	707.05
82.88	707.26
82.9	707.47
82.93	707.68
82.97	708.1
82.99	708.31
83.01	708.52
83.03	708.73
83.05	708.94
83.07	709.15
83.09	709.36
83.11	709.57
83.13	709.78
83.16	709.99
83.18	710.2
83.2	710.41
83.22	710.62
83.24	710.84
83.24	710.83
83.25	710.95
83.26	711.05
83.26	711.04
83.28	711.25
83.28	711.25
83.3	711.45
83.3	711.47
83.32	711.65
83.32	711.68
83.34	711.89
83.34	711.85
83.36	712.1
83.36	712.05
83.38	712.25
83.39	712.31
83.4	712.45
83.41	712.52
83.42	712.65
83.44	712.86
83.45	712.94
83.46	713.06
83.47	713.15
83.48	713.26
83.49	713.36
83.5	713.46
83.51	713.56
83.52	713.66
83.53	713.77
83.54	713.86
83.55	713.97
83.56	714.06
83.57	714.17
83.58	714.26
83.59	714.38
83.6	714.48
83.6	714.46
83.61	714.58
83.62	714.66
83.63	714.78
83.64	714.87
83.65	714.99
83.66	715.07
83.67	715.19
83.68	715.27
83.7	715.47
83.72	715.67
83.74	715.87
83.76	716.07
83.78	716.27
83.8	716.44
83.81	716.6
83.83	716.76
83.83	716.8
83.85	716.93
83.88	717.26
83.89	717.42
83.91	717.58
83.93	717.75
83.94	717.91
83.96	718.08
83.98	718.24
83.99	718.4
84.01	718.57
84.02	718.73
84.04	718.9
84.06	719.06
84.07	719.22
84.11	719.53
84.14	719.76
84.16	719.88
84.17	719.99
84.19	720.1
84.2	720.22
84.21	720.26
84.22	720.33
84.24	720.45
84.25	720.56
84.27	720.67
84.29	720.79
84.3	720.9
84.32	721.02
84.33	721.13
84.35	721.24
84.38	721.47
84.4	721.59
84.42	721.7
84.43	721.81
84.45	721.93
84.48	722.16
84.55	722.64
84.59	722.91
84.63	723.17
84.66	723.44
84.74	723.97
84.76	724.09
84.79	724.33
84.81	724.45
84.83	724.57
84.86	724.82
84.88	724.94
84.9	725.06
84.91	725.18
84.93	725.3
84.95	725.43
84.97	725.55
84.98	725.67
85.0	725.79
85.04	726.04
85.07	726.28
85.09	726.4
85.11	726.52
85.12	726.64
85.14	726.77
85.16	726.89
85.18	727.01
85.19	727.13
85.21	727.25
85.23	727.37
85.24	727.5
85.26	727.62
85.28	727.74
85.3	727.86
85.31	727.98
85.33	728.1
85.35	728.23
85.38	728.47
85.4	728.59
85.42	728.71
85.44	728.83
85.45	728.96
85.47	729.08
85.49	729.2
85.51	729.32
85.52	729.44
85.54	729.56
85.56	729.69
85.58	729.81
85.59	729.93
85.61	730.05
85.63	730.19
85.65	730.33
85.67	730.47
85.69	730.61
85.71	730.75
85.73	730.89
85.75	731.03
85.77	731.17
85.79	731.31
85.81	731.45
85.83	731.59
85.85	731.75
85.87	731.92
85.93	732.41
85.97	732.74
86.01	733.06
86.03	733.23
86.05	733.39
86.07	733.55
86.09	733.72
86.11	733.88
86.13	734.04
86.15	734.21
86.17	734.37
86.19	734.53
86.21	734.7
86.23	734.86
86.25	735.03
86.27	735.19
