Depth	d18O
0.02	3.12
0.05	3.04
0.1	3.08
0.15	3.14
0.2	3.2
0.25	3.21
0.3	3.26
0.35	3.62
0.413	3.79
0.475	4.89
0.525	4.96
0.575	5.03
0.625	5.0
0.675	4.97
0.725	4.58
0.775	4.87
0.975	4.7
1.025	4.45
1.075	4.63
1.125	4.48
1.375	4.6
1.575	4.01
1.675	4.46
1.775	4.4
1.875	4.25
1.975	4.33
2.075	4.36
2.125	4.9
2.175	4.37
2.275	5.19
2.375	4.9
2.525	5.12
2.575	5.19
2.675	4.71
2.775	5.1
2.825	4.75
2.875	4.51
2.925	4.71
2.975	4.91
3.025	5.15
3.075	4.75
3.125	4.13
3.175	4.23
3.225	4.5
3.275	5.15
3.375	4.13
3.425	4.35
3.475	4.5
3.575	4.48
3.625	4.36
3.675	4.35
3.775	4.61
3.825	3.88
3.875	4.36
3.925	3.75
3.975	4.01
4.025	4.21
4.075	3.84
4.175	3.68
4.275	4.21
4.325	4.19
4.375	4.16
4.425	3.91
4.475	4.28
4.575	4.08
4.675	3.91
4.725	3.28
4.775	3.69
4.875	3.65
4.975	3.28
5.075	3.07
5.175	3.12
5.275	4.05
5.325	5.54
5.4	4.06
5.535	4.69
5.675	5.05
5.775	4.93
5.875	5.08
5.975	5.08
6.175	4.46
6.275	4.75
6.375	4.18
6.475	4.71
6.575	4.83
6.675	4.66
6.775	4.83
