age(kyr) mean(permil) sigma(permil)
0.000000 3.258514 0.073665
1.000000 3.249293 0.061626
2.000000 3.261466 0.063837
3.000000 3.293321 0.064125
4.000000 3.318741 0.066091
5.000000 3.352911 0.071839
6.000000 3.389432 0.076260
7.000000 3.420854 0.082832
8.000000 3.462010 0.093225
9.000000 3.535668 0.104257
10.000000 3.639356 0.117358
11.000000 3.778439 0.125878
12.000000 3.930281 0.122839
13.000000 4.072348 0.124189
14.000000 4.214988 0.127195
15.000000 4.362971 0.127908
16.000000 4.515959 0.129296
17.000000 4.661487 0.124843
18.000000 4.782788 0.112739
19.000000 4.865304 0.098769
20.000000 4.897509 0.084215
21.000000 4.888250 0.076371
22.000000 4.855951 0.073556
23.000000 4.818095 0.072509
24.000000 4.777894 0.074367
25.000000 4.740142 0.077438
26.000000 4.709017 0.076450
27.000000 4.686788 0.074785
28.000000 4.663996 0.076389
29.000000 4.632829 0.078038
30.000000 4.596060 0.075990
31.000000 4.565601 0.075281
32.000000 4.541717 0.075377
33.000000 4.513374 0.077779
34.000000 4.488572 0.079639
35.000000 4.471806 0.078416
36.000000 4.462229 0.076662
37.000000 4.461272 0.075910
38.000000 4.460527 0.075098
39.000000 4.450950 0.076589
40.000000 4.441019 0.078760
41.000000 4.423898 0.082054
42.000000 4.406581 0.084241
43.000000 4.391594 0.082872
44.000000 4.380939 0.081784
45.000000 4.375142 0.080073
46.000000 4.368946 0.078112
47.000000 4.359585 0.078182
48.000000 4.350812 0.078027
49.000000 4.347331 0.078196
50.000000 4.346056 0.077907
51.000000 4.339456 0.077575
52.000000 4.338029 0.077820
53.000000 4.340343 0.079669
54.000000 4.348524 0.082211
55.000000 4.364863 0.086599
56.000000 4.384106 0.091738
57.000000 4.407912 0.095384
58.000000 4.433514 0.097064
59.000000 4.450469 0.097859
60.000000 4.463606 0.096495
61.000000 4.470251 0.094564
62.000000 4.470246 0.093764
63.000000 4.467589 0.094941
64.000000 4.461120 0.094225
65.000000 4.449918 0.093140
66.000000 4.439624 0.092647
67.000000 4.427533 0.093059
68.000000 4.409227 0.095745
69.000000 4.381690 0.100226
70.000000 4.342830 0.105907
71.000000 4.294927 0.108535
72.000000 4.243407 0.107077
73.000000 4.195317 0.104383
74.000000 4.151404 0.104824
75.000000 4.102870 0.103884
76.000000 4.054695 0.096816
77.000000 4.029168 0.088841
78.000000 4.025694 0.084239
79.000000 4.018687 0.086169
80.000000 3.988377 0.093606
81.000000 3.932785 0.098880
82.000000 3.873953 0.093507
83.000000 3.843931 0.084653
84.000000 3.855344 0.087924
85.000000 3.909098 0.100912
86.000000 3.981048 0.104214
87.000000 4.046727 0.097783
88.000000 4.075300 0.085903
89.000000 4.072243 0.078535
90.000000 4.055271 0.074960
91.000000 4.028599 0.075424
92.000000 3.992645 0.079361
93.000000 3.947949 0.081913
94.000000 3.895037 0.082075
95.000000 3.843399 0.080502
96.000000 3.809205 0.076850
97.000000 3.808761 0.074674
98.000000 3.818669 0.073471
99.000000 3.818186 0.072868
100.000000 3.825956 0.074149
101.000000 3.838451 0.077247
102.000000 3.852847 0.078618
103.000000 3.868605 0.080650
104.000000 3.884810 0.082911
105.000000 3.906084 0.087401
106.000000 3.938438 0.094458
107.000000 3.974972 0.097078
108.000000 4.012824 0.090387
109.000000 4.040276 0.080872
110.000000 4.045729 0.077986
111.000000 4.025325 0.079790
112.000000 3.994543 0.085550
113.000000 3.950390 0.095048
114.000000 3.887826 0.104576
115.000000 3.811674 0.110448
116.000000 3.727948 0.110028
117.000000 3.639931 0.108615
118.000000 3.550677 0.112075
119.000000 3.461897 0.120744
120.000000 3.382559 0.127143
121.000000 3.322271 0.130164
122.000000 3.285388 0.131534
123.000000 3.279401 0.136376
124.000000 3.302822 0.147298
125.000000 3.361903 0.164877
126.000000 3.451228 0.182566
127.000000 3.558111 0.191092
128.000000 3.661654 0.188665
129.000000 3.756889 0.185293
130.000000 3.850187 0.186590
131.000000 3.952647 0.190584
132.000000 4.065721 0.193721
133.000000 4.183534 0.193197
134.000000 4.302140 0.190115
135.000000 4.418096 0.182835
136.000000 4.526673 0.171623
137.000000 4.621374 0.154749
138.000000 4.694855 0.136590
139.000000 4.745319 0.119771
140.000000 4.776473 0.108579
141.000000 4.791729 0.102731
142.000000 4.795643 0.099604
143.000000 4.784360 0.097439
144.000000 4.763957 0.093949
145.000000 4.746971 0.089608
146.000000 4.732925 0.086951
147.000000 4.718552 0.085672
148.000000 4.704067 0.087794
149.000000 4.684201 0.091833
150.000000 4.665874 0.094324
151.000000 4.650049 0.094089
152.000000 4.640810 0.092559
153.000000 4.632675 0.091916
154.000000 4.629648 0.091323
155.000000 4.630298 0.089754
156.000000 4.638370 0.087656
157.000000 4.639930 0.084840
158.000000 4.633717 0.083737
159.000000 4.629124 0.084864
160.000000 4.625743 0.086421
161.000000 4.616211 0.091485
162.000000 4.602687 0.097233
163.000000 4.579108 0.102109
164.000000 4.542284 0.106283
165.000000 4.499173 0.104766
166.000000 4.470904 0.096095
167.000000 4.456659 0.085126
168.000000 4.444221 0.083333
169.000000 4.434392 0.085827
170.000000 4.422702 0.090930
171.000000 4.406723 0.091074
172.000000 4.383794 0.088224
173.000000 4.361622 0.087537
174.000000 4.359389 0.083921
175.000000 4.380117 0.079896
176.000000 4.408753 0.077936
177.000000 4.429562 0.076424
178.000000 4.437065 0.075692
179.000000 4.439829 0.077183
180.000000 4.442464 0.079740
181.000000 4.447256 0.083733
182.000000 4.456766 0.089528
183.000000 4.459394 0.093639
184.000000 4.458387 0.096291
185.000000 4.452682 0.097345
186.000000 4.434628 0.102545
187.000000 4.398724 0.114568
188.000000 4.343861 0.132617
189.000000 4.267631 0.151760
190.000000 4.173570 0.165988
191.000000 4.071422 0.171543
192.000000 3.978208 0.165886
193.000000 3.917156 0.147185
194.000000 3.884643 0.124642
195.000000 3.864501 0.108340
196.000000 3.842200 0.101506
197.000000 3.811658 0.104704
198.000000 3.772196 0.112672
199.000000 3.722947 0.119992
200.000000 3.656890 0.122325
201.000000 3.606200 0.117239
202.000000 3.593117 0.109667
203.000000 3.607148 0.106209
204.000000 3.644372 0.106039
205.000000 3.693775 0.103055
206.000000 3.741180 0.092477
207.000000 3.758447 0.081972
208.000000 3.737629 0.081645
209.000000 3.685441 0.085054
210.000000 3.634431 0.078356
211.000000 3.609567 0.065532
212.000000 3.603385 0.060907
213.000000 3.591227 0.063552
214.000000 3.564393 0.069850
215.000000 3.546877 0.087160
216.000000 3.581805 0.117156
217.000000 3.697873 0.139016
218.000000 3.847196 0.138778
219.000000 3.982789 0.135313
220.000000 4.119440 0.140650
221.000000 4.255466 0.134762
222.000000 4.347402 0.114803
223.000000 4.372543 0.099414
224.000000 4.345829 0.096388
225.000000 4.297688 0.098577
226.000000 4.251120 0.105143
227.000000 4.217028 0.113799
228.000000 4.197538 0.122156
229.000000 4.190127 0.129361
230.000000 4.169950 0.136721
231.000000 4.120369 0.146344
232.000000 4.039445 0.152227
233.000000 3.936026 0.148610
234.000000 3.829847 0.138720
235.000000 3.725747 0.125809
236.000000 3.626654 0.114230
237.000000 3.542026 0.101678
238.000000 3.486711 0.088356
239.000000 3.471007 0.085432
240.000000 3.494814 0.096840
241.000000 3.567037 0.110717
242.000000 3.672939 0.124524
243.000000 3.791897 0.138100
244.000000 3.922223 0.148961
245.000000 4.050954 0.149115
246.000000 4.167607 0.142933
247.000000 4.259740 0.131101
248.000000 4.325365 0.116605
249.000000 4.370824 0.108750
250.000000 4.410098 0.110096
251.000000 4.451359 0.114735
252.000000 4.490720 0.115478
253.000000 4.523781 0.112482
254.000000 4.542236 0.108991
255.000000 4.545300 0.104668
256.000000 4.537374 0.099700
257.000000 4.529552 0.096683
258.000000 4.522414 0.092490
259.000000 4.516920 0.085535
260.000000 4.514062 0.078870
261.000000 4.511741 0.073759
262.000000 4.506660 0.070434
263.000000 4.501200 0.068581
264.000000 4.492377 0.068550
265.000000 4.488310 0.070035
266.000000 4.486062 0.073187
267.000000 4.484738 0.077899
268.000000 4.484434 0.082078
269.000000 4.487316 0.084538
270.000000 4.485811 0.083618
271.000000 4.478690 0.082122
272.000000 4.465985 0.081121
273.000000 4.443008 0.081891
274.000000 4.417437 0.084731
275.000000 4.395465 0.088939
276.000000 4.376257 0.094529
277.000000 4.346233 0.101654
278.000000 4.309086 0.109032
279.000000 4.259158 0.114651
280.000000 4.201969 0.119461
281.000000 4.135205 0.128768
282.000000 4.061149 0.135206
283.000000 3.978815 0.125262
284.000000 3.911178 0.104403
285.000000 3.873719 0.086468
