Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
700.6745828	3.79	0.2
700.9489069	3.8	0.2
701.2269566	3.72	0.2
701.5131594	4.24	0.2
701.7682972	3.85	0.2
702.0308472	3.9	0.2
702.2871598	4.15	0.2
702.5146545	4.08	0.2
702.7475376	4.12	0.2
702.9490114	4.14	0.2
703.1649298	4.05	0.2
703.3729647	3.96	0.2
703.5901996	4.13	0.2
703.817955	4.16	0.2
704.0239741	4.05	0.2
704.2417884	4.2	0.2
704.4829923	4.14	0.2
704.698558	4.18	0.2
704.9303156	4	0.2
705.1488654	3.87	0.2
705.3695717	3.92	0.2
705.5723914	3.93	0.2
705.9785552	4.03	0.2
706.1996506	3.83	0.2
706.5996952	3.8	0.2
706.8097869	3.85	0.2
707.0540957	3.84	0.2
707.251057	3.88	0.2
707.4834597	3.9	0.2
707.7073185	4.11	0.2
707.9376306	4.09	0.2
708.1463804	4.13	0.2
708.3451039	4.04	0.2
708.5553931	4.15	0.2
708.7817872	4.14	0.2
709.0125368	4.11	0.2
709.2169739	4.01	0.2
709.4232375	4.12	0.2
709.6268521	4.08	0.2
709.8170119	4.11	0.2
710.0063438	3.96	0.2
710.3683417	4.23	0.2
710.5591431	3.9	0.2
710.7411405	3.99	0.2
710.9328353	3.98	0.2
711.120826	4.01	0.2
711.3098359	4.04	0.2
711.5008938	4.11	0.2
711.678207	4.06	0.2
711.8583597	4.01	0.2
712.0433009	4.15	0.2
712.2352565	4.06	0.2
712.427877	4.05	0.2
712.6145402	4.17	0.2
712.7992744	4.04	0.2
712.9972552	4.18	0.2
713.1847316	4.16	0.2
713.3852144	4.18	0.2
713.5845248	4.23	0.2
713.7632346	4.13	0.2
713.9624474	4.17	0.2
714.1744291	4.5	0.2
714.3638033	4.57	0.2
714.5413185	4.26	0.2
714.709739	4.48	0.2
717.4782406	4.81	0.2
717.7846334	4.81	0.2
718.3227803	4.89	0.2
718.4845774	5.08	0.2
718.6659504	5	0.2
718.8426202	5.06	0.2
719.0108851	4.87	0.2
719.1898097	5.05	0.2
719.3752522	4.96	0.2
719.5724868	4.99	0.2
719.7559535	4.84	0.2
719.9418461	4.84	0.2
720.1477836	4.84	0.2
720.3759233	4.9	0.2
720.6056113	4.79	0.2
720.8558469	4.82	0.2
721.1003133	4.66	0.2
721.3905061	4.56	0.2
721.6682948	4.49	0.2
721.9280484	4.64	0.2
722.1622069	4.52	0.2
722.4167906	4.61	0.2
722.6735573	4.71	0.2
722.9369753	4.69	0.2
723.2302116	4.49	0.2
723.5626069	4.49	0.2
723.917706	4.47	0.2
724.2213121	4.45	0.2
724.6049606	4.3	0.2
724.9250753	4.45	0.2
725.262822	4.34	0.2
725.6177394	4.31	0.2
725.9976879	4.25	0.2
726.33639	4.25	0.2
726.6660805	4.19	0.2
726.9944614	4.27	0.2
727.349418	4.33	0.2
727.6459914	4.16	0.2
727.9778827	4.21	0.2
728.2901719	3.99	0.2
728.6093597	4.36	0.2
728.9103501	4.39	0.2
729.1891382	4.08	0.2
729.5029889	4.31	0.2
729.8035841	4.39	0.2
730.0870382	3.98	0.2
730.3603968	4.1	0.2
730.6686553	4.17	0.2
731.0160146	4.06	0.2
731.3462117	4.02	0.2
731.6258535	4.04	0.2
731.9272087	4.11	0.2
732.199706	4.12	0.2
732.4655192	4.13	0.2
732.7521208	4.26	0.2
733.0450719	4.24	0.2
733.3281344	4.18	0.2
733.5945317	4.22	0.2
733.85911	4.13	0.2
734.1667056	4.35	0.2
734.4313967	4.29	0.2
