Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
1500.965819	4.13	0.2
1504.173793	4.26	0.2
1506.559142	4.36	0.2
1510.089297	4.2	0.2
1512.803083	3.88	0.2
1514.750639	3.67	0.2
1516.515833	3.88	0.2
1518.19054	3.71	0.2
1519.766526	3.775	0.2
1521.484896	3.79	0.2
1523.418939	3.92	0.2
1525.821529	4.04	0.2
1528.964562	4.295	0.2
1532.320777	4.37	0.2
1536.846487	4.58	0.2
1541.838845	4.49	0.2
1547.505153	4.12	0.2
1550.50341	3.94	0.2
1555.867529	3.77	0.2
1557.972048	3.84	0.2
1559.831486	3.97	0.2
1561.680691	3.9	0.2
1563.572709	3.58	0.2
1565.555351	3.33	0.2
1568.011274	3.9	0.2
1572.485098	4.32	0.2
1576.970599	4.45	0.2
1581.818131	4.14	0.2
1582.533146	4.1	0.2
1585.505452	4.145	0.2
1588.955194	4.095	0.2
1592.174992	3.845	0.2
1594.196799	3.755	0.2
1594.658212	3.74	0.2
1596.458497	4.085	0.2
1598.330714	3.81	0.2
1600.114141	3.705	0.2
1601.918399	3.566666667	0.2
1603.750764	3.47	0.2
1605.01626	3.48	0.2
1605.62298	3.4	0.2
1607.660184	3.756666667	0.2
1609.772309	3.745	0.2
1612.216303	3.82	0.2
1614.621379	3.89	0.2
1615.261814	3.67	0.2
1617.751779	3.82	0.2
1621.523623	3.7	0.2
1624.568443	3.74	0.2
1627.400146	4.02	0.2
1630.097485	3.59	0.2
1635.054716	3.62	0.2
1637.600575	3.71	0.2
1640.704915	3.95	0.2
1644.209004	4.285	0.2
1646.41545	4.165	0.2
1651.376122	4.34	0.2
1655.394746	4.17	0.2
1659.109462	4.313333333	0.2
1662.152064	4.29	0.2
1664.675066	4.26	0.2
1666.727362	4.195	0.2
1668.459943	4.25	0.2
1670.196547	4.07	0.2
1671.846048	4.13	0.2
1673.768744	3.936666667	0.2
1675.450432	3.805	0.2
1675.890736	3.86	0.2
1678.052674	3.765	0.2
1680.195141	3.766666667	0.2
1682.739979	3.73	0.2
1685.617101	4.16	0.2
1688.36366	3.93	0.2
1691.001762	4.015	0.2
1693.650227	3.965	0.2
1696.337307	4.11	0.2
1698.77763	4.39	0.2
1700.896106	4.49	0.2
1702.705075	4.55	0.2
1704.769969	4.36	0.2
1706.486014	4.44	0.2
1708.787275	4.12	0.2
1710.485121	4.22	0.2
1713.371045	4.08	0.2
1716.092393	3.88	0.2
1719.166452	3.91	0.2
1721.823953	4.04	0.2
1724.482518	4.17	0.2
1727.126212	4.095	0.2
1729.339665	4	0.2
1731.559395	4.09	0.2
1734.004681	4.06	0.2
1736.899169	3.83	0.2
1739.491195	4.02	0.2
1741.733819	4	0.2
1746.008263	4.25	0.2
1747.504672	4.47	0.2
1749.475799	4.46	0.2
1751.31015	4.55	0.2
1754.223779	4.09	0.2
1758.306027	3.93	0.2
1759.492387	3.46	0.2
1762.211431	3.88	0.2
1765.192792	3.44	0.2
1768.427652	3.41	0.2
1771.860346	3.57	0.2
1774.541188	3.73	0.2
1777.662871	3.96	0.2
1780.154485	3.94	0.2
1783.715155	4.11	0.2
1786.15624	4.15	0.2
1788.378937	4.23	0.2
1790.310927	4.21	0.2
1792.20596	4.37	0.2
1794.170295	4.245	0.2
