depth(m)	initial_age(kiloyear)
12.03	301.07
12.03	301.07
12.23	305.78
12.43	310.94
12.53	314.07
12.63	317.2
12.73	320.33
12.83	323.45
12.93	326.58
13.03	329.71
13.13	332.84
13.13	332.84
13.22	335.58
13.22	335.58
13.43	340.84
13.43	340.84
13.53	343.34
13.63	345.76
13.73	348.1
13.83	350.45
13.93	352.8
14.03	355.14
14.33	362.18
14.43	364.52
14.43	364.52
14.53	366.87
14.63	369.22
14.72	371.33
14.83	373.91
14.93	376.25
15.03	378.6
15.13	380.94
15.23	383.29
15.33	385.64
15.33	385.64
15.43	387.98
15.53	390.33
15.53	390.33
15.63	392.67
15.73	395.02
15.83	397.46
15.93	399.96
15.93	399.96
16.03	403.25
16.13	407.16
16.22	410.68
16.33	414.98
16.43	418.88
16.43	418.88
16.53	421.61
16.53	421.61
16.63	424.11
16.63	424.11
16.73	426.62
16.83	429.12
16.93	431.47
17.13	435.76
17.23	437.85
17.23	437.85
17.33	439.89
17.43	441.76
17.53	443.52
17.63	444.87
17.72	446.0
17.82	447.25
17.83	447.37
17.92	448.5
17.92	448.5
18.07	450.38
18.12	451.0
18.25	452.63
18.52	457.18
18.62	459.06
18.72	460.94
18.84	463.19
18.84	463.19
19.02	466.78
19.12	469.11
19.22	471.52
19.32	474.03
19.32	474.03
19.42	476.53
19.58	480.53
19.58	480.53
19.81	486.29
19.81	486.29
19.92	489.13
19.92	489.13
20.01	491.94
20.11	495.07
20.22	498.51
20.32	501.64
20.41	504.45
20.51	507.58
20.71	513.84
20.71	513.84
20.81	516.96
20.91	520.79
21.07	527.05
21.07	527.05
