age(kyr) mean(permil) sigma(permil)
280.000000 3.917487 0.264644
281.000000 3.918418 0.259966
282.000000 3.919255 0.254915
283.000000 3.920044 0.249486
284.000000 3.921155 0.243701
285.000000 3.922552 0.237498
286.000000 3.924167 0.230892
287.000000 3.926592 0.223967
288.000000 3.930671 0.217109
289.000000 3.936851 0.210377
290.000000 3.945119 0.204019
291.000000 3.956852 0.198420
292.000000 3.970699 0.193400
293.000000 3.987489 0.188863
294.000000 4.006753 0.184313
295.000000 4.029202 0.180160
296.000000 4.054639 0.176992
297.000000 4.084475 0.174142
298.000000 4.108635 0.170553
299.000000 4.117657 0.166173
300.000000 4.099933 0.161800
301.000000 4.067793 0.158777
302.000000 4.032630 0.156045
303.000000 3.999987 0.154279
304.000000 3.974314 0.152634
305.000000 3.959151 0.151319
306.000000 3.941950 0.150729
307.000000 3.923477 0.150578
308.000000 3.897086 0.150933
309.000000 3.858597 0.151609
310.000000 3.828829 0.152562
311.000000 3.797547 0.153425
312.000000 3.764112 0.154650
313.000000 3.737362 0.155422
314.000000 3.712884 0.156494
315.000000 3.691661 0.156558
316.000000 3.673384 0.156504
317.000000 3.659199 0.155640
318.000000 3.648079 0.154587
319.000000 3.637830 0.153356
320.000000 3.624404 0.152042
321.000000 3.591019 0.150987
322.000000 3.532399 0.150342
323.000000 3.460972 0.149126
324.000000 3.396781 0.148601
325.000000 3.326380 0.149211
326.000000 3.266176 0.150377
327.000000 3.226976 0.152343
328.000000 3.213692 0.155661
329.000000 3.215973 0.160210
330.000000 3.215857 0.166347
331.000000 3.241011 0.173424
332.000000 3.334017 0.181390
333.000000 3.492202 0.188973
334.000000 3.662486 0.194641
335.000000 3.800771 0.198862
336.000000 3.921966 0.201145
337.000000 4.064154 0.201983
338.000000 4.208246 0.200816
339.000000 4.312129 0.196736
340.000000 4.385658 0.192306
341.000000 4.452217 0.187442
342.000000 4.508511 0.182145
343.000000 4.545275 0.177273
344.000000 4.564851 0.172094
345.000000 4.568542 0.167497
346.000000 4.558630 0.162999
347.000000 4.534474 0.159202
348.000000 4.501822 0.155881
349.000000 4.464689 0.152351
350.000000 4.428207 0.149499
351.000000 4.399322 0.146782
352.000000 4.379389 0.144250
353.000000 4.370151 0.141210
354.000000 4.365907 0.138181
355.000000 4.369208 0.135307
356.000000 4.369378 0.132189
357.000000 4.362895 0.129433
358.000000 4.351978 0.126953
359.000000 4.346855 0.124755
360.000000 4.335727 0.122784
361.000000 4.319015 0.121451
362.000000 4.297190 0.120101
363.000000 4.272826 0.120140
364.000000 4.250394 0.119931
365.000000 4.232415 0.119565
366.000000 4.209302 0.119144
367.000000 4.181259 0.120054
368.000000 4.156381 0.120063
369.000000 4.138131 0.119805
370.000000 4.122233 0.119515
371.000000 4.108496 0.119794
372.000000 4.091133 0.119401
373.000000 4.076146 0.119518
374.000000 4.063763 0.119825
375.000000 4.051848 0.119941
376.000000 4.036149 0.120328
377.000000 4.020376 0.121176
378.000000 4.003085 0.122500
379.000000 3.985447 0.124278
380.000000 3.972363 0.125504
381.000000 3.961781 0.127304
382.000000 3.949135 0.129585
383.000000 3.932509 0.132433
384.000000 3.909474 0.135095
385.000000 3.880346 0.137770
386.000000 3.858639 0.140436
387.000000 3.843250 0.142866
388.000000 3.830504 0.145572
389.000000 3.821161 0.148318
390.000000 3.813137 0.151366
391.000000 3.803907 0.153797
392.000000 3.787658 0.155305
393.000000 3.773482 0.157156
394.000000 3.763554 0.159066
395.000000 3.745437 0.160923
396.000000 3.710986 0.162936
397.000000 3.661876 0.165279
398.000000 3.595702 0.167362
399.000000 3.513165 0.169097
400.000000 3.424316 0.170545
401.000000 3.337321 0.172011
402.000000 3.253425 0.174042
403.000000 3.180206 0.175101
404.000000 3.127785 0.176906
405.000000 3.100015 0.178788
406.000000 3.090857 0.181488
407.000000 3.093892 0.184850
408.000000 3.107971 0.188104
409.000000 3.136249 0.191819
410.000000 3.178157 0.195472
411.000000 3.233568 0.199688
412.000000 3.304736 0.203874
413.000000 3.390562 0.207691
414.000000 3.478059 0.210852
415.000000 3.556727 0.213574
416.000000 3.629313 0.216822
417.000000 3.699886 0.219730
418.000000 3.763230 0.221652
419.000000 3.819946 0.223369
420.000000 3.873612 0.225300
421.000000 3.919712 0.225784
422.000000 3.961533 0.225213
423.000000 4.010191 0.224234
424.000000 4.076199 0.222964
425.000000 4.170871 0.221283
426.000000 4.293526 0.218246
427.000000 4.419515 0.214201
428.000000 4.540090 0.209679
429.000000 4.657552 0.204519
430.000000 4.750588 0.198850
431.000000 4.804425 0.192870
432.000000 4.830653 0.187151
433.000000 4.844105 0.181434
434.000000 4.847862 0.175940
435.000000 4.841411 0.170843
436.000000 4.830552 0.165862
437.000000 4.811992 0.161262
438.000000 4.783640 0.157134
439.000000 4.757970 0.153449
440.000000 4.730560 0.150103
441.000000 4.697308 0.146859
442.000000 4.658345 0.144114
443.000000 4.618256 0.141770
444.000000 4.581104 0.139828
445.000000 4.547216 0.138022
446.000000 4.513984 0.136499
447.000000 4.481024 0.135660
448.000000 4.448207 0.134916
449.000000 4.414024 0.134226
450.000000 4.389740 0.133604
451.000000 4.372907 0.133314
452.000000 4.364798 0.133620
453.000000 4.355994 0.133431
454.000000 4.351126 0.134216
455.000000 4.343413 0.135210
456.000000 4.328465 0.136178
457.000000 4.318091 0.137008
458.000000 4.315069 0.137725
459.000000 4.315168 0.139158
460.000000 4.317980 0.140094
461.000000 4.320744 0.140893
462.000000 4.320220 0.142505
463.000000 4.310901 0.143711
464.000000 4.297062 0.144709
465.000000 4.281467 0.145212
466.000000 4.265678 0.145821
467.000000 4.247951 0.146541
468.000000 4.229975 0.147169
469.000000 4.220627 0.148000
470.000000 4.209905 0.148396
471.000000 4.193082 0.149249
472.000000 4.180199 0.149361
473.000000 4.169825 0.149918
474.000000 4.156238 0.151101
475.000000 4.137780 0.151348
476.000000 4.112770 0.152160
477.000000 4.077881 0.152633
478.000000 4.038581 0.152351
479.000000 3.997884 0.152782
480.000000 3.948437 0.152811
481.000000 3.890928 0.153005
482.000000 3.835950 0.153127
483.000000 3.783893 0.153239
484.000000 3.731993 0.152943
485.000000 3.684858 0.152687
486.000000 3.637058 0.153225
487.000000 3.592097 0.153374
488.000000 3.559376 0.153078
489.000000 3.533600 0.152860
490.000000 3.507425 0.153125
491.000000 3.490641 0.154189
492.000000 3.487853 0.153244
493.000000 3.499265 0.153392
494.000000 3.530993 0.153312
495.000000 3.575491 0.153271
496.000000 3.617335 0.152352
497.000000 3.651245 0.151493
498.000000 3.673770 0.151343
499.000000 3.686151 0.150224
500.000000 3.689365 0.149249
501.000000 3.689201 0.148935
502.000000 3.689179 0.148190
503.000000 3.702450 0.147564
504.000000 3.735948 0.147219
505.000000 3.785000 0.147093
506.000000 3.840802 0.146977
507.000000 3.898976 0.146086
508.000000 3.950035 0.144967
509.000000 3.991764 0.144893
510.000000 4.029467 0.144289
511.000000 4.058907 0.143441
512.000000 4.071382 0.143387
513.000000 4.071814 0.143392
514.000000 4.062132 0.143062
515.000000 4.045049 0.143353
516.000000 4.022734 0.143912
517.000000 3.996316 0.144408
518.000000 3.967047 0.144724
519.000000 3.940908 0.144987
520.000000 3.916423 0.145811
521.000000 3.899604 0.146149
522.000000 3.888367 0.146389
523.000000 3.887131 0.146776
524.000000 3.891673 0.147001
525.000000 3.902059 0.147321
526.000000 3.921809 0.147525
527.000000 3.944757 0.147580
528.000000 3.963977 0.148235
529.000000 3.984249 0.148257
530.000000 4.019722 0.148420
531.000000 4.069001 0.148101
532.000000 4.095276 0.148227
533.000000 4.120759 0.147559
534.000000 4.140915 0.147333
535.000000 4.172460 0.147446
536.000000 4.216624 0.147301
537.000000 4.259778 0.145940
538.000000 4.290222 0.144723
539.000000 4.303681 0.143905
540.000000 4.308315 0.143581
541.000000 4.315152 0.143241
542.000000 4.320144 0.142996
543.000000 4.317773 0.142857
544.000000 4.313966 0.142676
545.000000 4.307608 0.142707
546.000000 4.298095 0.142854
547.000000 4.287426 0.143162
548.000000 4.269042 0.143580
549.000000 4.246526 0.144642
550.000000 4.229545 0.145588
551.000000 4.211211 0.146344
552.000000 4.189373 0.147930
553.000000 4.162719 0.149468
554.000000 4.134052 0.150349
555.000000 4.100905 0.151168
556.000000 4.071130 0.152639
557.000000 4.034998 0.153195
558.000000 3.993953 0.153808
559.000000 3.969198 0.155151
560.000000 3.957337 0.156374
561.000000 3.939056 0.157138
562.000000 3.901581 0.157523
563.000000 3.856611 0.158832
564.000000 3.833128 0.159724
565.000000 3.809213 0.160329
566.000000 3.782363 0.161216
567.000000 3.756994 0.161809
568.000000 3.734207 0.162755
569.000000 3.707025 0.163565
570.000000 3.670853 0.164385
571.000000 3.629941 0.165205
572.000000 3.576718 0.166060
573.000000 3.515844 0.166561
574.000000 3.460824 0.166964
575.000000 3.423256 0.166780
576.000000 3.409691 0.167108
577.000000 3.427018 0.167690
578.000000 3.477001 0.168862
579.000000 3.563127 0.170219
580.000000 3.674118 0.170949
581.000000 3.776866 0.170450
582.000000 3.856043 0.169622
583.000000 3.922967 0.168375
584.000000 3.974401 0.167342
585.000000 4.018165 0.166829
586.000000 4.041042 0.166288
587.000000 4.044087 0.165649
588.000000 4.037372 0.165226
589.000000 4.022842 0.164849
590.000000 3.998886 0.164933
591.000000 3.965997 0.165544
592.000000 3.929971 0.165858
593.000000 3.899293 0.166230
594.000000 3.875983 0.166347
595.000000 3.855310 0.166113
596.000000 3.832505 0.166293
597.000000 3.814196 0.166901
598.000000 3.809849 0.166969
599.000000 3.810457 0.167870
600.000000 3.817553 0.169289
601.000000 3.827127 0.170047
602.000000 3.840592 0.171200
603.000000 3.839590 0.171577
604.000000 3.831932 0.172563
605.000000 3.814678 0.173840
606.000000 3.784141 0.174605
607.000000 3.739956 0.175563
608.000000 3.690768 0.176396
609.000000 3.640256 0.177486
610.000000 3.591429 0.177581
611.000000 3.553041 0.178048
612.000000 3.530181 0.177972
613.000000 3.526240 0.177893
614.000000 3.539153 0.177929
615.000000 3.553973 0.178164
616.000000 3.581381 0.178500
617.000000 3.639268 0.179077
618.000000 3.734157 0.179427
619.000000 3.861062 0.178785
620.000000 4.000091 0.177342
621.000000 4.138535 0.175899
622.000000 4.273018 0.173667
623.000000 4.394000 0.171474
624.000000 4.505761 0.170017
625.000000 4.617274 0.168481
626.000000 4.719411 0.165835
627.000000 4.785612 0.162700
628.000000 4.800883 0.159476
629.000000 4.791375 0.156217
630.000000 4.767079 0.153514
631.000000 4.732044 0.151040
632.000000 4.706791 0.147962
633.000000 4.692621 0.145222
634.000000 4.683906 0.142140
635.000000 4.671276 0.139417
636.000000 4.655243 0.136602
637.000000 4.647516 0.134470
638.000000 4.641974 0.132423
639.000000 4.626392 0.130396
640.000000 4.604897 0.127755
641.000000 4.582047 0.126092
642.000000 4.557986 0.124475
643.000000 4.536096 0.122841
644.000000 4.524157 0.121281
645.000000 4.515519 0.120728
646.000000 4.510971 0.119850
647.000000 4.500175 0.118948
648.000000 4.483533 0.118521
649.000000 4.470568 0.118836
650.000000 4.464336 0.119053
651.000000 4.463664 0.118875
652.000000 4.458395 0.119185
653.000000 4.446142 0.119876
654.000000 4.433325 0.120358
655.000000 4.416335 0.121715
656.000000 4.396540 0.123082
657.000000 4.374726 0.123762
658.000000 4.355703 0.124741
659.000000 4.343203 0.126102
660.000000 4.338798 0.127780
661.000000 4.337590 0.128543
662.000000 4.325669 0.129392
663.000000 4.308840 0.130878
664.000000 4.294749 0.131859
665.000000 4.286286 0.133203
666.000000 4.277359 0.134777
667.000000 4.276050 0.136744
668.000000 4.269491 0.137868
669.000000 4.251723 0.139027
670.000000 4.231476 0.140523
671.000000 4.207960 0.141634
672.000000 4.183062 0.142884
673.000000 4.158765 0.144025
674.000000 4.138448 0.145046
675.000000 4.122161 0.146502
676.000000 4.104805 0.147837
677.000000 4.080559 0.148975
678.000000 4.058254 0.150265
679.000000 4.037464 0.151311
680.000000 4.016175 0.152229
681.000000 3.987528 0.153120
682.000000 3.950294 0.154370
683.000000 3.908827 0.154951
684.000000 3.880292 0.155141
685.000000 3.851409 0.155767
686.000000 3.817848 0.156290
687.000000 3.774861 0.157721
688.000000 3.726443 0.158482
689.000000 3.680942 0.158609
690.000000 3.649297 0.158541
691.000000 3.624304 0.158223
692.000000 3.602843 0.158876
693.000000 3.581121 0.159204
694.000000 3.562915 0.159423
695.000000 3.549319 0.159524
696.000000 3.538652 0.159060
697.000000 3.537634 0.158974
698.000000 3.550276 0.159109
699.000000 3.574630 0.159122
700.000000 3.604165 0.159554
701.000000 3.640597 0.160018
702.000000 3.678343 0.159858
703.000000 3.714060 0.159049
704.000000 3.750150 0.158178
705.000000 3.790194 0.158092
706.000000 3.835321 0.156806
707.000000 3.884293 0.155028
708.000000 3.925722 0.153742
709.000000 3.960710 0.152155
710.000000 3.996988 0.150488
711.000000 4.032476 0.149031
712.000000 4.070762 0.147222
713.000000 4.130914 0.146358
714.000000 4.210829 0.144200
715.000000 4.287791 0.141235
716.000000 4.344926 0.138694
717.000000 4.379271 0.135903
718.000000 4.400785 0.133744
719.000000 4.414004 0.131637
720.000000 4.413114 0.129732
721.000000 4.403606 0.128236
722.000000 4.385747 0.127359
723.000000 4.351158 0.126500
724.000000 4.308275 0.125577
725.000000 4.265524 0.125741
726.000000 4.218455 0.125934
727.000000 4.159405 0.126043
728.000000 4.100051 0.126360
729.000000 4.059896 0.126075
730.000000 4.035003 0.126079
731.000000 4.023912 0.126940
732.000000 4.025076 0.127860
733.000000 4.041751 0.128934
734.000000 4.064350 0.129735
735.000000 4.089783 0.130403
736.000000 4.109760 0.131149
737.000000 4.123827 0.132042
738.000000 4.134549 0.132757
