depth(m)	initial_age(kiloyear)
0.005	4.6
0.055	5.95
0.105	7.3
0.16	8.78
0.205	10.0
0.23	10.68
0.25	11.22
0.27	11.76
0.29	12.3
0.33	13.3
0.35	13.8
0.37	14.3
0.39	14.8
0.43	15.8
0.45	16.3
0.47	16.77
0.49	17.23
0.51	17.7
0.51	17.7
0.53	18.09
0.55	18.48
0.57	18.87
0.59	19.26
0.605	19.55
0.605	19.55
0.63	20.04
0.67	20.82
0.705	21.51
0.73	22.0
0.75	22.39
0.77	22.78
0.83	23.95
0.87	24.73
0.89	25.12
0.908	25.47
0.908	25.47
0.95	26.29
0.97	26.68
0.985	26.97
1.005	27.36
1.005	27.36
1.04	28.05
1.07	28.63
1.105	29.32
1.14	30.0
1.17	30.71
1.205	31.53
1.205	31.53
1.24	32.36
1.27	33.06
1.305	33.89
1.305	33.89
1.34	34.71
1.37	35.42
1.405	36.24
1.405	36.24
1.505	38.6
1.505	38.6
1.54	39.43
1.57	40.13
1.605	40.96
1.605	40.96
1.64	41.78
1.67	42.49
1.705	43.31
1.705	43.31
1.74	44.14
1.77	44.85
1.805	45.67
1.805	45.67
1.84	46.5
1.87	47.2
1.905	48.03
1.94	48.85
1.97	49.56
2.005	50.38
2.005	50.38
2.105	52.74
2.205	55.1
2.205	55.1
2.305	60.12
2.505	71.12
2.605	75.18
2.705	79.25
2.805	82.17
2.905	85.09
3.005	88.01
3.105	90.93
3.205	93.86
3.405	99.7
3.505	102.62
3.605	105.54
3.605	105.54
3.705	108.46
3.705	108.46
3.805	111.38
3.905	114.3
3.905	114.3
4.005	117.22
4.075	119.27
4.175	122.19
4.275	126.17
4.275	126.17
4.405	131.36
4.505	135.34
4.605	137.34
4.705	139.33
4.805	141.33
4.905	143.33
4.94	144.03
