depth(m)	initial_age(kiloyear)
2.62	100.1
2.65	101.7
2.7	104.0
2.75	106.0
2.8	108.1
2.86	110.9
3.01	119.5
3.05	121.7
3.1	124.2
3.15	126.4
3.21	129.0
3.26	131.1
3.3	132.8
3.35	134.8
3.41	137.3
3.45	139.0
3.51	141.8
3.55	143.7
3.61	146.6
3.66	149.2
3.71	151.7
3.76	154.3
3.8	156.3
3.86	159.5
3.91	162.1
3.96	164.9
4.02	168.4
4.06	170.7
4.11	173.8
4.16	176.9
4.21	180.0
4.26	183.0
4.31	185.9
4.36	188.8
4.4	191.0
4.46	194.7
4.51	198.0
4.55	200.9
4.61	205.7
4.65	209.1
4.71	214.1
4.75	217.3
4.8	221.2
4.81	221.9
4.85	224.7
4.96	232.0
5.01	235.0
5.06	237.9
5.11	240.7
5.16	243.4
5.2	245.6
5.26	248.6
5.31	251.2
5.36	253.7
5.41	256.4
5.45	258.5
5.5	261.2
5.56	264.6
5.61	267.4
5.66	270.2
5.71	272.9
5.76	275.4
5.81	277.8
5.85	279.6
5.91	282.0
5.96	283.9
6.0	285.3
6.06	287.2
6.11	288.7
6.15	289.8
6.21	291.3
6.26	292.5
6.31	293.6
6.36	294.7
6.41	295.8
6.46	296.8
6.51	297.8
6.56	298.9
6.61	299.9
