age(kyr) mean(permil) sigma(permil)
1480.000000 3.384956 0.393819
1481.000000 3.378393 0.397631
1482.000000 3.373470 0.401484
1483.000000 3.370223 0.405390
1484.000000 3.368725 0.409289
1485.000000 3.368668 0.412968
1486.000000 3.370337 0.416264
1487.000000 3.374155 0.419044
1488.000000 3.379918 0.421172
1489.000000 3.388185 0.422607
1490.000000 3.399350 0.423306
1491.000000 3.414329 0.423208
1492.000000 3.433703 0.422266
1493.000000 3.458153 0.420586
1494.000000 3.488837 0.418251
1495.000000 3.526435 0.415401
1496.000000 3.570575 0.411944
1497.000000 3.618590 0.407746
1498.000000 3.668364 0.402911
1499.000000 3.718618 0.397294
1500.000000 3.765786 0.390826
1501.000000 3.805949 0.384047
1502.000000 3.837415 0.377042
1503.000000 3.858147 0.369823
1504.000000 3.865926 0.362896
1505.000000 3.861036 0.356201
1506.000000 3.844970 0.349651
1507.000000 3.819743 0.343095
1508.000000 3.787608 0.336346
1509.000000 3.749577 0.329392
1510.000000 3.709315 0.322121
1511.000000 3.669565 0.314855
1512.000000 3.631540 0.307421
1513.000000 3.595450 0.299731
1514.000000 3.563274 0.291841
1515.000000 3.536775 0.283844
1516.000000 3.514064 0.275895
1517.000000 3.496218 0.268109
1518.000000 3.482909 0.260700
1519.000000 3.473680 0.254016
1520.000000 3.469281 0.248164
1521.000000 3.468695 0.243367
1522.000000 3.473544 0.239675
1523.000000 3.484924 0.237505
1524.000000 3.502047 0.237008
1525.000000 3.526961 0.237989
1526.000000 3.561130 0.240471
1527.000000 3.603629 0.243796
1528.000000 3.656674 0.247262
1529.000000 3.719028 0.250644
1530.000000 3.786772 0.254594
1531.000000 3.856640 0.258658
1532.000000 3.927774 0.261933
1533.000000 3.999102 0.263722
1534.000000 4.063943 0.262933
1535.000000 4.115132 0.259802
1536.000000 4.148571 0.255115
1537.000000 4.163796 0.249022
1538.000000 4.162753 0.242255
1539.000000 4.144486 0.235608
1540.000000 4.107903 0.229780
1541.000000 4.057997 0.225112
1542.000000 4.000384 0.221626
1543.000000 3.938306 0.219220
1544.000000 3.879940 0.217959
1545.000000 3.828463 0.217085
1546.000000 3.783300 0.216505
1547.000000 3.746330 0.217194
1548.000000 3.712135 0.218025
1549.000000 3.682022 0.218449
1550.000000 3.659862 0.218643
1551.000000 3.643709 0.218363
1552.000000 3.629750 0.217530
1553.000000 3.615224 0.216089
1554.000000 3.601678 0.214098
