Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
160.8006451	4.153896	0.22
160.8921518	4.152889	0.22
160.9836586	4.151933	0.22
161.0649582	4.15099	0.22
161.1399296	4.150323	0.22
161.214901	4.149962	0.22
161.290253	4.149927	0.22
161.3657495	4.150287	0.22
161.4346364	4.150712	0.22
161.5133471	4.151199	0.22
161.5964284	4.151809	0.22
161.6798147	4.152231	0.22
161.7641396	4.152691	0.22
161.8484644	4.153214	0.22
161.9190939	4.153799	0.22
161.9870093	4.154334	0.22
162.0549246	4.154805	0.22
162.1410442	4.155289	0.22
162.2305943	4.155739	0.22
162.3323902	4.156272	0.22
162.4433715	4.156914	0.22
162.5576167	4.157504	0.22
162.6730104	4.158031	0.22
162.7590761	4.158701	0.22
162.8444845	4.15958	0.22
162.9075901	4.160641	0.22
162.9557002	4.161581	0.22
163.0038102	4.162437	0.22
163.0465183	4.163165	0.22
163.0944881	4.163479	0.22
163.1553453	4.163772	0.22
163.2162025	4.164404	0.22
163.2592742	4.164997	0.22
163.2891156	4.165565	0.22
163.3189569	4.166438	0.22
163.3487982	4.167217	0.22
163.3786395	4.168015	0.22
163.4084809	4.168823	0.22
163.4399909	4.169813	0.22
163.4717616	4.171041	0.22
163.5035323	4.172243	0.22
163.5353029	4.173469	0.22
163.5670736	4.174617	0.22
163.6066964	4.175836	0.22
163.6540757	4.176689	0.22
163.701455	4.177247	0.22
163.7488344	4.177586	0.22
163.8563021	4.177854	0.22
163.972033	4.177905	0.22
164.0908808	4.177886	0.22
164.1504699	4.178246	0.22
164.2085085	4.178414	0.22
164.2675021	4.178741	0.22
164.3497809	4.179065	0.22
164.4320597	4.179523	0.22
164.4894463	4.180168	0.22
164.5460366	4.181092	0.22
164.6026269	4.182033	0.22
164.6582503	4.183019	0.22
164.7138321	4.18387	0.22
164.7694139	4.18448	0.22
164.8100781	4.185052	0.22
164.8489721	4.185372	0.22
164.887866	4.185526	0.22
164.92676	4.185359	0.22
164.9821455	4.18496	0.22
165.0531199	4.183858	0.22
165.1205841	4.182541	0.22
165.1607437	4.181201	0.22
165.2009032	4.179693	0.22
165.2410628	4.177779	0.22
165.2812223	4.175965	0.22
165.3520086	4.174021	0.22
165.4267845	4.171823	0.22
165.5322856	4.169118	0.22
165.6475251	4.16597	0.22
165.747371	4.16256	0.22
165.8465498	4.158998	0.22
165.9453424	4.155231	0.22
166.047196	4.151701	0.22
166.1508087	4.148069	0.22
166.25769	4.144067	0.22
166.3607681	4.13988	0.22
166.4668494	4.135772	0.22
166.594969	4.131543	0.22
166.6626472	4.127133	0.22
166.720686	4.12274	0.22
166.7787248	4.11806	0.22
166.8367636	4.113426	0.22
166.8948024	4.10861	0.22
166.9521756	4.103499	0.22
167.0058253	4.097877	0.22
167.059475	4.092194	0.22
167.1131247	4.086336	0.22
167.1667744	4.0802	0.22
167.220424	4.073887	0.22
167.2740737	4.067864	0.22
167.3486432	4.061994	0.22
167.4237794	4.056027	0.22
167.4989155	4.049778	0.22
167.5737098	4.04377	0.22
167.652412	4.037669	0.22
167.7342924	4.031413	0.22
167.8161729	4.02502	0.22
167.8980534	4.018489	0.22
167.9745849	4.011876	0.22
168.0466008	4.00548	0.22
168.1186167	3.999358	0.22
168.1906326	3.993296	0.22
168.2626485	3.987535	0.22
168.3149627	3.982356	0.22
168.3666986	3.977159	0.22
168.4184345	3.971774	0.22
168.4861753	3.966623	0.22
168.5581638	3.962151	0.22
168.6326551	3.958207	0.22
168.7096092	3.954446	0.22
168.7913384	3.951276	0.22
168.8813644	3.94827	0.22
168.9794033	3.945519	0.22
169.0843476	3.942801	0.22
169.1783796	3.940224	0.22
169.2735012	3.937884	0.22
169.3739787	3.935465	0.22
169.4787088	3.93311	0.22
169.5862081	3.930826	0.22
169.686096	3.928754	0.22
169.7785412	3.92707	0.22
169.8591599	3.925754	0.22
169.9352308	3.924648	0.22
170.001684	3.923811	0.22
170.0681373	3.923626	0.22
170.1468251	3.923406	0.22
170.2286098	3.923372	0.22
170.3242967	3.923842	0.22
170.4241664	3.924794	0.22
170.5180572	3.926077	0.22
170.6036375	3.927468	0.22
170.6690464	3.929065	0.22
170.7344553	3.930825	0.22
170.8194625	3.932689	0.22
170.9117754	3.934819	0.22
171.01102	3.936969	0.22
171.1101565	3.939206	0.22
171.2067559	3.941718	0.22
171.3047029	3.94402	0.22
171.404006	3.946414	0.22
171.5036345	3.948714	0.22
171.601797	3.950907	0.22
171.6894905	3.953053	0.22
171.7795083	3.955352	0.22
171.8779398	3.957879	0.22
171.9575093	3.960575	0.22
172.014482	3.963414	0.22
172.0689557	3.966211	0.22
172.1457693	3.969341	0.22
172.228339	3.972452	0.22
172.2925627	3.975828	0.22
172.3567865	3.979076	0.22
172.4310332	3.981904	0.22
172.5096701	3.984384	0.22
172.5988754	3.986642	0.22
172.6830985	3.988415	0.22
172.7368964	3.990198	0.22
172.7906943	3.992	0.22
172.8610302	3.993523	0.22
172.952128	3.994406	0.22
173.0222751	3.994726	0.22
173.0877509	3.994981	0.22
173.1532267	3.995288	0.22
173.2187025	3.995055	0.22
173.2851836	3.99475	0.22
173.3540787	3.994704	0.22
173.4260609	3.994384	0.22
173.5163381	3.99368	0.22
173.6073781	3.992819	0.22
173.6991693	3.992274	0.22
173.7933343	3.99221	0.22
173.8881072	3.992005	0.22
173.9846808	3.991337	0.22
174.1142549	3.990971	0.22
174.1957986	3.990436	0.22
174.2447068	3.989856	0.22
174.293615	3.989049	0.22
174.3617141	3.988201	0.22
174.4557871	3.98719	0.22
174.5489407	3.985518	0.22
174.6451751	3.98328	0.22
174.7888162	3.98142	0.22
174.8795265	3.980095	0.22
174.9710826	3.979283	0.22
175.0708449	3.978745	0.22
175.1616231	3.978255	0.22
175.2474157	3.97785	0.22
175.3459305	3.977786	0.22
175.4480047	3.977848	0.22
175.5518642	3.978472	0.22
175.659733	3.979358	0.22
175.7658396	3.980258	0.22
175.8653737	3.981231	0.22
175.9504431	3.982394	0.22
176.030456	3.98375	0.22
176.1240081	3.985677	0.22
176.2214257	3.987851	0.22
176.3207894	3.990448	0.22
176.4289602	3.993318	0.22
176.5421085	3.996436	0.22
176.6548035	3.999995	0.22
176.7598293	4.003665	0.22
176.8564985	4.007357	0.22
176.9425551	4.011204	0.22
177.0462856	4.015006	0.22
177.1532047	4.018575	0.22
177.2392317	4.022262	0.22
177.3393613	4.026262	0.22
177.4513108	4.030261	0.22
177.5398131	4.034599	0.22
177.631668	4.038638	0.22
177.7286826	4.042796	0.22
177.826446	4.04685	0.22
177.925562	4.050462	0.22
178.0287226	4.053697	0.22
178.1326691	4.056906	0.22
178.242447	4.060041	0.22
178.3533787	4.062835	0.22
178.4654905	4.065279	0.22
178.5773517	4.067681	0.22
178.6879864	4.06999	0.22
178.7961353	4.072246	0.22
178.9024509	4.074363	0.22
179.0060426	4.076681	0.22
179.1019384	4.078795	0.22
179.1979206	4.080827	0.22
179.2962651	4.082397	0.22
179.3989565	4.083595	0.22
179.505506	4.084613	0.22
179.6175344	4.085545	0.22
179.7186991	4.08645	0.22
179.8205324	4.087263	0.22
179.9253054	4.088003	0.22
180.0241792	4.088794	0.22
180.1228215	4.089659	0.22
180.2214637	4.090361	0.22
180.3186824	4.091213	0.22
180.4198097	4.091804	0.22
180.5277085	4.092401	0.22
180.6266338	4.092781	0.22
180.7253976	4.092871	0.22
180.8241614	4.09279	0.22
180.9296741	4.092771	0.22
181.0438175	4.09257	0.22
181.1600595	4.092016	0.22
181.258172	4.091352	0.22
181.3613769	4.090445	0.22
181.4695344	4.089001	0.22
181.5732948	4.086894	0.22
181.6789823	4.083982	0.22
181.7872161	4.080802	0.22
181.9056689	4.077491	0.22
182.0210612	4.073788	0.22
182.1336261	4.069588	0.22
182.2479941	4.064728	0.22
182.3595235	4.059284	0.22
182.4707637	4.053396	0.22
182.5858667	4.046925	0.22
182.6958789	4.039727	0.22
182.8045581	4.031975	0.22
182.9132372	4.023894	0.22
183.0194589	4.015441	0.22
183.1253054	4.00648	0.22
183.2317767	3.997148	0.22
183.3316156	3.98759	0.22
183.4289926	3.977779	0.22
183.5407294	3.967765	0.22
183.6547585	3.957465	0.22
183.7699898	3.947189	0.22
183.8806193	3.936644	0.22
183.9818558	3.925815	0.22
184.0779405	3.91493	0.22
184.1788649	3.90382	0.22
184.2828702	3.892638	0.22
184.3928878	3.881261	0.22
184.5029054	3.869968	0.22
184.6065707	3.858786	0.22
184.6972106	3.847455	0.22
184.8010564	3.835732	0.22
184.9150586	3.823943	0.22
185.0093554	3.812039	0.22
185.1047845	3.799979	0.22
185.2022216	3.787551	0.22
185.2977061	3.774422	0.22
185.3921762	3.761487	0.22
185.4952508	3.748314	0.22
185.5950883	3.735019	0.22
185.6900062	3.721631	0.22
185.7643351	3.708513	0.22
185.8306508	3.695026	0.22
185.9116901	3.681318	0.22
186.0281053	3.667734	0.22
186.1278281	3.654874	0.22
186.2260406	3.642822	0.22
186.3245246	3.631269	0.22
186.4300405	3.620474	0.22
186.5394211	3.609703	0.22
186.6482406	3.598957	0.22
186.7539336	3.588128	0.22
186.8596728	3.57718	0.22
186.9737025	3.566318	0.22
187.0752869	3.555532	0.22
187.1747292	3.54467	0.22
187.2998888	3.53407	0.22
187.4152325	3.52408	0.22
187.5480927	3.514576	0.22
187.7068578	3.505614	0.22
187.8434716	3.497807	0.22
187.9562466	3.490762	0.22
188.0460822	3.484139	0.22
188.1394139	3.477465	0.22
188.2498842	3.470929	0.22
188.4005482	3.464249	0.22
188.5415662	3.457335	0.22
188.6673009	3.450552	0.22
188.7881725	3.443868	0.22
188.9113549	3.436929	0.22
189.0422422	3.430096	0.22
189.1592947	3.423419	0.22
189.2645981	3.416561	0.22
189.35766	3.410159	0.22
189.4761167	3.404137	0.22
189.605386	3.398713	0.22
189.7338372	3.393691	0.22
189.8619007	3.38918	0.22
189.9899643	3.38455	0.22
190.1245237	3.379999	0.22
190.2656109	3.375494	0.22
190.415736	3.371502	0.22
190.5649864	3.368332	0.22
190.6952095	3.365929	0.22
190.8423364	3.36402	0.22
190.9936973	3.363176	0.22
191.1296501	3.363286	0.22
191.2685812	3.364456	0.22
191.4093478	3.36624	0.22
191.5506221	3.368484	0.22
191.6977491	3.371164	0.22
191.8532128	3.374089	0.22
191.9941445	3.377476	0.22
192.1529389	3.380884	0.22
192.3019848	3.384283	0.22
192.4381509	3.387187	0.22
192.5941852	3.389233	0.22
192.7174189	3.390016	0.22
192.8285301	3.389524	0.22
192.9490989	3.388244	0.22
193.0810248	3.385624	0.22
193.1944175	3.381712	0.22
193.3098914	3.375399	0.22
193.4353164	3.367736	0.22
193.5449895	3.359206	0.22
193.6493056	3.349151	0.22
193.752467	3.337757	0.22
193.8574529	3.325206	0.22
193.9610447	3.312053	0.22
194.0643085	3.298307	0.22
194.1670653	3.283612	0.22
194.2650372	3.268147	0.22
194.3658364	3.252198	0.22
194.4683135	3.236133	0.22
194.5715004	3.219383	0.22
194.6732614	3.202198	0.22
194.7720634	3.184693	0.22
194.8687755	3.167195	0.22
194.9739714	3.149778	0.22
195.0765056	3.132875	0.22
195.1776892	3.116909	0.22
195.2782932	3.101771	0.22
195.3797757	3.087926	0.22
195.480948	3.075003	0.22
195.5816333	3.062675	0.22
195.6828961	3.051226	0.22
195.785575	3.04109	0.22
195.8888822	3.032303	0.22
195.9915187	3.02416	0.22
196.0906891	3.01677	0.22
196.1918541	3.010296	0.22
196.2969512	3.004558	0.22
196.4006653	2.999083	0.22
196.499966	2.99381	0.22
196.598772	2.988611	0.22
196.7121751	2.983445	0.22
196.8224772	2.977564	0.22
196.9306021	2.970805	0.22
197.0368902	2.963649	0.22
197.1427047	2.955909	0.22
197.2505411	2.947601	0.22
197.3598562	2.939456	0.22
197.4696919	2.932188	0.22
197.5768669	2.925497	0.22
197.6860032	2.919465	0.22
197.7985108	2.914595	0.22
197.9079026	2.91115	0.22
198.01733	2.909482	0.22
198.1266548	2.908681	0.22
198.2356918	2.908966	0.22
198.3427478	2.910867	0.22
198.4508846	2.914569	0.22
198.5605213	2.920231	0.22
198.6712341	2.926826	0.22
198.7806558	2.934234	0.22
198.8904576	2.943025	0.22
199.0024062	2.952797	0.22
199.1111593	2.96319	0.22
199.2192147	2.974403	0.22
199.3270992	2.985827	0.22
199.4359709	2.99809	0.22
199.5428436	3.010734	0.22
199.6485128	3.023561	0.22
199.7530614	3.036913	0.22
199.8653749	3.05046	0.22
199.9779074	3.063957	0.22
200.08974	3.076679	0.22
200.1999006	3.088702	0.22
200.3088557	3.100038	0.22
200.4189382	3.111122	0.22
200.5296001	3.121462	0.22
200.6383324	3.131815	0.22
200.7481031	3.142069	0.22
200.8596922	3.151911	0.22
200.971144	3.16118	0.22
201.0794373	3.169427	0.22
201.1882752	3.176984	0.22
201.2942201	3.183708	0.22
201.3956492	3.189843	0.22
201.5047184	3.195489	0.22
201.6136102	3.200794	0.22
201.7215754	3.205482	0.22
201.8278427	3.210041	0.22
201.9322245	3.215144	0.22
202.0384962	3.220501	0.22
202.1474713	3.226277	0.22
202.2564464	3.232072	0.22
202.3622926	3.237188	0.22
202.4670119	3.242001	0.22
202.5716329	3.246449	0.22
202.6830952	3.250056	0.22
202.7900771	3.252535	0.22
202.8930126	3.253387	0.22
202.9988486	3.252775	0.22
203.1151637	3.251478	0.22
203.2334712	3.249072	0.22
203.3491341	3.246257	0.22
203.457984	3.243676	0.22
203.5690226	3.240969	0.22
203.6819608	3.238128	0.22
203.7948991	3.234863	0.22
203.9105561	3.231397	0.22
204.027324	3.227365	0.22
204.1440918	3.222923	0.22
204.2505072	3.218182	0.22
204.3566813	3.212979	0.22
204.4628553	3.207339	0.22
204.5651959	3.201529	0.22
204.6674254	3.195571	0.22
204.7696549	3.18953	0.22
204.8761388	3.183502	0.22
204.9833709	3.177268	0.22
205.090603	3.170911	0.22
205.1947876	3.164591	0.22
205.2978995	3.158249	0.22
205.4010113	3.152228	0.22
205.5040019	3.146559	0.22
205.6069652	3.141568	0.22
205.7099285	3.137157	0.22
205.7955101	3.132891	0.22
205.8754159	3.12887	0.22
205.9553217	3.125014	0.22
206.0352275	3.121062	0.22
206.1373256	3.117099	0.22
206.2447155	3.113475	0.22
206.3521055	3.110237	0.22
206.4588868	3.107107	0.22
206.565578	3.104157	0.22
206.6722693	3.101508	0.22
206.7712996	3.098991	0.22
206.8696222	3.096395	0.22
206.9679449	3.094244	0.22
207.0639032	3.092369	0.22
207.1588875	3.090762	0.22
207.2538719	3.089268	0.22
207.3523851	3.08784	0.22
207.4500055	3.086383	0.22
207.5468153	3.084635	0.22
207.6290326	3.08233	0.22
207.6851161	3.080004	0.22
207.7411997	3.077374	0.22
207.7972832	3.074442	0.22
207.8533668	3.071182	0.22
207.9090633	3.067803	0.22
207.9621221	3.064221	0.22
208.0151809	3.060694	0.22
208.0682398	3.057157	0.22
208.1212986	3.054083	0.22
208.1743574	3.051153	0.22
208.264889	3.048324	0.22
208.3804603	3.045644	0.22
208.4939863	3.042905	0.22
208.5761921	3.039718	0.22
208.6583978	3.036442	0.22
208.7406036	3.032902	0.22
208.8427159	3.028675	0.22
208.9653016	3.024172	0.22
209.0846013	3.019717	0.22
209.1743495	3.015291	0.22
209.2640977	3.011006	0.22
209.3538459	3.007144	0.22
209.4689032	3.003499	0.22
209.5913477	2.99998	0.22
209.6974792	2.996452	0.22
209.7735029	2.992854	0.22
209.8495266	2.98914	0.22
209.9255504	2.985242	0.22
210.0139974	2.981126	0.22
210.1248437	2.976936	0.22
210.23569	2.97264	0.22
210.3386142	2.968158	0.22
210.4366216	2.963614	0.22
210.534629	2.959153	0.22
210.6305354	2.954701	0.22
210.7244899	2.950585	0.22
210.8184445	2.947094	0.22
210.9001734	2.944053	0.22
210.951398	2.941582	0.22
211.0026227	2.939335	0.22
211.0538474	2.937174	0.22
211.1050721	2.935374	0.22
211.1562968	2.934066	0.22
211.2127872	2.933052	0.22
211.278739	2.932083	0.22
211.3446908	2.930993	0.22
211.4106426	2.929987	0.22
211.4765945	2.928992	0.22
211.559317	2.927971	0.22
211.6432311	2.92714	0.22
211.7271451	2.926483	0.22
211.8188661	2.926053	0.22
211.9265326	2.925802	0.22
212.0341991	2.925818	0.22
212.1423537	2.926115	0.22
212.2507597	2.92673	0.22
212.3592409	2.928054	0.22
212.4756674	2.929957	0.22
212.5920939	2.932715	0.22
212.71006	2.936045	0.22
212.8293302	2.939479	0.22
212.948377	2.94333	0.22
213.0659577	2.947718	0.22
213.1835383	2.952598	0.22
213.2840097	2.957697	0.22
213.3767415	2.962857	0.22
213.4694732	2.967925	0.22
213.5836419	2.972993	0.22
213.7152455	2.977947	0.22
213.8468492	2.982816	0.22
213.9784528	2.987779	0.22
214.1097731	2.992742	0.22
214.2389703	2.997712	0.22
214.3681674	3.002741	0.22
214.4992161	3.008051	0.22
214.6306176	3.013915	0.22
214.7589613	3.020649	0.22
214.8852703	3.028005	0.22
215.0179546	3.036315	0.22
215.167824	3.045212	0.22
215.2992735	3.054302	0.22
215.3891465	3.063404	0.22
215.4790195	3.072494	0.22
215.5685132	3.081561	0.22
215.6459173	3.090345	0.22
215.7188816	3.098996	0.22
215.7918459	3.107492	0.22
215.8674764	3.115953	0.22
215.9502577	3.124513	0.22
216.033039	3.133394	0.22
216.1158203	3.142787	0.22
