depth(m)	initial_age(kiloyear)
0.01	0.1
0.11	4.32
0.15	5.94
0.21	8.34
0.24	9.48
0.31	11.96
0.34	12.9
0.35	13.2
0.41	15.02
0.44	15.93
0.51	18.06
0.54	18.97
0.6	20.87
0.64	22.28
0.7	24.55
0.74	26.07
0.81	28.73
0.84	29.87
0.91	32.53
0.94	33.66
1.01	36.32
1.11	40.12
1.14	41.26
1.21	43.91
1.24	45.05
1.31	47.71
1.34	48.85
1.41	51.5
1.44	52.64
1.54	56.44
1.61	59.1
1.71	63.03
1.75	64.66
1.81	67.19
1.84	68.46
1.91	71.55
1.94	72.88
2.01	76.24
2.06	79.13
2.11	82.02
2.14	83.76
2.21	87.81
2.24	89.54
2.41	99.37
