depth(m)	initial_age(kiloyear)
0.25	9.33
0.3	12.89
0.4	20.0
0.45	22.0
0.5	24.1
0.55	26.1
0.6	28.1
0.65	30.13
0.7	32.17
0.75	34.2
0.8	36.2
0.85	38.3
0.9	40.3
0.95	42.3
1.0	44.4
1.05	46.4
1.1	48.4
1.15	50.4
1.25	54.5
1.3	56.5
1.35	58.55
1.4	60.6
1.45	62.6
1.5	64.6
1.55	66.7
1.6	68.7
1.65	70.7
1.7	72.8
1.75	74.8
1.8	76.8
1.85	78.85
1.9	80.9
1.95	82.9
2.0	85.6
2.05	88.3
2.1	90.9
2.15	93.6
2.2	96.3
2.25	99.0
2.3	101.65
2.35	104.3
2.4	107.0
2.45	109.7
2.5	111.9
2.55	114.15
2.6	116.4
2.65	118.6
2.7	120.8
2.75	123.17
2.8	125.53
2.85	127.9
2.9	130.3
2.95	132.7
3.0	135.1
3.1	140.0
3.15	142.3
3.2	144.5
3.25	146.8
3.3	149.1
