age(kyr) mean(permil) sigma(permil)
1480.000000 4.103433 0.226685
1481.000000 4.115700 0.223967
1482.000000 4.128083 0.221062
1483.000000 4.140636 0.217964
1484.000000 4.153576 0.214727
1485.000000 4.166739 0.211249
1486.000000 4.180107 0.207433
1487.000000 4.193185 0.203386
1488.000000 4.206121 0.199349
1489.000000 4.219155 0.195129
1490.000000 4.232305 0.190872
1491.000000 4.244771 0.186139
1492.000000 4.256569 0.181128
1493.000000 4.267099 0.175936
1494.000000 4.275611 0.170476
1495.000000 4.277983 0.165555
1496.000000 4.273433 0.161736
1497.000000 4.262637 0.157956
1498.000000 4.245162 0.155026
1499.000000 4.220607 0.152276
1500.000000 4.191777 0.149467
1501.000000 4.158946 0.145951
1502.000000 4.125863 0.142985
1503.000000 4.092202 0.140939
1504.000000 4.059947 0.139205
1505.000000 4.027953 0.138817
1506.000000 3.999806 0.139656
1507.000000 3.974655 0.141643
1508.000000 3.952089 0.144622
1509.000000 3.927779 0.148441
1510.000000 3.899444 0.151941
1511.000000 3.862185 0.155184
1512.000000 3.813771 0.158158
1513.000000 3.758508 0.159317
1514.000000 3.705050 0.158798
1515.000000 3.663333 0.157587
1516.000000 3.632983 0.156716
1517.000000 3.610007 0.156762
1518.000000 3.596929 0.158123
1519.000000 3.594903 0.160144
1520.000000 3.606264 0.163565
1521.000000 3.625922 0.168887
1522.000000 3.653058 0.174616
1523.000000 3.690214 0.179947
1524.000000 3.734716 0.183628
1525.000000 3.779484 0.184253
1526.000000 3.819974 0.183737
1527.000000 3.860078 0.183310
1528.000000 3.905647 0.183561
1529.000000 3.958595 0.183759
1530.000000 4.023991 0.181410
1531.000000 4.094402 0.174972
1532.000000 4.163377 0.163814
1533.000000 4.218295 0.150408
1534.000000 4.249194 0.138717
1535.000000 4.266124 0.131198
1536.000000 4.275333 0.128710
1537.000000 4.275758 0.128563
1538.000000 4.261907 0.127354
1539.000000 4.241497 0.124735
1540.000000 4.209971 0.123842
1541.000000 4.163284 0.125524
1542.000000 4.106985 0.128751
1543.000000 4.041841 0.129643
1544.000000 3.978820 0.126806
1545.000000 3.930216 0.123748
1546.000000 3.893542 0.123041
1547.000000 3.864684 0.126839
1548.000000 3.835544 0.134376
1549.000000 3.799283 0.143658
1550.000000 3.753097 0.153728
1551.000000 3.706197 0.163351
1552.000000 3.668995 0.171631
1553.000000 3.645013 0.178578
1554.000000 3.635117 0.185018
1555.000000 3.639360 0.190076
1556.000000 3.652113 0.193182
1557.000000 3.664319 0.193937
1558.000000 3.664778 0.191779
1559.000000 3.648212 0.187935
1560.000000 3.616382 0.183386
1561.000000 3.576243 0.178774
1562.000000 3.540775 0.175252
1563.000000 3.519599 0.173031
1564.000000 3.521994 0.171434
1565.000000 3.548299 0.170997
1566.000000 3.598708 0.171860
1567.000000 3.662323 0.173818
1568.000000 3.734970 0.176937
1569.000000 3.814514 0.178863
1570.000000 3.893594 0.177277
1571.000000 3.962972 0.171301
1572.000000 4.021239 0.163343
1573.000000 4.066200 0.156555
1574.000000 4.090527 0.152325
1575.000000 4.082578 0.149096
1576.000000 4.055171 0.142365
1577.000000 4.022374 0.132363
1578.000000 3.989489 0.123050
1579.000000 3.955737 0.115974
1580.000000 3.920332 0.111709
1581.000000 3.884562 0.111127
1582.000000 3.854559 0.115837
1583.000000 3.821368 0.124509
1584.000000 3.779199 0.135696
1585.000000 3.733519 0.146524
1586.000000 3.693933 0.154618
1587.000000 3.667728 0.161981
1588.000000 3.655606 0.168915
1589.000000 3.658752 0.175277
1590.000000 3.671987 0.179927
1591.000000 3.688289 0.182352
1592.000000 3.697441 0.181600
1593.000000 3.693753 0.177386
1594.000000 3.673593 0.170359
1595.000000 3.640294 0.161811
1596.000000 3.598526 0.153950
1597.000000 3.556255 0.148030
1598.000000 3.513188 0.144478
1599.000000 3.468755 0.144068
1600.000000 3.423167 0.145533
1601.000000 3.383295 0.148771
1602.000000 3.357598 0.155283
1603.000000 3.346190 0.166135
1604.000000 3.350640 0.180845
1605.000000 3.367432 0.197356
1606.000000 3.391313 0.213429
1607.000000 3.422998 0.227430
1608.000000 3.463253 0.237151
1609.000000 3.509835 0.241547
1610.000000 3.559735 0.240160
1611.000000 3.608565 0.233374
1612.000000 3.649672 0.222086
1613.000000 3.680535 0.208394
1614.000000 3.702861 0.193712
1615.000000 3.718017 0.180418
1616.000000 3.723992 0.168889
1617.000000 3.722856 0.159615
1618.000000 3.712684 0.152029
1619.000000 3.693345 0.145740
1620.000000 3.669377 0.140325
1621.000000 3.644896 0.136434
1622.000000 3.628379 0.134627
1623.000000 3.620921 0.134803
1624.000000 3.620596 0.137018
1625.000000 3.623275 0.141163
1626.000000 3.626055 0.147172
1627.000000 3.625119 0.154769
1628.000000 3.619187 0.163027
1629.000000 3.606354 0.171330
1630.000000 3.589289 0.178713
1631.000000 3.567880 0.185500
1632.000000 3.549474 0.191855
1633.000000 3.536795 0.198177
1634.000000 3.533788 0.205740
1635.000000 3.541122 0.215035
1636.000000 3.556727 0.225689
1637.000000 3.579072 0.237499
1638.000000 3.608388 0.249297
1639.000000 3.642567 0.259703
1640.000000 3.679619 0.268411
1641.000000 3.719535 0.274885
1642.000000 3.760066 0.278395
1643.000000 3.798143 0.279367
1644.000000 3.834573 0.277758
1645.000000 3.868672 0.273444
1646.000000 3.904315 0.266134
1647.000000 3.943603 0.256072
1648.000000 3.982175 0.243266
1649.000000 4.019131 0.228066
1650.000000 4.054730 0.211628
1651.000000 4.083719 0.194758
1652.000000 4.104157 0.178926
1653.000000 4.115071 0.164596
1654.000000 4.119079 0.152109
1655.000000 4.119803 0.141355
1656.000000 4.117898 0.132822
1657.000000 4.114872 0.125811
1658.000000 4.109001 0.120138
1659.000000 4.103594 0.115582
1660.000000 4.098464 0.112460
1661.000000 4.092759 0.110415
1662.000000 4.088040 0.109079
1663.000000 4.081794 0.108680
1664.000000 4.071699 0.108906
1665.000000 4.050324 0.111539
1666.000000 4.019557 0.117655
1667.000000 3.978619 0.126121
1668.000000 3.929301 0.134678
1669.000000 3.879412 0.141528
1670.000000 3.834608 0.145260
1671.000000 3.791788 0.146698
1672.000000 3.750736 0.146277
1673.000000 3.710074 0.145180
1674.000000 3.669675 0.141959
1675.000000 3.631629 0.136520
1676.000000 3.597015 0.131180
1677.000000 3.567729 0.126855
1678.000000 3.547566 0.124180
1679.000000 3.535148 0.122832
1680.000000 3.533638 0.122992
1681.000000 3.536138 0.124733
1682.000000 3.543354 0.127597
1683.000000 3.559932 0.131449
1684.000000 3.586121 0.136144
1685.000000 3.620872 0.140006
1686.000000 3.656519 0.141761
1687.000000 3.685765 0.141842
1688.000000 3.706855 0.142183
1689.000000 3.721859 0.142258
1690.000000 3.730441 0.143006
1691.000000 3.736771 0.145401
1692.000000 3.742586 0.150506
1693.000000 3.752415 0.157979
1694.000000 3.771137 0.167181
1695.000000 3.799516 0.177863
1696.000000 3.840569 0.187250
1697.000000 3.893635 0.193397
1698.000000 3.952321 0.194716
1699.000000 4.009216 0.190627
1700.000000 4.054675 0.182068
1701.000000 4.085026 0.171626
1702.000000 4.099859 0.161738
1703.000000 4.098773 0.152847
1704.000000 4.084774 0.145256
1705.000000 4.062144 0.139370
1706.000000 4.032722 0.135123
1707.000000 4.000787 0.132889
1708.000000 3.968688 0.132552
1709.000000 3.932971 0.134095
1710.000000 3.894232 0.138190
1711.000000 3.852242 0.144038
1712.000000 3.811462 0.150323
1713.000000 3.770149 0.155636
1714.000000 3.726448 0.160058
1715.000000 3.680763 0.163614
1716.000000 3.638375 0.166052
1717.000000 3.606281 0.167075
1718.000000 3.590259 0.167684
1719.000000 3.592221 0.167662
1720.000000 3.607477 0.167186
1721.000000 3.633685 0.166390
1722.000000 3.664690 0.165326
1723.000000 3.699734 0.163294
1724.000000 3.730167 0.159606
1725.000000 3.752491 0.155776
1726.000000 3.764296 0.152590
1727.000000 3.766663 0.150123
1728.000000 3.762313 0.148834
1729.000000 3.749975 0.149811
1730.000000 3.733003 0.153366
1731.000000 3.710695 0.158613
1732.000000 3.684131 0.165615
1733.000000 3.657438 0.172685
1734.000000 3.635157 0.179313
1735.000000 3.619582 0.185948
1736.000000 3.613857 0.192820
1737.000000 3.616681 0.199856
1738.000000 3.629686 0.207050
1739.000000 3.650702 0.213999
1740.000000 3.677018 0.220591
1741.000000 3.709485 0.226227
1742.000000 3.745970 0.230190
1743.000000 3.783908 0.232321
1744.000000 3.821747 0.232221
1745.000000 3.854182 0.230147
1746.000000 3.878036 0.226395
1747.000000 3.893264 0.221145
1748.000000 3.895467 0.214941
1749.000000 3.885974 0.208990
1750.000000 3.866267 0.202599
1751.000000 3.838152 0.196314
1752.000000 3.807655 0.190543
1753.000000 3.774586 0.186003
1754.000000 3.739308 0.182760
1755.000000 3.704412 0.180589
1756.000000 3.671232 0.179785
1757.000000 3.638864 0.178748
1758.000000 3.604730 0.177289
1759.000000 3.572504 0.174315
1760.000000 3.542513 0.169544
1761.000000 3.515659 0.163735
1762.000000 3.494742 0.158424
1763.000000 3.480165 0.154556
1764.000000 3.469588 0.152407
1765.000000 3.463364 0.152020
1766.000000 3.459154 0.153352
1767.000000 3.455052 0.155300
1768.000000 3.455275 0.157394
1769.000000 3.461814 0.159402
1770.000000 3.470906 0.160934
1771.000000 3.481456 0.160533
1772.000000 3.494339 0.158815
1773.000000 3.509777 0.156123
1774.000000 3.531110 0.153537
1775.000000 3.557225 0.150995
1776.000000 3.586373 0.147783
1777.000000 3.611872 0.145005
1778.000000 3.625778 0.143076
1779.000000 3.625014 0.142695
1780.000000 3.622349 0.143183
1781.000000 3.630636 0.144473
1782.000000 3.650297 0.145654
1783.000000 3.679167 0.145805
1784.000000 3.714408 0.145553
1785.000000 3.748684 0.144479
1786.000000 3.781581 0.143616
1787.000000 3.816735 0.143588
1788.000000 3.851169 0.143113
1789.000000 3.886444 0.142580
1790.000000 3.925304 0.140798
1791.000000 3.968712 0.136062
1792.000000 4.011524 0.129010
1793.000000 4.026683 0.123111
