age(kyr) mean(permil) sigma(permil)
1390.000000 3.578690 0.219257
1391.000000 3.575042 0.213356
1392.000000 3.571361 0.207027
1393.000000 3.567645 0.200205
1394.000000 3.563895 0.192821
1395.000000 3.560109 0.184795
1396.000000 3.556288 0.176038
1397.000000 3.552431 0.166449
1398.000000 3.548703 0.155932
1399.000000 3.545830 0.144981
1400.000000 3.546363 0.135969
1401.000000 3.559388 0.131438
1402.000000 3.597997 0.129364
1403.000000 3.661068 0.128055
1404.000000 3.724624 0.126695
1405.000000 3.793525 0.125359
1406.000000 3.869369 0.124677
1407.000000 3.959953 0.124193
1408.000000 4.025784 0.122781
1409.000000 4.057880 0.122717
1410.000000 4.071345 0.123280
1411.000000 4.078228 0.124822
1412.000000 4.088785 0.127145
1413.000000 4.097920 0.129086
1414.000000 4.082762 0.131120
1415.000000 4.032433 0.133804
1416.000000 3.967740 0.135497
1417.000000 3.917073 0.136790
1418.000000 3.900353 0.137851
1419.000000 3.896998 0.138300
1420.000000 3.884323 0.138907
1421.000000 3.846655 0.138796
1422.000000 3.801900 0.137064
1423.000000 3.763911 0.135362
1424.000000 3.719259 0.133641
1425.000000 3.664993 0.131897
1426.000000 3.603855 0.129783
1427.000000 3.539926 0.127757
1428.000000 3.474380 0.125820
1429.000000 3.414185 0.123694
1430.000000 3.361295 0.121854
1431.000000 3.324864 0.120163
1432.000000 3.298011 0.118821
1433.000000 3.278917 0.118133
1434.000000 3.261145 0.117901
1435.000000 3.246178 0.117629
1436.000000 3.241527 0.118147
1437.000000 3.238254 0.119294
1438.000000 3.233679 0.121114
1439.000000 3.227761 0.123993
1440.000000 3.224841 0.127508
1441.000000 3.225427 0.132242
1442.000000 3.227421 0.137953
1443.000000 3.228649 0.144922
1444.000000 3.225823 0.152871
1445.000000 3.222906 0.161723
1446.000000 3.221580 0.171020
1447.000000 3.222736 0.180168
1448.000000 3.232456 0.189310
1449.000000 3.267910 0.198149
1450.000000 3.344301 0.205575
1451.000000 3.468254 0.211432
1452.000000 3.631587 0.215102
1453.000000 3.802124 0.215711
1454.000000 3.953756 0.213934
