depth(m)	initial_age(kiloyear)
0.08	2.18
0.16	3.07
0.24	3.96
0.32	4.85
0.41	5.85
0.72	9.3
0.88	11.08
0.96	11.97
1.04	12.86
1.12	13.75
1.28	15.53
1.36	16.42
1.44	17.31
1.52	18.2
1.61	19.2
1.68	19.98
1.76	20.87
1.84	21.76
1.91	22.54
2.01	23.65
2.24	26.21
2.32	27.1
2.41	28.1
2.48	28.88
2.56	29.77
2.72	30.31
2.88	30.85
2.96	31.39
3.12	31.93
3.21	32.46
3.28	32.78
3.36	36.29
3.52	43.35
3.61	46.93
3.68	50.49
3.76	54.08
3.84	57.62
3.92	61.19
4.01	64.78
4.08	67.13
4.16	69.48
4.24	71.82
4.32	74.18
4.41	76.88
4.48	79.58
4.56	82.28
4.64	84.98
4.72	87.68
4.81	90.38
4.96	93.08
5.04	95.78
5.12	98.48
