age(kyr) mean(permil) sigma(permil)
0.000000 3.169790 0.127189
1.000000 3.181997 0.122041
2.000000 3.205670 0.123568
3.000000 3.213910 0.126227
4.000000 3.197979 0.129525
5.000000 3.218340 0.134020
6.000000 3.281379 0.141234
7.000000 3.359875 0.156267
8.000000 3.466140 0.187705
9.000000 3.577913 0.220935
10.000000 3.698546 0.220735
11.000000 3.823390 0.198539
12.000000 3.941328 0.178621
13.000000 4.048618 0.170942
14.000000 4.191066 0.168656
15.000000 4.370270 0.162053
16.000000 4.532756 0.155145
17.000000 4.679931 0.145911
18.000000 4.754272 0.131610
19.000000 4.760800 0.126508
20.000000 4.753309 0.126705
21.000000 4.743857 0.121939
22.000000 4.723691 0.116056
23.000000 4.700934 0.111752
24.000000 4.682846 0.108427
25.000000 4.677911 0.108691
26.000000 4.667584 0.116980
27.000000 4.622811 0.128867
28.000000 4.573895 0.136378
29.000000 4.536931 0.136036
30.000000 4.524481 0.132238
31.000000 4.516138 0.130016
32.000000 4.478934 0.126665
33.000000 4.445894 0.119264
34.000000 4.415572 0.111174
35.000000 4.388389 0.105074
36.000000 4.369889 0.102089
37.000000 4.361071 0.102203
38.000000 4.366142 0.105603
39.000000 4.369994 0.112329
40.000000 4.359068 0.121238
41.000000 4.346647 0.129558
42.000000 4.327319 0.134848
43.000000 4.326641 0.134472
44.000000 4.326411 0.128447
45.000000 4.317368 0.121009
46.000000 4.300162 0.114808
47.000000 4.282790 0.111550
48.000000 4.285804 0.110222
49.000000 4.289963 0.111504
50.000000 4.270354 0.115081
51.000000 4.219387 0.117630
52.000000 4.186195 0.116489
53.000000 4.205858 0.112570
54.000000 4.214516 0.110664
55.000000 4.199948 0.113986
56.000000 4.197703 0.119108
57.000000 4.215560 0.124188
58.000000 4.231251 0.131033
59.000000 4.253672 0.138583
60.000000 4.291271 0.142728
61.000000 4.352188 0.139550
62.000000 4.395917 0.127810
63.000000 4.420603 0.116488
64.000000 4.432052 0.110094
65.000000 4.439932 0.109091
66.000000 4.448194 0.110872
67.000000 4.453538 0.112470
68.000000 4.425684 0.115420
69.000000 4.376534 0.121086
70.000000 4.322915 0.128958
71.000000 4.270578 0.137951
72.000000 4.205187 0.144494
73.000000 4.138350 0.146215
74.000000 4.090038 0.142794
75.000000 4.048495 0.136923
76.000000 4.011215 0.131602
77.000000 3.984908 0.126871
78.000000 3.958597 0.122140
79.000000 3.909370 0.118497
80.000000 3.833576 0.116504
81.000000 3.764484 0.115772
82.000000 3.711284 0.117515
83.000000 3.672541 0.121732
84.000000 3.695769 0.125509
85.000000 3.782302 0.126654
86.000000 3.879846 0.126849
87.000000 3.959135 0.128203
88.000000 4.028367 0.130137
89.000000 4.027085 0.128792
90.000000 3.983100 0.124345
91.000000 3.941148 0.118626
92.000000 3.906294 0.115497
93.000000 3.875161 0.116239
94.000000 3.836696 0.120183
95.000000 3.808092 0.124293
96.000000 3.786447 0.128215
97.000000 3.771305 0.131433
98.000000 3.748916 0.134614
99.000000 3.735765 0.138345
100.000000 3.734674 0.140878
101.000000 3.743672 0.142747
102.000000 3.759671 0.141958
103.000000 3.772906 0.139366
104.000000 3.780160 0.136191
105.000000 3.798360 0.136367
106.000000 3.824700 0.134719
107.000000 3.850389 0.134830
108.000000 3.869555 0.138506
109.000000 3.892846 0.145089
110.000000 3.924924 0.152458
111.000000 3.938140 0.159595
112.000000 3.920942 0.165342
113.000000 3.878965 0.170801
114.000000 3.821236 0.177016
115.000000 3.751282 0.186000
116.000000 3.667509 0.197613
117.000000 3.576994 0.209737
118.000000 3.491410 0.217758
119.000000 3.403160 0.215749
120.000000 3.297318 0.204178
121.000000 3.200249 0.191815
122.000000 3.138376 0.188815
123.000000 3.108850 0.200352
124.000000 3.116324 0.224749
125.000000 3.178576 0.254598
126.000000 3.305170 0.281764
127.000000 3.481880 0.299617
128.000000 3.666683 0.302239
129.000000 3.828584 0.292094
130.000000 3.956254 0.279426
131.000000 4.064155 0.271816
132.000000 4.166121 0.269250
133.000000 4.281895 0.266384
134.000000 4.390250 0.257956
135.000000 4.488183 0.240415
136.000000 4.573070 0.213419
137.000000 4.632754 0.181888
138.000000 4.669103 0.153689
139.000000 4.693142 0.134401
140.000000 4.700056 0.124904
141.000000 4.686250 0.122085
142.000000 4.654282 0.120960
143.000000 4.620492 0.119020
144.000000 4.593755 0.117103
145.000000 4.555797 0.116054
146.000000 4.530207 0.118153
147.000000 4.512090 0.124152
148.000000 4.487261 0.133092
149.000000 4.473464 0.140892
150.000000 4.472248 0.146093
151.000000 4.466219 0.147282
